IK14,Disease,depmap_dep_lin,depmap_selectivity,depmap_has
GKTWGGQPFAXNFI,"Stent Thrombosis; Myocardial Infarction, Acute",0.0,0.0,0
JVHXJTBJCFBINQ,Type 2 Diabetes,0.0,0.0,0
NBGABHGMJVIVBW,insomnia,0.0,0.0,0
DPYMFVXJLLWWEU,Early Recovery in Elderly Patients; Cognitive Function,0.0,0.0,0
JAUOIFJMECXRGI,allergic rhinitis,0.0,0.0,0
SUBDBMMJDZJVOS,Gastro Oesophageal Reflux Disease,0.0,0.006746290480102829,1
PJMPHNIQZUBGLI,Procedural Pain,0.0,0.0,0
PPSNFPASKFYPMN,hot flashes,0.0,0.0,0
DRLFMBDRBRZALE,"Neonatal Diseases and Abnormalities; Neonatal Mortality; Pulmonary Arterial Hypertension; Pulmonary Arterial Hypertension, Children",0.0,0.0,0
OLBCVFGFOZPWHH,General Anesthesia,0.0,0.0,0
OLBCVFGFOZPWHH,Anesthesia,0.0,0.0,0
CYHWMBVXXDIZNZ,intraoperative hypotension,0.0,0.0,0
IWUCXVSUMQZMFG,Dengue Hemorrhagic Fever,0.0,0.0,0
DFEYYRMXOJXZRJ,Early Recovery in Elderly Patients; Cognitive Function,0.0,0.0,0
WOXKDUGGOYFFRN,BPH With Other Lower Urinary Tract Symptoms,0.0,0.0,0
XFYDIVBRZNQMJC,postoperative urinary retention,0.0,0.0,0
RZVAJINKPMORJF,Pain,0.0,0.0,0
OFCNXPDARWKPPY,gout,0.0,0.0,0
IMOZEMNVLZVGJZ,plaque psoriasis,0.0,0.0,0
QIVUCLWGARAQIO,migraine,0.0,0.0,0
VOVIALXJUBGFJZ,Chronic Rhinosinusitis With Nasal Polyps,0.0,0.0,0
LEBVLXFERQHONN,hemodynamic instability,0.0,0.0,0
LEBVLXFERQHONN,postoperative pain,0.0,0.0,0
RUEYEZADQJCKGV,anemia,0.0,0.0,0
UREBDLICKHMUKA,Laparoscopic Cholecystectomy; Postoperative Nausea and Vomiting,0.0,0.0,0
OLNTVTPDXPETLC,Hypercholesterolemia,0.0,0.0,0
RWTNPBWLLIMQHL,seasonal allergic rhinitis,0.0,0.0,0
LNEPOXFFQSENCJ,Hyperactive Delirium,0.0,0.0,0
JCQLYHFGKNRPGE,hepatic encephalopathy,0.0,0.0,0
JCQLYHFGKNRPGE,Cirrhosis,0.0,0.0,0
FWYSMLBETOMXAG,Prevention of Cytomegalovirus Infection,0.0,0.0,0
FBPFZTCFMRRESA,traumatic brain injury,0.0,0.0,0
DRLFMBDRBRZALE,Anxiety; Preoperative Anxiety,0.0,0.0,0
XZWYZXLIPXDOLR,T2DM; Type 2 Diabetes Mellitus,0.0,0.0,0
XZWYZXLIPXDOLR,Covid19,0.0,0.0,0
TTWJBBZEZQICBI,upper gastrointestinal bleeding,0.0,0.0,0
DQCKKXVULJGBQN,Alcohol Use Disorder,0.0,0.0,0
NXFQHRVNIOXGAQ,Recurrent urinary tract infections,0.0,0.0,0
SUBDBMMJDZJVOS,in Cancer,0.0,0.0,0
MVFGUOIZUNYYSO,hemodynamic instability,0.0,0.0,0
RJKFOVLPORLFTN,Infertility,0.0,0.0,0
OLBCVFGFOZPWHH,"Anesthesia, General; Neuromuscular Transmission Disorders",0.0,0.0,0
CYHWMBVXXDIZNZ,Healthy,0.0,0.0,0
CYHWMBVXXDIZNZ,atrial fibrillation,0.0,0.0,0
KRNAOFGYEFKHPB,migraine,0.0,0.0,0
RAPZEAPATHNIPO,Schizophrenia; Schizoaffective Disorder,0.0,0.0,0
ZKMNUMMKYBVTFN,Post-surgical Pain,0.0,0.0,0
DFEYYRMXOJXZRJ,"Anesthesia, General; Neuromuscular Transmission Disorders",0.0,0.0,0
UCTRAOBQFUDCSR,sleep apnea,0.0,0.0,0
DRHKJLXJIQTDTD,Postoperative Retention of Urine,0.0,0.0,0
HUNGUWOZPQBXGX,actinic keratosis,0.0,0.0,0
UJLAWZDWDVHWOW,Alopecia Areata; Alopecia Totalis; Alopecia Universalis,0.0,0.0,0
TVYLLZQTGLZFBW,Acute Pain; Post Operative Pain; Pain,0.0,0.0,0
GYDJEQRTZSCIOI,"Hemorrhage, Postpartum; Placenta Previa",0.0,0.0,0
GFNANZIMVAIWHM,pain,0.0,0.0,0
MSYKRHVOOPPJKU,neuropathic pain,0.0,0.0,0
ZPMNHBXQOOVQJL,Colon Cancer; Inflammatory Bowel Diseases; Gastrointestinal Bleed; Colon Polyp,0.10875330930128613,0.010346057004592846,1
IMOZEMNVLZVGJZ,palmoplantar pustulosis,0.0,0.0,0
QIVUCLWGARAQIO,chronic migraine,0.0,0.0,0
MBUVEWMHONZEQD,seasonal allergic rhinitis,0.0,0.0,0
KUVIULQEHSCUHY,asthma,0.0,0.0,0
XYLJNLCSTIOKRM,presbyopia,0.0,0.0,0
LEBVLXFERQHONN,pain,0.0,0.0,0
QWCRAEMEVRGPNT,Vertigo; Autonomic Dysfunction,0.0,0.0,0
RYYVLZVUVIJVGH,Pain,0.0,0.0,0
KPWSJANDNDDRMB,autism spectrum disorder,0.0,0.0,0
IAKHMKGGTNLKSZ,Ischemic stroke,0.0,0.0,0
JVHXJTBJCFBINQ,Chronic Kidney Diseases,-0.06212915646936647,0.004845939418117798,1
XDXWLKQMMKQXPV,purpura,0.0,0.0,0
OBWASQILIWPZMG,Chronic Heart Failure; Acute Heart Failure; Diabetes Mellitus,0.0,0.0,0
WSEQXVZVJXJVFP,Major Depressive Disorder,0.0,0.0,0
VOXZDWNPVJITMN,Dyspareunia,0.0,0.0,0
OVBPIULPVIDEAO,Gastric Residual Volume,0.0,0.0,0
UGJMXCAKCUNAIE,Post Operative Nausea and Vomiting; Sleeve Gastrectomy; Morbid Obesity,0.0,0.0,0
PGTVWKLGGCQMBR,tuberous sclerosis,0.0,0.0,0
YOSHYTLCDANDAN,Essential Hypertension,0.0,0.0,0
MBOMYENWWXQSNW,Multiple Myeloma,0.0,3.118722617494211,1
YQEZLKZALYSWHR,Postoperative Depression,0.0,0.0,0
OZWKMVRBQXNZKK,total hip arthroplasty,0.0,0.0,0
HDKWFBCPLKNOCK,blepharitis,0.0,0.0,0
JGCMEBMXRHSZKX,Pulmonary Arterial Hypertension,0.0,0.0,0
KJFBVJALEQWJBS,cytomegalovirus infection,0.0,0.0,0
RLCLASQCAPXVLM,hypertrophic cardiomyopathy,0.0,0.0,0
RLCLASQCAPXVLM,cardiomyopathy,0.0,0.0,0
DMJNNHOOLUXYBV,Complicated Urinary Tract Infection; Acute Pyelonephritis,0.0,0.0,0
XZWYZXLIPXDOLR,Huntington Disease,0.0,0.0,0
XZWYZXLIPXDOLR,Diabetes,0.0,0.0,0
XZWYZXLIPXDOLR,Type 2 Diabetes Mellitus,0.0,0.0,0
XZWYZXLIPXDOLR,Epilepsy,0.0,0.0,0
VKHAHZOOUSRJNA,Labor induction,0.0,0.0,0
OJLOPKGSLYJEMD,Labor induction,0.0,0.0,0
SFLSHLFXELFNJZ,Anesthesia-induced hypotension,0.0,0.0,0
YTFHCXIPDIHOIA,fibrodysplasia ossificans progressiva,0.0,0.0,0
NNACHAUCXXVJSP,excessive daytime sleepiness,0.0,0.0,0
NNACHAUCXXVJSP,idiopathic hypersomnia,0.0,0.0,0
MNDBXUUTURYVHR,type 2 diabetes mellitus,0.0,0.0,0
YOZBGTLTNGAVFU,anemia,0.0,0.0,0
VGKDLMBJGBXTGI,Major Depressive Disorder,0.0,0.0,0
GGCSSNBKKAUURC,total hip arthroplasty,0.0,0.0,0
LDEKQSIMHVQZJK,HIV infection,0.0,0.0,0
UEJJHQNACJXSKW,Transfusion-dependent Beta-Thalassemia,0.0,0.0,0
NLVFBUXFDBBNBW,Total Knee Arthoplasty,0.0,0.0,0
TVYLLZQTGLZFBW,Shivering,0.0,0.0,0
WYQFJHHDOKWSHR,atopic dermatitis,0.0,0.0,0
NIJJYAXOARWZEE,migraine,0.0,0.0,0
RNOAOAWBMHREKO,hemophagocytic lymphohistiocytosis,0.0,0.0,0
RKUNBYITZUJHSG,Anesthesia,0.0,0.0,0
HEFNNWSXXWATRW,Pain Management,0.0,0.0,0
FNHKPVJBJVTLMP,Colorectal Cancer,-0.3621958642161082,-0.16476934518469752,1
SNHRLVCMMWUAJD,oral submucous fibrosis,0.0,0.0,0
LEBVLXFERQHONN,Mammaplasty,0.0,0.0,0
QHMBSVQNZZTUGM,fibromyalgia,0.0,0.0,0
OGHNVEJMJSYVRP,Tricuspid Regurgitation; Right Ventricular Dilatation,0.0,0.0,0
ZKLPARSLTMPFCP,Lower Ureteric Stones,0.0,0.0,0
QYSXJUFSXHHAJI,Pre-frail Elderly,0.0,0.0,0
KPBZROQVTHLCDU,stroke,0.0,0.0,0
GKTWGGQPFAXNFI,Ischemic Stroke,0.0,0.0,0
IAKHMKGGTNLKSZ,COVID-19; cytokine release syndrome,0.0,0.0,0
IAKHMKGGTNLKSZ,atrial fibrillation,0.0,0.0,0
UREBDLICKHMUKA,Coronavirus Infection,0.0,0.0,0
JVHXJTBJCFBINQ,Heart Failure,0.0,0.0,0
UREBDLICKHMUKA,Covid19; Viral Pneumonia Human Coronavirus; Severe Acute Respiratory Syndrome,0.0,0.0,0
UREBDLICKHMUKA,Post Uterine Artery Embolization Pain,0.0,0.0,0
UREBDLICKHMUKA,Covid19,0.0,0.0,0
UREBDLICKHMUKA,Macular Edema,0.0,0.0,0
UREBDLICKHMUKA,Chemoradiotherapy in Cervical Cancer,-0.0264292847556327,-0.018924063137479616,1
DKYWVDODHFEZIM,low back pain,0.0,0.0,0
LUZRJRNZXALNLM,migraine,0.0,0.0,0
YIMYDTCOUQIDMT,Multiple Sclerosis,0.0,0.0,0
ZEUITGRIYCTCEM,Improving Outcomes in People With Knee Osteoarthritis Pain,0.0,0.0,0
HGVDHZBSSITLCT,CTEPH,0.0,0.0,0
OBWASQILIWPZMG,Tricuspid Regurgitation; Right Ventricular Dilatation,0.0,0.0,0
WSEQXVZVJXJVFP,Parkinson's Disease,0.0,0.0,0
VJJPUSNTGOMMGY,Lung Cancer,-2.6820224501729757,-0.14603313907467985,1
VJJPUSNTGOMMGY,SCLC,0.0,0.0,0
ZCGNOVWYSGBHAU,COVID-19,0.0,0.0,0
PJMPHNIQZUBGLI,Acute Pain; Ambulances,0.0,0.0,0
RFHAOTPXVQNOHP,Invasive Candidiases,0.0,0.0,0
GKDRMWXFWHEQQT,pneumonia,0.0,0.0,0
ZZUFCTLCJUWOSV,preeclampsia,0.0,0.0,0
ZZUFCTLCJUWOSV,heart failure,0.0,0.0,0
SDUQYLNIPVEERB,Metastatic Pancreatic Ductal Adenocarcinoma,-3.285229495153491,-0.09941793204555704,1
SFNSLLSYNZWZQG,Acute Myeloid Leukemia; Myelodysplastic Syndrome; Chronic Myelomonocytic Leukemia,-0.07602796360576294,0.00931316586422655,1
MFWNKCLOYSRHCJ,1mg Vs 3 mg of Granisetron,0.0,0.0,0
MFWNKCLOYSRHCJ,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0.0,0.0,0
VSNHCAURESNICA,Sickle Cell Anemia in Children,0.0,0.0,0
XMXHEBAFVSFQEX,bipolar I disorder,0.0,0.0,0
PIWKPBJCKXDKJR,sedation,0.0,0.0,0
YQEZLKZALYSWHR,Major Depression,0.0,0.0,0
YQEZLKZALYSWHR,Sore Throat,0.0,0.0,0
WMDSZGFJQKSLLH,atrial fibrillation,0.0,0.0,0
MJIHNNLFOKEZEW,Breast Cancer,0.014031931373713868,0.020778221853816697,1
MJIHNNLFOKEZEW,Reflux Esophagitis,0.0,0.006746290480102829,1
NNJVILVZKWQKPM,total hip arthroplasty,0.0,0.0,0
NNJVILVZKWQKPM,juvenile idiopathic arthritis,0.0,0.0,0
HOIIHACBCFLJET,Major Depressive Disorder,0.0,0.0,0
UJVDJAPJQWZRFR,isolated growth hormone deficiency type IA,0.0,0.0,0
XZWYZXLIPXDOLR,SARS-CoV-2 Infection,0.0,0.0,0
XZWYZXLIPXDOLR,Frailty; Sarcopenic Obesity; Aging,0.0,0.0,0
RFKMCNOHBTXSMU,Acute Pain; Ambulances,0.0,0.0,0
VHRSUDSXCMQTMA,Covid19; Viral Pneumonia Human Coronavirus; Severe Acute Respiratory Syndrome,0.0,0.0,0
VHRSUDSXCMQTMA,Covid19,0.0,0.0,0
TTWJBBZEZQICBI,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0.0,0.0,0
VAOCPAMSLUNLGC,Complicated Intra-abdominal Infection,0.0,0.0,0
VLPIATFUUWWMKC,myotonic dystrophy type 1,0.0,0.0,0
PQLXHQMOHUQAKB,mania,0.0,0.0,0
XZXHXSATPCNXJR,"Lung Diseases, Interstitial",-0.20409800966071415,-0.006671490629303445,1
SFLSHLFXELFNJZ,hypotension,0.0,0.0,0
PHVGLTMQBUFIQQ,Parkinson's Disease,0.0,0.0,0
JEECQCWWSTZDCK,Community-acquired Pneumonia; Bacterial Pneumonia,0.0,0.0,0
FELGMEQIXOGIFQ,"Bariatric Surgery Candidate; Perioperative Complication; Nausea; Vomiting, Postoperative; Drug Effect",0.0,0.0,0
OIGNJSKKLXVSLS,Coronavirus Infection,0.0,0.0,0
XOFYZVNMUHMLCC,Prostate Cancer,-0.14926338368421263,-0.14175816206605954,1
INDBQLZJXZLFIT,malaria,0.0,0.0,0
OLBCVFGFOZPWHH,Gynecological Outpatient Surgery,0.0,0.0,0
ZTVQQQVZCWLTDF,Anesthesia,0.0,0.0,0
MNDBXUUTURYVHR,obesity,0.0,0.0,0
HMABYWSNWIZPAG,Metastatic Castration-Resistant Prostate Cancer; Ovarian Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer; Other Solid Tumor,-0.2448589443743246,-0.03557390545444197,1
HFNKQEVNSGCOJV,Atopic Dermatitis,0.0,0.0,0
QXWZQTURMXZVHJ,"Hypertension, Pulmonary",0.0,0.0,0
MFFMDFFZMYYVKS,"Diabetes Mellitus, Type 2; Cognitive Functions Confusion",0.0,0.0,0
LXMSZDCAJNLERA,Hypertension,0.0,0.0,0
LBHLFPGPEGDCJG,malaria,0.0,0.0,0
UTNUDOFZCWSZMS,Multiple Sclerosis,0.0,0.0,0
NGBFQHCMQULJNZ,heart failure,0.0,0.0,0
GYDJEQRTZSCIOI,"Cesarean Section Complications; Blood Loss, Surgical; Misoprostol; Tranexamic Acid",0.0,0.0,0
PDGKHKMBHVFCMG,Metastatic Triple-Negative Breast Cancer,-1.1502225213990958,-0.4191460666509885,1
JGRXMPYUTJLTKT,anemia of chronic kidney disease,-0.18699734320626482,0.03708384103951545,1
GEJDGVNQKABXKG,Schizophrenia,0.0,0.0,0
QZFHIXARHDBPBY,heart failure with reduced ejection fraction,0.0,0.0,0
WOSKHXYHFSIKNG,Metastatic Colorectal Cancer,-0.11040726101690315,0.0738313199491043,1
RCINICONZNJXQF,Anal Carcinoma,0.0,0.0,0
RZVAJINKPMORJF,"Pain, Postoperative",0.0,0.0,0
IMOZEMNVLZVGJZ,COVID-19,0.0,0.0,0
XUZMWHLSFXCVMG,COVID-19,0.0,0.0,0
VHYCDWMUTMEGQY,COPD,0.0,0.0,0
VHYCDWMUTMEGQY,Cardiomyopathies; Chemotherapy Effect; Diastolic Dysfunction; Systolic Dysfunction,0.0,0.0,0
ZKIAIYBUSXZPLP,autism spectrum disorder,0.0,0.0,0
SNPPWIUOZRMYNY,HIV; Smoking Cessation,0.0,0.0,0
SNPPWIUOZRMYNY,Smoking Cessation,0.0,0.0,0
ONIQOQHATWINJY,Cell Carcinoma,0.0,0.0,0
ONIQOQHATWINJY,Lung Cancer,-0.15186856486431696,-0.0372659652303477,1
RZEKVGVHFLEQIL,"Pain, Postoperative",0.0,0.0,0
ZKLPARSLTMPFCP,Breast Cancer; Lung Cancer; Ovarian Cancer; Oesophageal Cancer; Head Cancer Neck; Cervical Cancer; Endometrial Cancer,0.07045822989002141,-0.012447572151105424,1
WHTVZRBIWZFKQO,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,0.0,0.0,0
QYSXJUFSXHHAJI,COVID-19,0.0,0.0,0
LUKZNWIVRBCLON,COVID-19,0.0,0.0,0
MYSWGUAQZAJSOK,"Plague, Bubonic; Plague, Pneumonic",0.0,0.0,0
IAKHMKGGTNLKSZ,Coronavirus; Severe Acute Respiratory Syndrome,0.0,0.0,0
IAKHMKGGTNLKSZ,COVID-19,0.0,0.0,0
PIBARDGJJAGJAJ,Paroxysmal Nocturnal Hemoglobinuria,0.0,0.0,0
JVHXJTBJCFBINQ,Polycystic Ovary Syndrome,0.0,0.0,0
JVHXJTBJCFBINQ,Acute Myocardial Infarction; Heart Failure,0.0,0.0,0
UREBDLICKHMUKA,"Analgesia; Surgery; Cancer of Head and Neck; Oropharyngeal Cancer; Carcinoma of Unknown Primary; Pain, Postoperative; Postoperative Pain",0.00038967795507907323,0.007894899573232158,1
UREBDLICKHMUKA,Covid19; Hypoxia,0.0,0.0,0
UREBDLICKHMUKA,COVID-19,0.0,0.0,0
UREBDLICKHMUKA,SARS-CoV-2 Infection,0.0,0.0,0
UREBDLICKHMUKA,COVID-19; Thrombosis Embolism; Bleeding,0.0,0.0,0
JRWZLRBJNMZMFE,Sepsis,0.0,0.0,0
ZIAOVIPSKUPPQW,HIV-1 infection,0.0,0.0,0
OBWASQILIWPZMG,Heart Failure,0.0,0.0,0
OBWASQILIWPZMG,Type 2 Diabetes,0.0,0.0,0
OBWASQILIWPZMG,Myocardial Infarction,0.0,0.0,0
UCTWMZQNUQWSLP,Gastric Neoplasm; Early Gastric Cancer,0.0,0.07273109934423248,1
MCIACXAZCBVDEE,valvular heart disease,0.0,0.0,0
YQEZLKZALYSWHR,Esketamine Treatment in Participants With Treatment Resistant Depression,0.0,0.0,0
SUBDBMMJDZJVOS,Sepsis; Septic Shock,0.0,0.0,0
VOXZDWNPVJITMN,PTSD,0.0,0.0,0
MVGWUTBTXDYMND,Ulcerative Colitis,0.0,0.0,0
ZCGNOVWYSGBHAU,Infectious Disease; SARS-CoV Infection; Covid19,0.0,0.0,0
PJMPHNIQZUBGLI,Aortic Coarctation; Erector Spinae Plane Block; Paediatric,0.0,0.0,0
UGJMXCAKCUNAIE,Post-Operative Pain,0.0,0.0,0
UGJMXCAKCUNAIE,"Pain, Postoperative",0.0,0.0,0
PGTVWKLGGCQMBR,status epilepticus,0.0,0.0,0
HLWURFKMDLAKOD,chronic cough,0.0,0.0,0
SDUQYLNIPVEERB,Cell Lymphoma,-3.143186432660445,0.042625130447488946,1
SDUQYLNIPVEERB,Tract Carcinoma,0.0,0.0,0
INJOMKTZOLKMBF,delirium,0.0,0.0,0
JYGXADMDTFJGBT,Covid-19; Hypoxia,0.0,0.0,0
XXSMGPRMXLTPCZ,"Pneumonia, Pneumocystis; Coronavirus; COVID-19",0.0,0.0,0
XXSMGPRMXLTPCZ,Corona Virus Infection; Acute Respiratory Distress Syndrome; SARS-CoV Infection; Coronavirus; Coronavirus Infections,0.0,0.0,0
XXSMGPRMXLTPCZ,Severe COVID-19 Pulmonary Infection,0.0,0.0,0
XXSMGPRMXLTPCZ,Corona Virus Infection,0.0,0.0,0
XXSMGPRMXLTPCZ,COVID-19; Severe Acute Respiratory Syndrome,0.0,0.0,0
XXSMGPRMXLTPCZ,"Coronavirus Infections; Pneumonia, Viral",0.0,0.0,0
XXSMGPRMXLTPCZ,COVID-19; Corona Virus Infection; ARDS; Acute Respiratory Distress Syndrome,0.0,0.0,0
XXSMGPRMXLTPCZ,Coronavirus; Acute Respiratory Infection; SARS-CoV Infection,0.0,0.0,0
XXSMGPRMXLTPCZ,Coronavirus Infection,0.0,0.0,0
XXSMGPRMXLTPCZ,COVID 19,0.0,0.0,0
XXSMGPRMXLTPCZ,Pregnancy Related; COVID; Covid-19,0.0,0.0,0
XXSMGPRMXLTPCZ,SARS-CoV-2,0.0,0.0,0
XXSMGPRMXLTPCZ,COVID; COVID-19; SARS-CoV 2; Coronavirus; Corona Virus Infection,0.0,0.0,0
XXSMGPRMXLTPCZ,Covid19,0.0,0.0,0
KTUFNOKKBVMGRW,COVID-19,0.0,0.0,0
PIWKPBJCKXDKJR,Anesthesia,0.0,0.0,0
PIWKPBJCKXDKJR,valvular heart disease,0.0,0.0,0
YWXYYJSYQOXTPL,pain,0.0,0.0,0
YQEZLKZALYSWHR,Postoperative Pain,0.0,0.0,0
OZWKMVRBQXNZKK,"Pain, Postoperative",0.0,0.0,0
VPPJLAIAVCUEMN,epilepsy,0.0,0.0,0
MUGXRYIUWFITCP,insomnia,0.0,0.0,0
WOSKHXYHFSIKNG,Cell Carcinoma,0.0,0.0,0
WOSKHXYHFSIKNG,Advanced Melanoma,-0.08732192565199877,0.09691665531400868,1
HPJKCIUCZWXJDR,PCOS (Polycystic Ovary Syndrome) of Bilateral Ovaries,0.0,0.013001309523652024,1
NNJVILVZKWQKPM,Pain,0.0,0.0,0
HOIIHACBCFLJET,Depression,0.0,0.0,0
STPKWKPURVSAJF,progressive familial intrahepatic cholestasis,0.0,0.0,0
DMJNNHOOLUXYBV,Bacteremia,0.0,0.0,0
XZWYZXLIPXDOLR,Aging; Insulin Sensitivity; Chronic Disease; Mitochondria; Insulin Resistance,0.0,0.0,0
XZWYZXLIPXDOLR,Colon Cancer,-0.06269833859701078,0.00024726865444524293,1
RFKMCNOHBTXSMU,pain,0.0,0.0,0
VHRSUDSXCMQTMA,Covid-19 Pneumonia,0.0,0.0,0
DYKFCLLONBREIL,Treatment Resistant Depression,0.0,0.0,0
ZVHNDZWQTBEVRY,Primary Myelofibrosis; Post-polycythemia Vera Myelofibrosis; Post-essential Thrombocythemia Myelofibrosis,0.0,0.0,0
XNKCCCKFOQNXKV,constipation,0.0,0.0,0
ZBBHBTPTTSWHBA,vasospastic angina,0.0,0.0,0
RJMUSRYZPJIFPJ,Diabetic Nephropathies,0.0,0.0,0
UIAGMCDKSXEBJQ,organophosphate poisoning,0.0,0.0,0
YQNQNVDNTFHQSW,COVID-19; Viral Respiratory Illnesses,0.0,0.0,0
SFLSHLFXELFNJZ,Intraoperative hypotension,0.0,0.0,0
FDLYAMZZIXQODN,Metastatic Colorectal Cancer,-0.15671460028881495,0.05257043863106767,1
VSZGPKBBMSAYNT,COVID 19,0.0,0.0,0
RCINICONZNJXQF,Metastatic Esophageal Carcinoma,0.0,1.9553952535603567,1
RCINICONZNJXQF,Lung Cancer,-1.7482893083390767,0.20710594522128,1
RKEWSXXUOLRFBX,schizophrenia,0.0,0.0,0
GBLBJPZSROAGMF,First-Line Treatment of Advanced Non-Small Cell Lung Cancer,-0.2767814696632821,-0.04436203691464749,1
RJKFOVLPORLFTN,IVF; GnRH Antagonist; PPOS,0.0,0.0,0
OLBCVFGFOZPWHH,sedation,0.0,0.0,0
OLBCVFGFOZPWHH,Induction and Maintenance of General Anesthesia,0.0,0.0,0
OLBCVFGFOZPWHH,Sedation in Intensive Care,0.0,0.0,0
OLBCVFGFOZPWHH,valvular heart disease,0.0,0.0,0
RWWYLEGWBNMMLJ,COVID-19,0.0,0.0,0
RWWYLEGWBNMMLJ,Corona Virus Infection,0.0,0.0,0
RWWYLEGWBNMMLJ,COVID-19 Pneumonia,0.0,0.0,0
RWWYLEGWBNMMLJ,COVID; COVID-19; SARS-CoV-2; SARS (Severe Acute Respiratory Syndrome),0.0,0.0,0
RWWYLEGWBNMMLJ,Covid19,0.0,0.0,0
RWWYLEGWBNMMLJ,Covid19; Covid-19 ARDS,0.0,0.0,0
KGFYHTZWPPHNLQ,Coronavirus; Severe Acute Respiratory Syndrome,0.0,0.0,0
ZKMNUMMKYBVTFN,Breast Cancer,0.022247722026043887,-0.008892608779842395,1
ZKMNUMMKYBVTFN,Pain,0.0,0.0,0
HMABYWSNWIZPAG,Ovarian Cancer,0.0,0.20928503891988262,1
HFNKQEVNSGCOJV,Cytokine Storm (Covid-19); cytokine release syndrome,0.0,0.0,0
HFNKQEVNSGCOJV,Myelofibrosis (MF),0.0,0.0,0
DEVSOMFAQLZNKR,in Cancer,0.0,0.0,0
DFEYYRMXOJXZRJ,Anesthesia,0.0,0.0,0
DFEYYRMXOJXZRJ,pain,0.0,0.0,0
DFEYYRMXOJXZRJ,COVID-19; ards,0.0,0.0,0
DFEYYRMXOJXZRJ,valvular heart disease,0.0,0.0,0
JYTNQNCOQXFQPK,Delirium,0.0,0.0,0
RMMXLENWKUUMAY,Hypercholesterolemia; Hypertension,0.0,0.0,0
GYDJEQRTZSCIOI,Postpartum Hemorrhage; Tranexamic Acid,0.0,0.0,0
JGRXMPYUTJLTKT,anemia,0.0,0.0,0
MYPYJXKWCTUITO,Clostridium Difficile Infection,0.0,0.0,0
JQSHBVHOMNKWFT,smoking cessation,0.0,0.0,0
JQSHBVHOMNKWFT,tobacco use disorder,0.0,0.0,0
LQBVNQSMGBZMKD,Chronic Lymphocytic Leukemia,-0.2610540909570298,-0.22487235594580582,1
LQBVNQSMGBZMKD,Acute Myeloid Leukemia,-0.2610540909570298,-0.22487235594580582,1
PJVWKTKQMONHTI,Left Ventricular Thrombus; ST Segment Elevation Myocardial Infarction,0.0,0.0,0
UBQNRHZMVUUOMG,Smoking Cessation,0.0,0.0,0
PWKSKIMOESPYIA,rhinosinusitis,0.0,0.0,0
QHMBSVQNZZTUGM,Pain,0.0,0.0,0
ZZVUWRFHKOJYTH,Multiple Sclerosis; Infusion Reaction,0.0,0.0,0
XXSMGPRMXLTPCZ,SARS-CoV-2 Infection,0.0,0.0,0
VHOGYURTWQBHIL,COVID-19,0.0,0.0,0
SFLSHLFXELFNJZ,congenital heart disease,0.0,0.0,0
XOFYZVNMUHMLCC,Pemphigus Vulgaris; Pemphigus Foliaceus,0.0,0.0,0
RJKFOVLPORLFTN,"Infertility, Female",0.0,0.0,0
HFNKQEVNSGCOJV,Vitiligo,0.0,0.0,0
WINHZLLDWRZWRT,Cell Cancer,0.0,0.0,0
WDENQIQQYWYTPO,Chronic Lymphocytic Leukemia,0.023341767398744644,0.034035268096031045,1
ZSBOMTDTBDDKMP,Type 2 Diabetes,0.0,0.0,0
LSQZJLSUYDQPKJ,Tuberculosis; Respiratory Tract Infections; Pneumonia,0.0,0.0,0
IMOZEMNVLZVGJZ,psoriasis,0.0,0.0,0
KXNPVXPOPUZYGB,ischemic stroke,0.0,0.0,0
QIVUCLWGARAQIO,episodic migraine,0.0,0.0,0
XUKUURHRXDUEBC,Hypercholesterolemia,0.0,0.0,0
NMUSYJAQQFHJEW,MDS,0.0,0.0,0
XUZMWHLSFXCVMG,Alopecia Areata,0.0,0.0,0
ZKIAIYBUSXZPLP,schizophrenia,0.0,0.0,0
ZKIAIYBUSXZPLP,Post Traumatic Stress Disorder,0.0,0.0,0
ZKIAIYBUSXZPLP,Depression,0.0,0.0,0
MSYKRHVOOPPJKU,epilepsy,0.0,0.0,0
RMRJXGBAOAMLHD,Opioid Use Disorder,0.0,0.0,0
GAGWJHPBXLXJQN,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,0.0,0.7925352193995119,1
GAGWJHPBXLXJQN,Metastatic Gastric Cancer,0.0,0.7925352193995119,1
YKPUWZUDDOIDPM,breast cancer,-0.06109849546997907,0.03467444369904178,1
VAAUVRVFOQPIGI,pneumonia,0.0,0.0,0
QYSXJUFSXHHAJI,vitamin D deficiency,0.0,0.0,0
PTOAARAWEBMLNO,Multiple Sclerosis,0.0,0.0,0
GJSURZIOUXUGAL,Child Preschool,0.0,0.0,0
USZAGAREISWJDP,atopic dermatitis,0.0,0.0,0
JVHXJTBJCFBINQ,Nonalcoholic Steatohepatitis,0.0,0.0,0
