IK14,Disease,depmap_dep_lin,depmap_selectivity,depmap_has
JVHXJTBJCFBINQ,Heart Failure With Preserved Ejection Fraction (HFpEF),0.0,0.0,0
JVHXJTBJCFBINQ,Heart Failure With Reduced Ejection Fraction (HFrEF),0.0,0.0,0
SIFNOOUKXBRGGB,Advanced Breast Cancer,-0.33033499306052333,-0.2774030028172715,1
XDXWLKQMMKQXPV,immune thrombocytopenia,0.0,0.0,0
OBWASQILIWPZMG,Chronic Kidney Disease,-0.06212915646936647,0.004845939418117798,1
GBXSMTUPTTWBMN,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",0.0,0.0,0
JUZNIMUFDBIJCM,complicated urinary tract infection,0.0,0.0,0
MCIACXAZCBVDEE,Diabetes,0.0,0.0,0
WSEQXVZVJXJVFP,Depression,0.0,0.0,0
JOOXLOJCABQBSG,myelofibrosis,0.0,0.0,0
GKDRMWXFWHEQQT,anemia,0.0,0.0,0
UGJMXCAKCUNAIE,End Stage Renal Disease; Restless Legs Syndrome,-0.5267741611032696,-0.029478838699870058,1
IRSCQMHQWWYFCW,Transplantation Infection; Cytomegalovirus Infections,0.0,0.0,0
SDUQYLNIPVEERB,Gallbladder Carcinoma,0.0,3.185811563107934,1
SDUQYLNIPVEERB,Metastatic Nasopharyngeal Cancer,0.0,0.0,0
GUTXTARXLVFHDK,Schizophrenia; Medication Nonadherence; Schizo Affective Disorder,0.0,0.0,0
JYGXADMDTFJGBT,Sepsis; Septic Shock,0.0,0.0,0
VSNHCAURESNICA,Sickle Cell Disease; Sickle Cell Anemia,0.0,0.0,0
HIFJCPQKFCZDDL,septic shock,0.0,0.0,0
HIFJCPQKFCZDDL,acute respiratory distress syndrome,0.0,0.0,0
YQEZLKZALYSWHR,Reducing Psychological Side Effects of Ketamine,0.0,0.0,0
YQEZLKZALYSWHR,Critical Illness; Sedation; Mechanical Ventilation,0.0,0.0,0
YQEZLKZALYSWHR,Lung Diseases; Diagnosis; Anesthesia,-0.14504271246232664,-0.03746460928672997,1
OZWKMVRBQXNZKK,Post-cesarean pain,0.0,0.0,0
OZWKMVRBQXNZKK,rotator cuff tear,0.0,0.0,0
OZWKMVRBQXNZKK,Acute Pain Due to Trauma,0.0,0.0,0
OZWKMVRBQXNZKK,Postoperative Pain,0.0,0.0,0
MJIHNNLFOKEZEW,Erosive Esophagitis,0.0,0.006746290480102829,1
XEDHVZKDSYZQBF,migraine,0.0,0.0,0
WOSKHXYHFSIKNG,Advance Melanoma,-0.08732192565199877,0.09691665531400868,1
WOSKHXYHFSIKNG,Lung Cancer,-0.15186856486431696,0.03237001610169049,1
WOSKHXYHFSIKNG,Endometrial Carcinoma,-0.11207425684992964,0.07216432411607782,1
WOSKHXYHFSIKNG,Urothelial Carcinoma,0.0,0.0,0
FWYSMLBETOMXAG,cytomegalovirus infection,0.0,0.0,0
XMAYWYJOQHXEEK,Cushing syndrome,0.0,0.0,0
NNJVILVZKWQKPM,Improved Postoperative Pain,0.0,0.0,0
NNJVILVZKWQKPM,septic shock,0.0,0.0,0
NNJVILVZKWQKPM,Scoliosis; Adolescence; Anesthesia Recovery Period,0.0,0.0,0
PSGAAPLEWMOORI,endometrial hyperplasia,0.0019205742360772224,-0.014815980696632956,1
DMJNNHOOLUXYBV,Urinary Tract Infections; Acute Pyelonephritis,0.0,0.0,0
PMRYVIKBURPHAH,Graves disease,0.0,0.0,0
OJLOPKGSLYJEMD,uterine fibroids,0.0,0.0,0
XAYGBKHKBBXDAK,pyruvate kinase deficiency,0.0,0.0,0
RTGDFNSFWBGLEC,Steroid-Dependent Nephrotic Syndrome,0.0,0.0,0
SNICXCGAKADSCV,cannabis use disorder,0.0,0.0,0
XZXHXSATPCNXJR,Lung-transplant Recipients,-0.20409800966071415,-0.006671490629303445,1
SFLSHLFXELFNJZ,Spinal anesthesia-induced hypotension,0.0,0.0,0
FDLYAMZZIXQODN,Prostate Cancer,-0.2448589443743246,-0.03557390545444197,1
XRVDGNKRPOAQTN,ulcerative colitis,0.0,0.0,0
RCINICONZNJXQF,Metastatic Breast Cancer,-2.2446930475135694,-0.28929779395321265,1
RCINICONZNJXQF,Breast Cancer,-2.2446930475135694,-0.28929779395321265,1
RCINICONZNJXQF,Ovarian Cancer,0.0,1.9553952535603567,1
RCINICONZNJXQF,Metastatic Pancreatic Adenocarcinoma,-1.733920274771001,0.22147497878935574,1
RCINICONZNJXQF,Cell Carcinoma,0.0,0.0,0
RCINICONZNJXQF,Participants With Locally Advanced or Metastatic Triple-Negative Breast Cancer,-2.2446930475135694,-0.28929779395321265,1
WBXPDJSOTKVWSJ,Pleural Mesothelioma Malignant Advanced,0.0,0.0,0
WBXPDJSOTKVWSJ,NSCLC,0.0,0.0,0
SONNWYBIRXJNDC,Spinal anesthesia-induced hypotension,0.0,0.0,0
RKEWSXXUOLRFBX,Major Depressive Disorder,0.0,0.0,0
FSVJFNAIGNNGKK,schistosomiasis,0.0,0.0,0
RJKFOVLPORLFTN,Vasomotor Symptoms; Menopausal Symptoms,0.0,0.0,0
OLBCVFGFOZPWHH,Induction of Anesthesia,0.0,0.0,0
OLBCVFGFOZPWHH,Anesthesia for Elective Surgery Patients,0.0,0.0,0
OLBCVFGFOZPWHH,Sedation or Anesthesia,0.0,0.0,0
KNAHARQHSZJURB,Graves disease,0.0,0.0,0
IWUCXVSUMQZMFG,Cirrhosis,0.0,0.0,0
KGFYHTZWPPHNLQ,Atrial Fibrillation; Stroke; Bleeding,0.0,0.0,0
KGFYHTZWPPHNLQ,Atrial Fibrillation; Intracerebral Hemorrhage,0.0,0.0,0
UHSKFQJFRQCDBE,End Stage Renal Disease; Restless Legs Syndrome,0.0008643367830828379,0.007693311667551047,1
ZKMNUMMKYBVTFN,Post-Sternotomy Pain,0.0,0.0,0
HFNKQEVNSGCOJV,Steroid Refractory GVHD,0.0,0.0,0
NEMGRZFTLSKBAP,Parkinson's Disease,0.0,0.0,0
STECJAGHUSJQJN,motion sickness,0.0,0.0,0
KPQZUUQMTUIKBP,trichomoniasis,0.0,0.0,0
KIHYPELVXPAIDH,multiple sclerosis,0.0,0.0,0
MFFMDFFZMYYVKS,Type 2 Diabetes,0.0,0.0,0
TTZHDVOVKQGIBA,hepatitis C virus infection,0.0,0.0,0
FKENQMMABCRJMK,bacterial pneumonia,0.0,0.0,0
ZISJNXNHJRQYJO,plaque psoriasis,0.0,0.0,0
QCGUSIANLFXSGE,skin and soft tissue bacterial infection,0.0,0.0,0
MUMGGOZAMZWBJJ,hip fracture,0.0,0.0,0
GYDJEQRTZSCIOI,Intrapartum - Moderate and Severe Anaemia,0.0,0.0,0
MFBCDACCJCDGBA,acne vulgaris,0.0,0.0,0
WYQFJHHDOKWSHR,giant cell arteritis,0.0,0.0,0
WYQFJHHDOKWSHR,spondyloarthritis,0.0,0.0,0
GEJDGVNQKABXKG,"Chorea, Huntington",0.0,0.0,0
WPVFJKSGQUFQAP,Transplantation Infection; Cytomegalovirus Infections,0.0,0.0,0
DJXRIQMCROIRCZ,overactive bladder,0.0,-0.03205803588418919,1
OBWASQILIWPZMG,Type1 Diabetes Mellitus,0.0,0.0,0
XUFXOAAUWZOOIT,"Diabetes Mellitus, Type 2",0.0,0.0,0
RZVAJINKPMORJF,Low Back Pain,0.0,0.0,0
RZVAJINKPMORJF,Nephrolithiasis,0.0,0.0,0
OIRDTQYFTABQOQ,supraventricular tachycardia,0.0,0.0,0
HXHWSAZORRCQMX,acute malnutrition,0.0,0.0,0
STUWGJZDJHPWGZ,Breast Cancer,-0.7229730765846267,-0.21786464877969103,1
OUJTZYPIHDYQMC,pulmonary arterial hypertension,0.0,0.0,0
XSDQTOBWRPYKKA,essential hypertension,0.0,0.0,0
QNZCBYKSOIHPEH,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0.0,0.0,0
QNZCBYKSOIHPEH,Left Ventricular Thrombus,0.0,0.0,0
SGEIEGAXKLMUIZ,amyotrophic lateral sclerosis,0.0,0.0,0
XUKUURHRXDUEBC,Hypercholesterolaemia,0.0,0.0,0
LMEKQMALGUDUQG,Eosinophilic Granulomatosis With Polyangiitis,0.0,0.0,0
XUZMWHLSFXCVMG,Atopic Dermatitis,0.0,0.0,0
XUZMWHLSFXCVMG,Systemic Lupus Erythematosus,0.0,0.0,0
XUZMWHLSFXCVMG,Juvenile Idiopathic Arthritis,0.0,0.0,0
VHYCDWMUTMEGQY,Cardiovascular Diseases,0.0,0.0,0
ZKIAIYBUSXZPLP,Major Depressive Disorder,0.0,0.0,0
ZKIAIYBUSXZPLP,Alzheimer disease,0.0,0.0,0
ZKIAIYBUSXZPLP,Alzheimer's disease biomarker measurement,0.0,0.0,0
GAGWJHPBXLXJQN,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,0.0,0.7925352193995119,1
GAGWJHPBXLXJQN,Gastric Cancer,0.0,0.7925352193995119,1
GAGWJHPBXLXJQN,Junction Carcinoma,0.0,0.0,0
KPWSJANDNDDRMB,bipolar I disorder,0.0,0.0,0
KPWSJANDNDDRMB,Major Depressive Disorder,0.0,0.0,0
GFHAXPJGXSQLPT,combined generalized and focal epilepsy,0.0,0.0,0
QYSXJUFSXHHAJI,drug-resistant epilepsy,0.0,0.0,0
VDHAWDNDOKGFTD,Secondary Hyperparathyroidism; Chronic Kidney Disease,-0.00998730478180725,-0.004694737539529072,1
MYSWGUAQZAJSOK,Uncomplicated Urinary Tract Infection,0.0,0.0,0
GJSURZIOUXUGAL,critical illness,0.0,0.0,0
GKTWGGQPFAXNFI,Acute Coronary Syndrome,0.0,0.0,0
IAKHMKGGTNLKSZ,ST Elevation Myocardial Infarction,0.0,0.0,0
JURKNVYFZMSNLP,Musculoskeletal Pain,0.0,0.0,0
JVHXJTBJCFBINQ,Heart Failure With Preserved Ejection Fraction,0.0,0.0,0
DOAKLVKFURWEDJ,Staphylococcus Aureus Bacteremia,0.0,0.0,0
UREBDLICKHMUKA,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury,-0.02731799561039134,-0.019812773992238256,1
UREBDLICKHMUKA,Cesarean Section Complications,0.0,0.0,0
UREBDLICKHMUKA,Hand Wound; Wrist Wound; Forearm Wound; Hand Fracture; Wrist Fracture; Forearm Fracture,0.0,0.0,0
UREBDLICKHMUKA,Hypersensitivity Reactions,0.0,0.0,0
LTMHDMANZUZIPE,Atrial Fibrillation; Heart Diseases,0.0,0.0,0
XEYBRNLFEZDVAW,uterine fibroids,0.0,0.0,0
RHWKPHLQXYSBKR,HIV infection,0.0,0.0,0
RHWKPHLQXYSBKR,HIV-1 infection,0.0,0.0,0
HGVDHZBSSITLCT,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0.0,0.0,0
HGVDHZBSSITLCT,Cardiac Disease,0.0,0.0,0
XDXWLKQMMKQXPV,Thrombocytopenia,0.0,0.0,0
OBWASQILIWPZMG,Diabetes,0.0,0.0,0
SYTBZMRGLBWNTM,Osteoarthritis,0.0,0.0,0
RTHCYVBBDHJXIQ,Major Depressive Disorder,0.0,0.0,0
WMWTYOKRWGGJOA,nasal polyps,0.0,0.0,0
VWUXBMIQPBEWFH,Breast Cancer,-0.33033499306052333,-0.2774030028172715,1
SDUQYLNIPVEERB,Metastatic Pancreas Cancer; Locally Advanced Pancreatic Cancer; Pancreatic Adenocarcinoma,-3.285229495153491,-0.09941793204555704,1
SDUQYLNIPVEERB,Pancreas Adenocarcinoma,-3.285229495153491,-0.09941793204555704,1
SDUQYLNIPVEERB,NSCLC,0.0,0.0,0
MFWNKCLOYSRHCJ,"Vomiting, Postoperative; Postoperative Complications; Hypotension",0.0,0.0,0
JYGXADMDTFJGBT,Sepsis,0.0,0.0,0
WVLOADHCBXTIJK,Severe Cancer,0.0,0.0,0
XYFPWWZEPKGCCK,Graft vs Host Disease,0.0,0.0,0
HEFNNWSXXWATRW,"Outpatient Surgery; Pain, Postoperative",0.0,0.0,0
HEFNNWSXXWATRW,Acute Musculoskeletal Disease; Sprains; Sprains and Strains; Injuries; Emergencies; Trauma; Acute Pain,0.0,0.0,0
DKYWVDODHFEZIM,Acute Traumatic Pain,0.0,0.0,0
OZWKMVRBQXNZKK,pain,0.0,0.0,0
JTEGQNOMFQHVDC,HIV-1 infection,0.0,0.0,0
WOSKHXYHFSIKNG,Advanced Endometrial Cancer,-0.11207425684992964,0.07216432411607782,1
FWYSMLBETOMXAG,CMV Disease,0.0,0.0,0
HPJKCIUCZWXJDR,Subfertility,0.0,0.0,0
HPJKCIUCZWXJDR,Breast Cancer,-0.0492118307572316,-0.03621052123357958,1
VVIAGPKUTFNRDU,Advanced Colorectal Cancer,0.0,0.0,0
XUIIKFGFIJCVMT,TSH Control in Patients With Chronic Kidney Disease,-0.07471639571631505,0.009778280393958325,1
NNJVILVZKWQKPM,Sore Throat,0.0,0.0,0
LTXREWYXXSTFRX,Diabetes,0.0,0.0,0
TYZROVQLWOKYKF,bacterial pneumonia,0.0,0.0,0
DHMTURDWPRKSOA,Hepatitis Delta Virus,0.0,0.0,0
FBPFZTCFMRRESA,"Kidney Transplantation, Mannitol",0.0,0.0,0
FBPFZTCFMRRESA,asthma,0.0,0.0,0
XZWYZXLIPXDOLR,Diabetes Mellitus,0.0,0.0,0
NZWOPGCLSHLLPA,asthma,0.0,0.0,0
PLBHSZGDDKCEHR,Shoulder Arthritis,0.0,0.0,0
UQRORFVVSGFNRO,late-onset Pompe disease,0.0,0.0,0
PQLXHQMOHUQAKB,visceral Leishmaniasis,0.0,0.0,0
NETZHAKZCGBWSS,Mucositis Pain,0.0,0.0,0
HYIMSNHJOBLJNT,Placenta previa,0.0,0.0,0
YQNQNVDNTFHQSW,Influenza,0.0,0.0,0
YQNQNVDNTFHQSW,Enterovirus; Rhinovirus,0.0,0.0,0
KVWDHTXUZHCGIO,Breast Cancer,-0.0013717999640899463,0.005609402074062887,1
KVWDHTXUZHCGIO,in Cancer,0.0,0.0,0
FDLYAMZZIXQODN,Metastatic Breast Cancer,-0.23302431386492528,-0.02373927494504266,1
FDLYAMZZIXQODN,Ovarian Cancer,0.0,0.20928503891988262,1
FELGMEQIXOGIFQ,IBS - Irritable Bowel Syndrome,0.0,0.0,0
XRVDGNKRPOAQTN,Crohn disease,0.0,0.0,0
RCINICONZNJXQF,Advanced Lung Cancer,-1.7482893083390767,0.20710594522128,1
RCINICONZNJXQF,Endometrial Cancer,-1.7999085372905892,0.1554867162697675,1
RCINICONZNJXQF,Primary Peritoneal Cancer,0.0,0.0,0
RCINICONZNJXQF,Metastatic Cervical Cancer,-1.2569153023756894,0.6984799511846673,1
IQPSEEYGBUAQFF,"Gastrointestinal Hemorrhage (Clinically Important, Upper)",0.0,0.0,0
UOZODPSAJZTQNH,visceral Leishmaniasis,0.0,0.0,0
DREIJXJRTLTGJC,Rheumatoid Arthritis,0.0,0.0,0
WBXPDJSOTKVWSJ,Lung Cancer,-0.9446053657300832,-0.1251255823195463,1
NFBAXHOPROOJAW,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0.0,0.0,0
RKEWSXXUOLRFBX,neuropsychiatric symptoms of neurodegenerative disease,0.0,0.0,0
WIKYUJGCLQQFNW,Breast Cancer,0.04118304694917298,0.013408628479926982,1
OLBCVFGFOZPWHH,traumatic brain injury,0.0,0.0,0
CZFFBEXEKNGXKS,HIV-1 infection,0.0,0.0,0
CYHWMBVXXDIZNZ,"Anesthesia, Intravenous",0.0,0.0,0
RHXHGRAEPCAFML,Breast Cancer,-1.1502225213990958,-0.4191460666509885,1
FTALBRSUTCGOEG,spinocerebellar ataxia type 2,0.0,0.0,0
KGFYHTZWPPHNLQ,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0.0,0.0,0
RYMZZMVNJRMUDD,Multiple Sclerosis,0.0,0.0,0
LXMSZDCAJNLERA,ST Elevation Myocardial Infarction,0.0,0.0,0
GGCSSNBKKAUURC,Gastrointestinal Surgery,0.0,0.0,0
NKANXQFJJICGDU,Duchenne Muscular Dystrophy,0.0,0.0,0
DNHPDWGIXIMXSA,hyperphosphatemia,0.0,0.0,0
OEKWJQXRCDYSHL,Acute Ischaemic Stroke; Transient Ischaemic Attack,0.0,0.0,0
OEKWJQXRCDYSHL,Acute Coronary Syndrome,0.0,0.0,0
UJLAWZDWDVHWOW,Psoriatic Arthritis,0.0,0.0,0
UJLAWZDWDVHWOW,Ankylosing Spondylitis,0.0,0.0,0
GYHCTFXIZSNGJT,Pediatric Congestive Heart Failure (CHF) Patients With Volume Overload,0.0,0.0,0
UCFGDBYHRUNTLO,Lung Cancer,-0.8556120351816895,0.005404419908965896,1
LIRYPHYGHXZJBZ,Malignant Melanoma,-0.37413855712681304,-0.18696712701656443,1
GYDJEQRTZSCIOI,Post Partum Haemorrhage,0.0,0.0,0
GYDJEQRTZSCIOI,Obstetrical Complications; Hemorrhage; Labor and Delivery,-0.20968537138619575,-0.0018638332960173587,1
GYDJEQRTZSCIOI,Post Partum Hemorrhage,0.0,0.0,0
GYDJEQRTZSCIOI,Perioperative Bleeding; Venous Thrombosis; Arterial Thrombosis,0.0,0.0,0
GYDJEQRTZSCIOI,Tranexamic Acid,0.0,0.0,0
PHLBKPHSAVXXEF,Insomnia; End Stage Renal Disease,-0.03558166487031122,-0.010101839320401117,1
WYQFJHHDOKWSHR,Rheumatoid Arthritis,0.0,0.0,0
WYQFJHHDOKWSHR,ulcerative colitis,0.0,0.0,0
PJVWKTKQMONHTI,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0.0,0.0,0
PJVWKTKQMONHTI,Acute Myocardial Infarction; Left Ventricular Thrombosis; Anticoagulants and Bleeding Disorders,0.0,0.0,0
RNOAOAWBMHREKO,Chronic Lymphocytic Leukemia,0.023341767398744644,0.034035268096031045,1
DWYRIWUZIJHQKQ,GIST,0.0,0.0,0
GAGWJHPBXLXJQN,Stomach Neoplasms,0.0,0.0,0
UREBDLICKHMUKA,Breast Cancer,-0.011130118065106501,-0.003624896446953416,1
PGTVWKLGGCQMBR,CDKL5 deficiency disorder,0.0,0.0,0
SFNSLLSYNZWZQG,Acute Myeloid Leukemia,-0.07602796360576294,0.00931316586422655,1
WVLOADHCBXTIJK,pain,0.0,0.0,0
YWXYYJSYQOXTPL,Induction of Labor Affected Fetus / Newborn; Rupture of Membranes Prior to Onset of Labor,0.0,0.0,0
WOSKHXYHFSIKNG,Advanced Hepatocellular Carcinoma,-0.49660508448663165,-0.31236650352062423,1
JGCMEBMXRHSZKX,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,0.0,0.0,0
FBOZXECLQNJBKD,Psoriasis,0.0,0.0,0
FELGMEQIXOGIFQ,"Vomiting, Postoperative; Postoperative Complications; Hypotension",0.0,0.0,0
RCINICONZNJXQF,Advanced Esophageal Cancer,0.0,1.9553952535603567,1
FBOUYBDGKBSUES,Urinary Symptoms in Parkinson Disease,0.0,0.0,0
LXMSZDCAJNLERA,acne vulgaris,0.0,0.0,0
UVIQSJCZCSLXRZ,Relapsed Prostate Cancer,-0.03489303634110484,-0.005808700194614314,1
HXHWSAZORRCQMX,filariasis,0.0,0.0,0
NDAUXUAQIAJITI,COPD,0.0,0.0,0
DKNWSYNQZKUICI,Multiple Sclerosis,0.0,0.0,0
IYIKLHRQXLHMJQ,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,0.0,0.0,0
HJBWBFZLDZWPHF,Relapsed Prostate Cancer,-0.2645388102368098,-0.35993598887995626,1
QNZCBYKSOIHPEH,Atrial Fibrillation; End-stage Kidney Disease,0.10172439942454509,-0.016299766091499426,1
QNZCBYKSOIHPEH,With Cancer,0.0,0.0,0
QNZCBYKSOIHPEH,Secondary Cancer,0.0,0.0,0
VOVZXURTCKPRDQ,Chronic Myelogenous Leukemia,-0.3566439019627227,-0.32906294472569303,1
OOUGLTULBSNHNF,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Disease; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",0.0,0.0,0
XUKUURHRXDUEBC,Carotid Artery Stenosis; Strokes,0.0,0.0,0
NMUSYJAQQFHJEW,Participants With Higher-Risk Myelodysplastic Syndrome,0.0,0.0,0
HYHMLYSLQUKXKP,Hyperlipidemias,0.0,0.0,0
WHQCHUCQKNIQEC,hyperuricemia,0.0,0.0,0
ZKIAIYBUSXZPLP,bipolar I disorder,0.0,0.0,0
LEBVLXFERQHONN,Chronic Peripheral Post-traumatic Neuropathic Pain,0.0,0.0,0
RMRJXGBAOAMLHD,opioid use disorder,0.0,0.0,0
GAGWJHPBXLXJQN,Metastatic Breast Cancer,-1.1965408302856364,-0.4040056108861245,1
DBPPRLRVDVJOCL,Healthcare-associated Pneumonia (HCAP); Hospital Acquired Pneumonia (HAP); Ventilator Associated Pneumonia (VAP),0.0,0.0,0
WZOZEZRFJCJXNZ,pancreatic cancer,0.0,0.0,0
VAAUVRVFOQPIGI,gonorrhea,0.0,0.0,0
GJSURZIOUXUGAL,neonatal abstinence syndrome,0.0,0.0,0
KGPGQDLTDHGEGT,Methicillin-Resistant Staphylococcus Aureus; Bacterial Infections; Staphylococcal Skin Infections,0.0,0.0,0
JVHXJTBJCFBINQ,Type II; Diabetes,0.0,0.0,0
JVHXJTBJCFBINQ,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),0.0,0.0,0
JVHXJTBJCFBINQ,Chronic Kidney Disease,-0.06212915646936647,0.004845939418117798,1
JVHXJTBJCFBINQ,Type 2 Diabetes Mellitus,0.0,0.0,0
UREBDLICKHMUKA,"Brachial Plexus Block; Pain, Postoperative",0.0,0.0,0
UREBDLICKHMUKA,Multiple Myeloma,0.0,0.007505221618153085,1
UREBDLICKHMUKA,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury; HIV; IRIS,-0.02731799561039134,-0.019812773992238256,1
UREBDLICKHMUKA,Major Non-cardiac Surgery,0.0,0.0,0
XEYBRNLFEZDVAW,Induction of Labor Affected Fetus / Newborn,0.0,0.0,0
XEYBRNLFEZDVAW,cervical ripening,-0.16817153052173023,0.009000666173384825,1
RUZYUOTYCVRMRZ,pheochromocytoma and paraganglioma,-0.014938330317606647,-0.022830215273089455,1
HGVDHZBSSITLCT,Venous Thromboembolism (VTE); Pulmonary Embolism; Deep Vein Thrombosis (DVT),0.0,0.0,0
HGVDHZBSSITLCT,Atrial Fibrillation,0.0,0.0,0
HGVDHZBSSITLCT,MV(Mitral Valve) Repair,0.0,0.0,0
OBWASQILIWPZMG,Type2 Diabetes Mellitus,0.0,0.0,0
GBXSMTUPTTWBMN,Heart Failure With Preserved Ejection Fraction,0.0,0.0,0
GBXSMTUPTTWBMN,Breast Cancer,-0.0880848673579915,0.01553276419047446,1
WXCXUHSOUPDCQV,Prostrate Cancer,0.0,0.0,0
HLFSMUUOKPBTSM,complicated urinary tract infection,0.0,0.0,0
UFNVPOGXISZXJD,Breast Cancer,-2.2446930475135694,-0.28929779395321265,1
YQEZLKZALYSWHR,Major Depressive Disorder,0.0,0.0,0
VJJPUSNTGOMMGY,Participants With Extensive Stage Small Cell Lung Cancer,-2.6820224501729757,-0.14603313907467985,1
OLNTVTPDXPETLC,Hyperlipidemias,0.0,0.0,0
PJMPHNIQZUBGLI,"Multiple Trauma; Pain, Acute",0.0,0.0,0
RIJLVEAXPNLDTC,Rheumatoid Arthritis,0.0,0.0,0
GHASVSINZRGABV,Esophageal Cancer,0.0,0.7925352193995119,1
ZZUFCTLCJUWOSV,congestive heart failure,0.0,0.0,0
UGJMXCAKCUNAIE,Oropharyngeal Cancer,0.0,0.0,0
VSNHCAURESNICA,Sickle Cell Anemia; Sickle Cell Disease; Malaria,0.0,0.0,0
XYFPWWZEPKGCCK,Waldenström's Macroglobulinemia,0.0,0.0,0
XYFPWWZEPKGCCK,Cell Lymphoma,-0.12782927447705325,-0.11713577377976685,1
HEFNNWSXXWATRW,Pain,0.0,0.0,0
HEFNNWSXXWATRW,Patent Ductus Arteriosus After Premature Birth,0.0,0.0,0
PURKAOJPTOLRMP,cystic fibrosis,0.0,0.0,0
YQEZLKZALYSWHR,Post Operative Cognitive Dysfunction,0.0,0.0,0
YQEZLKZALYSWHR,Treatment of Acute Pain,0.0,0.0,0
YQEZLKZALYSWHR,Septic Shock,0.0,0.0,0
YQEZLKZALYSWHR,"Multiple Trauma; Pain, Acute",0.0,0.0,0
XMAYWYJOQHXEEK,tinea pedis,0.0,0.0,0
MJIHNNLFOKEZEW,Gastric Ulcer,0.0,0.006746290480102829,1
MJIHNNLFOKEZEW,Duodenal Ulcer,0.0,0.0,0
HLFSDGLLUJUHTE,Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome,0.0,0.0,0
HPHUVLMMVZITSG,Partial Seizures,0.0,0.0,0
GJJFMKBJSRMPLA,Major Depressive Disorder,0.0,0.0,0
NNJVILVZKWQKPM,Chronic Peripheral Post-traumatic Neuropathic Pain,0.0,0.0,0
TYZROVQLWOKYKF,tuberculosis,0.0,0.0,0
WGFOBBZOWHGYQH,chronic idiopathic constipation,0.0,0.0,0
KJFBVJALEQWJBS,Cytomegalovirus (CMV),0.0,0.0,0
XZWYZXLIPXDOLR,diabetes,0.0,0.0,0
XZWYZXLIPXDOLR,Reduction of Gestational Diabetes,0.0,0.0,0
RFKMCNOHBTXSMU,Pain,0.0,0.0,0
RFKMCNOHBTXSMU,Trauma Pain,0.0,0.0,0
DUGOZIWVEXMGBE,attention deficit hyperactivity disorder,0.0,0.0,0
DUGOZIWVEXMGBE,Multiple Sclerosis,0.0,0.0,0
VHRSUDSXCMQTMA,Congenital Heart Disease in Children; Inflammatory Response,0.0,0.0,0
TTWJBBZEZQICBI,Post-Traumatic Headache,0.0,0.0,0
DDLIGBOFAVUZHB,Anxiety,0.0,0.0,0
RONZAEMNMFQXRA,Dementia,0.0,0.0,0
OJLOPKGSLYJEMD,postpartum hemorrhage,0.0,0.0,0
YFGHCGITMMYXAQ,Multiple Sclerosis,0.0,0.0,0
WOFMFGQZHJDGCX,chronic rhinosinusitis with nasal polyps,0.0,0.0,0
RTGDFNSFWBGLEC,"Lung Disease, Interstitial",-0.6682605978346716,-0.11505464173459379,1
RTGDFNSFWBGLEC,Immune Thrombocytopenia,0.0,0.0,0
OURRXQUGYQRVML,Fuchs' endothelial dystrophy,0.0,0.0,0
SNICXCGAKADSCV,smoking cessation,0.0,0.0,0
KVWDHTXUZHCGIO,Schizophrenia; Schizophreniform Disorders; Bipolar I Disorder,0.0,0.0,0
KVWDHTXUZHCGIO,Chemotherapy-induced Nausea and Vomiting,0.0,0.0,0
SUBDBMMJDZJVOS,Globus,0.0,0.0,0
WYWIFABBXFUGLM,rosacea,0.0,0.0,0
