NCT_ID,Drug_Clean,Disease,endpoint_readout,endpoint_organ,drug_organ,endpoint_mech_category,is_on_mech_surrogate,is_surrogate_pass
NCT01339091,dalbavancin,Cellulitis,other,oncology,infection,off_mech,0,0
NCT01294423,dapagliflozin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT01294436,dapagliflozin,diabetes Mellitus,other,metabolic,metabolic,ambiguous,0,0
NCT01303796,decitabine,Acute Myeloid Leukemia,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01400828,desloratadine,seasonal allergic rhinitis,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT01154192,dexamethasone,PCOS,BIOMARKER,other,derm,ambiguous,0,0
NCT01189292,dexamethasone,Thyroidectomy; Thyroid Diseases,CLINICAL_EVENT,other,derm,clinical_off_or_other,0,0
NCT01248585,dexamethasone,Bone Metastases,SYMPTOM_SCALE,cns,derm,off_mech,0,0
NCT01297010,dexamethasone,Vomiting Postoperative,CLINICAL_EVENT,other,derm,clinical_off_or_other,0,0
NCT01339260,dexamethasone,Chemotherapy-Induced Nausea and Vomiting,other,other,derm,ambiguous,0,0
NCT01363479,dexamethasone,Chemotherapy-Induced Nausea and Vomiting,other,other,derm,ambiguous,0,0
NCT01376297,dexamethasone,Chemotherapy-Induced Nausea and Vomiting,CLINICAL_EVENT,other,derm,clinical_off_or_other,0,0
NCT01391793,dexamethasone,Children With Febrile Urinary Tract Infection,other,renal,derm,off_mech,0,0
NCT01408082,dexamethasone,Blepharitis,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT01456611,diclofenac,Osteo Arthritis of the Knee,SYMPTOM_SCALE,cns,msk,off_mech,0,0
NCT01461369,diclofenac,Osteoarthritis,BIOMARKER,cns,msk,off_mech,0,0
NCT01264939,diphenhydramine,Chronic Idiopathic Urticaria,other,other,derm,ambiguous,0,0
NCT01263015,dolutegravir,infection,other,infection,infection,ambiguous,0,0
NCT01179672,duloxetine,"Diabetic Neuropathy, Painful",SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01226511,duloxetine,"Anxiety Neuroses; Anxiety States, Neurotic; Neuroses, Anxiety",SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT01237587,duloxetine,Fibromyalgia,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01271894,efavirenz,HIV infection,other,other,infection,ambiguous,0,0
NCT01451333,efavirenz,HIV infection,BIOMARKER,other,infection,ambiguous,0,0
