NCT_ID,Drug_Clean,Disease,endpoint_readout,endpoint_organ,drug_organ,endpoint_mech_category,is_on_mech_surrogate,is_surrogate_pass
NCT04280705,remdesivir,COVID-19,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT04292730,remdesivir,COVID-19,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT04292899,remdesivir,COVID-19,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT04409262,remdesivir,COVID-19 Pneumonia,CLINICAL_EVENT,renal,infection,clinical_off_or_other,0,0
NCT04492475,remdesivir,COVID-19,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT04546581,remdesivir,COVID; COVID-19; SARS-CoV-2; SARS (Severe Acute Respiratory Syndrome),CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT04593940,remdesivir,Covid19,other,other,infection,ambiguous,0,0
NCT04678739,remdesivir,Covid19; Covid-19 ARDS,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT04853901,remdesivir,Covid19,other,infection,infection,ambiguous,0,0
NCT04574362,rimegepant,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04327063,ropivacaine,Breast Cancer,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04910165,ropivacaine,Pain,other,other,cns,ambiguous,0,0
NCT04410198,roxadustat,anemia,other,other,hematologic,ambiguous,0,0
NCT04484857,roxadustat,anemia,other,other,hematologic,ambiguous,0,0
NCT04227522,rucaparib,Ovarian Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04362137,ruxolitinib,Cytokine Storm (Covid-19); cytokine release syndrome,CLINICAL_EVENT,respiratory,derm,clinical_off_or_other,0,0
NCT04472598,ruxolitinib,Myelofibrosis (MF),BIOMARKER,hematologic,derm,off_mech,0,0
NCT04534725,selinexor,in Cancer,CLINICAL_EVENT,respiratory,oncology,clinical_off_or_other,0,0
NCT03841812,sevoflurane,pain,other,cns,cns,ambiguous,0,0
NCT04355962,sevoflurane,COVID-19; ards,CLINICAL_EVENT,respiratory,cns,clinical_off_or_other,0,0
NCT04571944,suvorexant,Delirium,other,cns,cns,ambiguous,0,0
NCT04158076,telmisartan,Hypercholesterolemia; Hypertension,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT04410978,teriflunomide,Multiple Sclerosis,CLINICAL_EVENT,cns,oncology,clinical_off_or_other,0,0
NCT04427618,tranexamic acid,Postpartum Hemorrhage; Tranexamic Acid,BIOMARKER,metabolic,hematologic,off_mech,0,1
NCT04195698,upadacitinib,atopic dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT04313153,vadadustat,anemia,other,other,hematologic,ambiguous,0,0
NCT04138706,vancomycin,Clostridium Difficile Infection,CLINICAL_EVENT,other,sensory,clinical_off_or_other,0,0
NCT04015414,varenicline,smoking cessation,other,other,cns,ambiguous,0,0
NCT04590404,varenicline,tobacco use disorder,other,other,cns,ambiguous,0,0
NCT04285567,venetoclax,Chronic Lymphocytic Leukemia,other,oncology,oncology,ambiguous,0,0
NCT04509622,venetoclax,Acute Myeloid Leukemia,other,other,oncology,ambiguous,0,0
NCT05705089,warfarin,Left Ventricular Thrombus; ST Segment Elevation Myocardial Infarction,ORGAN_FUNCTION,cardiac,hematologic,off_mech,0,0
NCT04123405,acetylcysteine,rhinosinusitis,SYMPTOM_SCALE,cns,respiratory,off_mech,0,0
NCT04271917,cannabidiol,Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04175834,diphenhydramine,Multiple Sclerosis; Infusion Reaction,other,other,derm,ambiguous,0,0
NCT04349241,favipiravir,COVID-19,other,infection,infection,ambiguous,0,0
NCT05007678,leflunomide,COVID-19,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT04218734,metformin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT04536194,norepinephrine,congenital heart disease,other,cardiac,cardiac,ambiguous,0,0
NCT04598451,prednisone,Pemphigus Vulgaris; Pemphigus Foliaceus,CLINICAL_EVENT,hematologic,metabolic,clinical_off_or_other,0,0
NCT04537078,progesterone,"Infertility, Female",other,other,endocrine,ambiguous,0,0
NCT04530344,ruxolitinib,Vitiligo,CLINICAL_EVENT,other,derm,clinical_off_or_other,0,0
NCT04394975,sunitinib,Cell Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04008706,acalabrutinib,Chronic Lymphocytic Leukemia,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT03596866,alectinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT05782192,alogliptin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03545373,amoxicillin,Tuberculosis; Respiratory Tract Infections; Pneumonia,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT03721172,apremilast,psoriasis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03777436,apremilast,psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT03930186,apremilast,plaque psoriasis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT04175613,apremilast,psoriasis,other,other,oncology,ambiguous,0,0
NCT03735979,argatroban,ischemic stroke,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT03939312,atogepant,episodic migraine,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT03768427,atorvastatin,Hypercholesterolemia,BIOMARKER,other,cardiac,ambiguous,0,0
NCT03899259,baricitinib,Alopecia Areata,BIOMARKER,other,oncology,ambiguous,0,0
NCT03874494,brexpiprazole,schizophrenia,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04124614,brexpiprazole,Post Traumatic Stress Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04162522,brexpiprazole,Depression,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04174170,brexpiprazole,Post Traumatic Stress Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04174365,brexpiprazole,autism spectrum disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03685630,brivaracetam,epilepsy,other,other,cns,ambiguous,0,0
NCT03639389,bupivacaine,Pain,other,other,cns,ambiguous,0,0
NCT05164549,buprenorphine,Opioid Use Disorder,BIOMARKER,other,cns,ambiguous,0,0
NCT03897439,bupropion,Smoking Cessation,other,other,cns,ambiguous,0,0
NCT03802591,capecitabine,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03813784,capecitabine,Metastatic Gastric Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03794388,capsaicin,breast cancer,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04041791,ceftriaxone,pneumonia,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03742505,vitamin D3,vitamin D deficiency,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT04121403,cladribine,Multiple Sclerosis,other,oncology,oncology,ambiguous,0,0
NCT03725930,clonidine,Child Preschool,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT03645057,crisaborole,atopic dermatitis,SYMPTOM_SCALE,cns,derm,off_mech,0,0
NCT03723252,dapagliflozin,Nonalcoholic Steatohepatitis,BIOMARKER,hepatic,metabolic,off_mech,0,0
NCT03877224,dapagliflozin,Heart Failure With Preserved Ejection Fraction (HFpEF),CLINICAL_EVENT,infection,metabolic,clinical_off_or_other,0,0
NCT03877237,dapagliflozin,Heart Failure With Reduced Ejection Fraction (HFrEF),CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT03901482,dihydroergotamine,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03778931,elacestrant,Advanced Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03939637,eltrombopag,immune thrombocytopenia,other,hematologic,hematologic,ambiguous,0,0
NCT03594110,empagliflozin,Chronic Kidney Disease,CLINICAL_EVENT,renal,metabolic,clinical_off_or_other,0,0
NCT03917459,enalapril,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",SYMPTOM_SCALE,cardiac,cardiac,ambiguous,0,0
NCT03788967,ertapenem,complicated urinary tract infection,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03717194,ertugliflozin,Diabetes,ORGAN_FUNCTION,cardiac,metabolic,off_mech,0,0
NCT04005716,etoposide,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04028050,etoposide,Lung Cancer,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT03945188,etrasimod,Ulcerative Colitis,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT03952039,fedratinib,myelofibrosis,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT04003142,fezolinetant,hot flashes,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT03764618,fostamatinib,anemia,BIOMARKER,hematologic,hematologic,on_mech_surrogate,1,1
NCT03806530,gabapentin,End Stage Renal Disease; Restless Legs Syndrome,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03699254,ganciclovir,Transplantation Infection; Cytomegalovirus Infections,other,other,sensory,ambiguous,0,0
NCT03673072,gemcitabine,Gallbladder Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03924986,gemcitabine,Metastatic Nasopharyngeal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04327843,haloperidol decanoate,Schizophrenia; Medication Nonadherence; Schizo Affective Disorder,BIOMARKER,other,unk,ambiguous,0,0
NCT04197115,hydrocortisone,Sepsis; Septic Shock,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT03789591,hydroxyurea,Sickle Cell Disease; Sickle Cell Anemia,other,hematologic,oncology,off_mech,0,0
NCT04476069,ibuprofen,Pain Management,BIOMARKER,cns,endocrine,off_mech,0,0
NCT03788837,iloprost,septic shock,SYMPTOM_SCALE,renal,hematologic,off_mech,0,0
NCT03111212,iloprost,acute respiratory distress syndrome,other,respiratory,hematologic,off_mech,0,0
NCT03831854,ketamine,Reducing Psychological Side Effects of Ketamine,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT04075006,ketamine,Critical Illness; Sedation; Mechanical Ventilation,other,other,cns,ambiguous,0,0
NCT06185127,ketamine,Lung Diseases; Diagnosis; Anesthesia,BIOMARKER,other,cns,ambiguous,0,0
NCT03678675,ketorolac,Post-cesarean pain,CLINICAL_EVENT,other,sensory,clinical_off_or_other,0,0
NCT03967847,ketorolac,rotator cuff tear,SYMPTOM_SCALE,other,sensory,ambiguous,0,0
NCT04133623,ketorolac,Acute Pain Due to Trauma,SYMPTOM_SCALE,cns,sensory,off_mech,0,0
NCT04246541,ketorolac,Postoperative Pain,BIOMARKER,cns,sensory,off_mech,0,0
NCT04246554,ketorolac,Postoperative Pain,BIOMARKER,cns,sensory,off_mech,0,0
NCT03779178,landiolol,atrial fibrillation,ORGAN_FUNCTION,respiratory,cardiac,off_mech,0,0
NCT04124926,lansoprazole,Erosive Esophagitis,other,other,metabolic,ambiguous,0,0
NCT03670810,lasmiditan,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03820986,lenvatinib,Advance Melanoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03829319,lenvatinib,Lung Cancer,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT03829332,lenvatinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03884101,lenvatinib,Endometrial Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03898180,lenvatinib,Urothelial Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03976375,lenvatinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04676412,lenvatinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04716933,lenvatinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04865289,lenvatinib,Endometrial Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03930615,letermovir,cytomegalovirus infection,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03621280,levoketoconazole,Cushing syndrome,other,other,derm,ambiguous,0,0
NCT03677817,lidocaine,Improved Postoperative Pain,other,other,respiratory,ambiguous,0,0
NCT03844984,lidocaine,septic shock,BIOMARKER,other,respiratory,ambiguous,0,0
NCT04069169,lidocaine,Scoliosis; Adolescence; Anesthesia Recovery Period,SYMPTOM_SCALE,cns,respiratory,off_mech,0,0
NCT03905330,maralixibat,progressive familial intrahepatic cholestasis,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT03675139,medroxyprogesterone acetate,endometrial hyperplasia,other,oncology,oncology,ambiguous,0,0
NCT03840148,meropenem,Urinary Tract Infections; Acute Pyelonephritis,CLINICAL_EVENT,infection,infection,clinical_on_mech,0,0
NCT03798054,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03798080,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03862716,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT04029480,metformin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT05118542,methimazole,Graves disease,other,other,endocrine,ambiguous,0,0
NCT05108597,misoprostol,uterine fibroids,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT03853798,mitapivat,pyruvate kinase deficiency,CLINICAL_EVENT,oncology,hematologic,clinical_off_or_other,0,0
NCT03899103,mycophenolate mofetil,Steroid-Dependent Nephrotic Syndrome,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT03283007,nintedanib,Lung-transplant Recipients,ORGAN_FUNCTION,respiratory,oncology,off_mech,0,0
NCT03820726,nintedanib,"Lung Diseases, Interstitial",other,other,oncology,ambiguous,0,0
NCT04093024,nintedanib,"Lung Diseases, Interstitial",BIOMARKER,other,oncology,ambiguous,0,0
NCT04020341,nitrofurantoin,Recurrent urinary tract infections,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT04789005,norepinephrine,Spinal anesthesia-induced hypotension,BIOMARKER,other,cardiac,ambiguous,0,0
NCT03834519,olaparib,Prostate Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03915769,ozanimod,ulcerative colitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03940196,paclitaxel,Ovarian Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03943667,paclitaxel,Metastatic Pancreatic Adenocarcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03957590,paclitaxel,Cell Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04177108,paclitaxel,Participants With Locally Advanced or Metastatic Triple-Negative Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03762018,pemetrexed,Pleural Mesothelioma Malignant Advanced,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03802240,pemetrexed,NSCLC,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03968159,pimavanserin,Major Depressive Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03893097,praziquantel,schistosomiasis,other,other,infection,ambiguous,0,0
NCT04209543,progesterone,Vasomotor Symptoms; Menopausal Symptoms,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT03808844,propofol,Induction of Anesthesia,other,other,cns,ambiguous,0,0
NCT03921775,propofol,Anesthesia for Elective Surgery Patients,other,other,cns,ambiguous,0,0
NCT04111159,propofol,Sedation or Anesthesia,other,other,cns,ambiguous,0,0
NCT04155515,ribavirin,Cirrhosis,other,infection,infection,ambiguous,0,0
NCT03702582,rivaroxaban,Atrial Fibrillation; Stroke; Bleeding,SYMPTOM_SCALE,other,hematologic,ambiguous,0,0
NCT03996772,rivaroxaban,Atrial Fibrillation; Intracerebral Hemorrhage,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT03936387,ropivacaine,Post-Sternotomy Pain,other,other,cns,ambiguous,0,0
NCT05663827,ruxolitinib,Steroid Refractory GVHD,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT03881371,safinamide,Parkinson's Disease,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03988530,scopolamine,motion sickness,CLINICAL_EVENT,other,sensory,clinical_off_or_other,0,0
NCT03935217,secnidazole,trichomoniasis,other,other,infection,ambiguous,0,0
NCT03623243,siponimod,multiple sclerosis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT04017832,sitagliptin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03883698,sofosbuvir,hepatitis C virus infection,ORGAN_FUNCTION,renal,infection,off_mech,0,0
NCT03894046,sulbactam,bacterial pneumonia,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03956355,tapinarof,plaque psoriasis,SYMPTOM_SCALE,oncology,derm,off_mech,0,0
NCT03983980,tapinarof,plaque psoriasis,SYMPTOM_SCALE,oncology,derm,off_mech,0,0
NCT03176134,tedizolid phosphate,skin and soft tissue bacterial infection,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT03872232,telmisartan,Hypercholesterolemia; Hypertension,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT02938923,testosterone,hip fracture,ORGAN_FUNCTION,respiratory,endocrine,off_mech,0,0
NCT03475342,tranexamic acid,Intrapartum - Moderate and Severe Anaemia,BIOMARKER,cardiac,hematologic,off_mech,0,0
NCT03915860,trifarotene,acne vulgaris,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT03725202,upadacitinib,giant cell arteritis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT04169373,upadacitinib,spondyloarthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT04102579,valbenazine,"Chorea, Huntington",SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03595553,vancomycin,Clostridium Difficile Infection,CLINICAL_EVENT,other,sensory,clinical_off_or_other,0,0
NCT03902080,vibegron,overactive bladder,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT04103450,vibegron,overactive bladder,CLINICAL_EVENT,hepatic,endocrine,clinical_off_or_other,0,0
NCT03979352,empagliflozin,Type1 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT04003155,fezolinetant,hot flashes,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT04003389,fezolinetant,hot flashes,CLINICAL_EVENT,hepatic,endocrine,clinical_off_or_other,0,0
NCT03349684,acarbose,"Diabetes Mellitus, Type 2",BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03554018,acetaminophen,Low Back Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03584373,acetaminophen,Nephrolithiasis,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT04392362,adenosine,supraventricular tachycardia,ORGAN_FUNCTION,cardiac,sensory,off_mech,0,0
NCT03474276,albendazole,acute malnutrition,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03439046,alpelisib,Breast Cancer,other,other,oncology,ambiguous,0,0
NCT05437224,ambrisentan,pulmonary arterial hypertension,ORGAN_FUNCTION,respiratory,cardiac,off_mech,0,0
NCT06416735,amiloride,essential hypertension,BIOMARKER,other,cardiac,ambiguous,0,0
NCT03153150,apixaban,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",SYMPTOM_SCALE,other,hematologic,ambiguous,0,0
NCT05208398,apixaban,Left Ventricular Thrombus,ORGAN_FUNCTION,cardiac,hematologic,off_mech,0,0
NCT03611751,apremilast,psoriasis,BIOMARKER,oncology,oncology,on_mech_surrogate,1,1
NCT03624127,apremilast,psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT03491462,arimoclomol,amyotrophic lateral sclerosis,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT03700320,atogepant,episodic migraine,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03777059,atogepant,episodic migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03415178,atorvastatin,Hypercholesterolaemia,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT03334253,atropine,Myopia,other,other,metabolic,ambiguous,0,0
NCT03164473,azathioprine,Eosinophilic Granulomatosis With Polyangiitis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT03334435,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03428100,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03435081,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03616964,baricitinib,Systemic Lupus Erythematosus,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03733301,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03773978,baricitinib,Juvenile Idiopathic Arthritis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03538691,brexpiprazole,Major Depressive Disorder,CLINICAL_EVENT,cns,cns,clinical_on_mech,0,0
NCT03548584,brexpiprazole,Alzheimer disease,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03594123,brexpiprazole,Alzheimer's disease biomarker measurement,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT03724942,brexpiprazole,Alzheimer disease,other,other,cns,ambiguous,0,0
NCT03737474,brexpiprazole,Major Depressive Disorder,other,other,cns,ambiguous,0,0
NCT03615326,capecitabine,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03745170,capecitabine,Gastric Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03777657,capecitabine,Junction Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03573297,cariprazine,bipolar I disorder,CLINICAL_EVENT,respiratory,cns,clinical_off_or_other,0,0
NCT03738215,cariprazine,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03739203,cariprazine,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03678753,cenobamate,combined generalized and focal epilepsy,other,cns,cns,ambiguous,0,0
NCT03475225,vitamin D3,drug-resistant epilepsy,other,cns,metabolic,off_mech,0,0
NCT04476511,vitamin D3,vitamin D deficiency,BIOMARKER,other,metabolic,ambiguous,0,0
NCT03299244,cinacalcet,Secondary Hyperparathyroidism; Chronic Kidney Disease,BIOMARKER,renal,endocrine,off_mech,0,0
NCT03354598,ciprofloxacin,Uncomplicated Urinary Tract Infection,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03653832,clonidine,critical illness,other,other,cardiac,ambiguous,0,0
NCT03357874,clopidogrel,Acute Coronary Syndrome,other,other,hematologic,ambiguous,0,0
NCT03048825,colchicine,ST Elevation Myocardial Infarction,CLINICAL_EVENT,cardiac,msk,clinical_off_or_other,0,0
NCT03310125,colchicine,atrial fibrillation,other,other,msk,ambiguous,0,0
NCT03025113,cyclobenzaprine,Musculoskeletal Pain,SYMPTOM_SCALE,cns,msk,off_mech,0,0
NCT03379727,cytarabine,Acute Myeloid Leukemia,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT03619213,dapagliflozin,Heart Failure With Preserved Ejection Fraction,CLINICAL_EVENT,cardiac,metabolic,clinical_off_or_other,0,0
NCT03138733,daptomycin,Staphylococcus Aureus Bacteremia,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03575104,daridorexant,insomnia,ORGAN_FUNCTION,cns,cns,on_mech_surrogate,1,1
NCT03100786,dexamethasone,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury,CLINICAL_EVENT,cns,derm,clinical_off_or_other,0,0
NCT03396107,dexamethasone,Cesarean Section Complications,CLINICAL_EVENT,respiratory,derm,clinical_off_or_other,0,0
NCT03555929,dexamethasone,Hand Wound; Wrist Wound; Forearm Wound; Hand Fracture; Wrist Fracture; Forearm Fracture,other,cns,derm,off_mech,0,0
NCT03598426,dexamethasone,Hypersensitivity Reactions,other,other,derm,ambiguous,0,0
NCT03718273,digoxin,Atrial Fibrillation; Heart Diseases,other,cardiac,cardiac,ambiguous,0,0
NCT05761418,dinoprostone,uterine fibroids,other,other,endocrine,ambiguous,0,0
NCT03048422,dolutegravir,HIV infection,BIOMARKER,hepatic,infection,off_mech,0,0
NCT03249181,dolutegravir,HIV-1 infection,BIOMARKER,hepatic,infection,off_mech,0,0
NCT03395639,edoxaban,Cardiac Disease,CLINICAL_EVENT,hematologic,hematologic,clinical_on_mech,0,0
NCT03515096,eltrombopag,Thrombocytopenia,SYMPTOM_SCALE,hematologic,hematologic,ambiguous,0,0
NCT03332212,empagliflozin,Heart Failure,other,cardiac,metabolic,off_mech,0,0
NCT03429543,empagliflozin,Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03448406,empagliflozin,Heart Failure,ORGAN_FUNCTION,other,metabolic,ambiguous,0,0
NCT03448419,empagliflozin,Heart Failure,ORGAN_FUNCTION,other,metabolic,ambiguous,0,0
NCT03434197,esflurbiprofen,Osteoarthritis,SYMPTOM_SCALE,cns,msk,off_mech,0,0
NCT03569475,fluoxetine,Major Depressive Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03591068,fluticasone propionate,nasal polyps,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT03296813,furosemide,heart failure,CLINICAL_EVENT,other,cardiac,clinical_off_or_other,0,0
NCT03449134,gefapixant,chronic cough,BIOMARKER,other,respiratory,ambiguous,0,0
NCT03696108,gefapixant,chronic cough,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT03126435,gemcitabine,Metastatic Pancreas Cancer; Locally Advanced Pancreatic Cancer; Pancreatic Adenocarcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03377491,gemcitabine,Pancreas Adenocarcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03629925,gemcitabine,NSCLC,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04613726,granisetron,"Vomiting, Postoperative; Postoperative Complications; Hypotension",other,other,metabolic,ambiguous,0,0
NCT03509350,hydrocortisone,Sepsis,BIOMARKER,other,metabolic,ambiguous,0,0
NCT03375515,hydromorphone,Severe Cancer,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03474679,ibrutinib,Graft vs Host Disease,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03404518,ibuprofen,"Outpatient Surgery; Pain, Postoperative",SYMPTOM_SCALE,cns,endocrine,off_mech,0,0
