smiles,inchikey,drug_name,chembl_id,drugbank_id,drug_targets_symbols,drug_targets_ensembl,drug_targets_enst,n_targets,n_ensembl_targets,n_enst_targets
COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1,HVIGNZUDBVLTLU-MRXNPFEDSA-N,ATG,CHEMBL4482864,,,,,0,0,0
COC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@@H]3[C@H](CN21)N3C,FMMDHGNWABITNT-JZWICRQDSA-N,MMF,CHEMBL102817,,,,,0,0,0
O=C1N(c2ccnc(Cl)c2)CCN1c1cnccc1C1(O)CCC1,BVSXGACDVLRIRY-UHFFFAOYSA-N,33A,CHEMBL3677956,,,,,0,0,0
NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,Urea,CHEMBL985,,,,,0,0,0
O=C(Nc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O,WZEIQMGEKXNMSM-UHFFFAOYSA-N,IL-15,CHEMBL6042642,,,,,0,0,0
NC(N)=NCCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)[C@@H]1CCCN1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)O,COQNAUDJZKBTMO-OLKWYUCKSA-N,NPC-1C,CHEMBL2372276,,,,,0,0,0
O=C1CCc2cc(OC[C@H](O)CN3CCN(c4ccc(C(F)(F)F)cc4)CC3)ccc2N1,QJKYLYXHWSCZQT-LJQANCHMSA-N,NP-101,CHEMBL5095254,,,,,0,0,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC1=O,LNXDZKNDLBCPBR-UZPVMMMDSA-N,MDCO 2,CHEMBL499175,,,,,0,0,0
COc1cccc(/C=C/C(=O)c2cc(OC)cc(OC)c2)c1,GGWANFUUQQENGU-BQYQJAHWSA-N,MDCO 3,CHEMBL1835901,,,,,0,0,0
C[C@@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C[C@H](C)N1C[C@@H](C)O,STJKLSZICWMZSS-HSALFYBXSA-N,MM-302,CHEMBL4114182,,,,,0,0,0
O=C1N(c2ccc3ccccc3c2)CCN1c1cnccc1C1CC1,CLXFWWUVAHRQGQ-UHFFFAOYSA-N,NDV-3A,CHEMBL3677925,,,,,0,0,0
Nc1ncnc2c([C@@H]3N[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c[nH]c12,MOKMJHAEKUUVOL-KUBHLMPHSA-N,MP-101,CHEMBL4594369,,,,,0,0,0
NC1(C(=O)N[C@H](CCCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,LDSYQXFMCPTTQM-GOSISDBHSA-N,LAU-7b,CHEMBL5776584,,,,,0,0,0
CC[C@H](C)[C@H](NC(=O)CN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)CC)C(C)C,OFIZOVDANLLTQD-ZVNXOKPXSA-N,MDCO 1,CHEMBL409372,,,,,0,0,0
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,GZSOSUNBTXMUFQ-YFAPSIMESA-N,Diosmin,CHEMBL231884,,,,,0,0,0
CC1CCC(C(C)C)C(O)C1,NOOLISFMXDJSKH-UHFFFAOYSA-N,Menthol,CHEMBL256087,,TRPA1;TRPM8,ENSG00000104321;ENSG00000144481,ENST00000262209;ENST00000519720;ENST00000520596;ENST00000520788;ENST00000522271;ENST00000523582;ENST00000859810;ENST00000324695;ENST00000355722;ENST00000409625;ENST00000433712;ENST00000439148;ENST00000444298;ENST00000456930;ENST00000466594;ENST00000475044;ENST00000477103;ENST00000477698;ENST00000479332;ENST00000487033;ENST00000490797,2,2,21
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,ZHNFLHYOFXQIOW-LPYZJUEESA-N,Quinine,CHEMBL2359966,,,,,0,0,0
O=C1[C@@H](Cc2ccc(O)cc2)N2C(=O)CCN(C(=O)NCc3ccccc3)[C@H]2CN1Cc1cccc2ccccc12,HQWTUOLCGKIECB-LOYHVIPDSA-N,REX-001,CHEMBL4303484,,,,,0,0,0
Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1,UGNAYEFYFCLNFX-UHFFFAOYSA-N,RMC-035,CHEMBL5803324,,,,,0,0,0
CCc1cc(F)c(OC)cc1Nc1nc(=O)c(OC)cn1Cc1ccc(F)c(Cl)c1,BENGNPIZSWOHHL-UHFFFAOYSA-N,MT-0814,CHEMBL5981662,,,,,0,0,0
Cc1ccc(C)c(C(=O)N2CC3CN(c4nc(C)cc(C)n4)CC3C2)c1,ZSFLBBUZWXXXKC-UHFFFAOYSA-N,RTX-224,CHEMBL3649180,,,,,0,0,0
O=NN(CCCl)C(=O)NCCCl,DLGOEMSEDOSKAD-UHFFFAOYSA-N,Gliadel,CHEMBL513,,GSR,,,1,0,0
Cc1nc(N2CC3CN(C(=O)c4cccc(F)c4-n4nccn4)CC3C2)nc(C)c1C,KDHLPRRQACKDAW-UHFFFAOYSA-N,RTX-240,CHEMBL3649196,,,,,0,0,0
CNc1cc(Nc2cccn([C@H]3C[C@@H]3OC)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,WGAYCCHJEKKNDU-XBVQOTNRSA-N,MT-1186,CHEMBL5819346,,,,,0,0,0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]341,OROGSEYTTFOCAN-SOFCKIBDSA-N,Codeine,,,,,,0,0,0
Cc1nc(N2CC[C@H](O)C2)ncc1-c1cc(C(F)(F)F)cc2[nH]ncc12,BNTAEJNPQLMGDJ-NSHDSACASA-N,WVE-004,CHEMBL3800596,,,,,0,0,0
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UHFFFAOYSA-N,Nadolol,CHEMBL521606,,ADRB2;ADRB1,ENSG00000043591;ENSG00000169252,ENST00000305988;ENST00000369295,2,2,2
Cc1ccc(-c2ncco2)c(C(=O)N2C3CCC2C(COc2ncc(F)cn2)C3)n1,FHSUUOFPYHOBCL-UHFFFAOYSA-N,PTG-100,CHEMBL3663407,,,,,0,0,0
C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,TAK-500,CHEMBL3348923,,ARAF;RAF1;BRAF,ENSG00000078061;ENSG00000132155;ENSG00000157764,ENST00000377039;ENST00000377045;ENST00000469505;ENST00000470206;ENST00000489496;ENST00000895638;ENST00000895639;ENST00000895640;ENST00000895641;ENST00000895642;ENST00000895643;ENST00000895644;ENST00000895645;ENST00000895646;ENST00000895647;ENST00000895648;ENST00000895649;ENST00000895650;ENST00000895651;ENST00000895652;ENST00000895653;ENST00000895654;ENST00000895655;ENST00000895656;ENST00000914655;ENST00000914656;ENST00000914657;ENST00000914658;ENST00000914659;ENST00000951036;ENST00000951037;ENST00000951038;ENST00000251849;ENST00000416093;ENST00000423275;ENST00000432427;ENST00000442415;ENST00000460610;ENST00000465826;ENST00000471449;ENST00000475353;ENST00000491290;ENST00000492690;ENST00000494557;ENST00000684903;ENST00000685348;ENST00000685437;ENST00000685438;ENST00000685653;ENST00000685697;ENST00000685738;ENST00000685740;ENST00000685959;ENST00000686409;ENST00000686455;ENST00000686479;ENST00000686762;ENST00000687257;ENST00000687326;ENST00000687348;ENST00000687486;ENST00000687505;ENST00000687923;ENST00000687940;ENST00000688269;ENST00000688326;ENST00000688444;ENST00000688543;ENST00000688625;ENST00000688753;ENST00000688779;ENST00000688803;ENST00000688914;ENST00000689033;ENST00000689097;ENST00000689226;ENST00000689389;ENST00000689418;ENST00000689481;ENST00000689540;ENST00000689876;ENST00000689914;ENST00000690397;ENST00000690460;ENST00000690585;ENST00000690625;ENST00000691268;ENST00000691396;ENST00000691643;ENST00000691718;ENST00000691724;ENST00000691779;ENST00000691888;ENST00000691899;ENST00000692069;ENST00000692093;ENST00000692311;ENST00000692558;ENST00000692773;ENST00000692777;ENST00000692830;ENST00000692959;ENST00000693069;ENST00000693312;ENST00000693664;ENST00000693705;ENST00000900375;ENST00000900376;ENST00000900377;ENST00000900378;ENST00000900379;ENST00000900380;ENST00000900381;ENST00000900382;ENST00000900383;ENST00000923056;ENST00000923057;ENST00000923058;ENST00000941482;ENST00000941483;ENST00000941484;ENST00000941485;ENST00000941486;ENST00000941487;ENST00000941488;ENST00000941489;ENST00000941490;ENST00000941491;ENST00000941492;ENST00000941493;ENST00000941494;ENST00000941495;ENST00000941496;ENST00000941497;ENST00000288602;ENST00000469930;ENST00000479537;ENST00000496384;ENST00000497784;ENST00000642228;ENST00000642272;ENST00000642808;ENST00000642875;ENST00000643356;ENST00000643790;ENST00000644120;ENST00000644650;ENST00000644905;ENST00000644969;ENST00000645443;ENST00000646334;ENST00000646427;ENST00000646730;ENST00000646891;ENST00000647434;ENST00000867090;ENST00000867091;ENST00000867092;ENST00000912600;ENST00000912601;ENST00000944245,3,3,161
Cc1ccc(S(=O)(=O)[N-]Cl)cc1.[Na+],VDQQXEISLMTGAB-UHFFFAOYSA-N,T-Guard,CHEMBL1697734,,,,,0,0,0
CN([C@@H]1CCc2c(CC(=O)O)c3cc(S(C)(=O)=O)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1,BEMUNJONNGSREM-OAHLLOKOSA-N,Control,CHEMBL1643772,,,,,0,0,0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NTHXOOBQLCIOLC-UHFFFAOYSA-N,Iohexol,CHEMBL1200455,,,,,0,0,0
Nc1ncc(-c2ccc(-c3cccnc3S(=O)(=O)C3CCNCC3)cc2F)cn1,AIJJGIKPPHUFSJ-UHFFFAOYSA-N,AMG 827,CHEMBL3700862,,,,,0,0,0
CCOC(=O)C(CC(C)C)NC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,PMHMHVOLZUCGNO-UHFFFAOYSA-N,KPI-012,CHEMBL3693900,,,,,0,0,0
NCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,NMSWWDFWKNICEZ-KKMAHMFRSA-N,CIN-103,CHEMBL398116,,,,,0,0,0
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,OGQICQVSFDPSEI-UHFFFAOYSA-N,Duobrii,CHEMBL1657,,RARA;RARB;RARG,ENSG00000172819;ENSG00000131759;ENSG00000077092,ENST00000254066;ENST00000394081;ENST00000394086;ENST00000394089;ENST00000420042;ENST00000425707;ENST00000475125;ENST00000577646;ENST00000579727;ENST00000582914;ENST00000857081;ENST00000857082;ENST00000857083;ENST00000857084;ENST00000857085;ENST00000857086;ENST00000857087;ENST00000857088;ENST00000857089;ENST00000920590;ENST00000920591;ENST00000951717;ENST00000330688;ENST00000383772;ENST00000437042;ENST00000455576;ENST00000458646;ENST00000462272;ENST00000479097;ENST00000480001;ENST00000685523;ENST00000686715;ENST00000687083;ENST00000687353;ENST00000687512;ENST00000687676;ENST00000688892;ENST00000689700;ENST00000690398;ENST00000690576;ENST00000691580;ENST00000691912;ENST00000692640;ENST00000693261;ENST00000693580;ENST00000908036;ENST00000947306;ENST00000338561;ENST00000394426;ENST00000425354;ENST00000543726;ENST00000543762;ENST00000546377;ENST00000546717;ENST00000548284;ENST00000548317;ENST00000549859;ENST00000550265;ENST00000550350;ENST00000550362;ENST00000550721;ENST00000551158;ENST00000551501;ENST00000551580;ENST00000552901;ENST00000870211;ENST00000870212;ENST00000870213;ENST00000870214;ENST00000870215;ENST00000870216;ENST00000870217;ENST00000959620;ENST00000959621;ENST00000959622,3,3,75
C[N+](C)(C)CC(=O)O,KWIUHFFTVRNATP-UHFFFAOYSA-O,Betaine,CHEMBL95889,,BHMT2;BHMT,ENSG00000132840;ENSG00000145692,ENST00000255192;ENST00000518666;ENST00000518758;ENST00000519743;ENST00000521567;ENST00000523046;ENST00000523472;ENST00000896177;ENST00000896178;ENST00000896179;ENST00000896180;ENST00000896181;ENST00000896182;ENST00000896183;ENST00000896184;ENST00000896185;ENST00000896186;ENST00000274353;ENST00000520335;ENST00000520703;ENST00000521279;ENST00000523508;ENST00000524080;ENST00000910525;ENST00000910526;ENST00000910527;ENST00000910528;ENST00000910529;ENST00000910530,2,2,29
Cc1cc(-c2cc(-c3ccc(N4CCN(CCOC(C)C)CC4)nc3)c3c(C#N)cnn3c2)[nH]n1,WXROJLQFPUCAGP-UHFFFAOYSA-N,THE-630,CHEMBL6037214,,,,,0,0,0
CC(C)c1cccc(C(C)C)c1O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,Propofol,CHEMBL526,,GABRG3;GABRA1;GABRA3;GABRA5;GABRA4;GABRB3;GABRG2;GABRP;GABRA2;GABRA6;GABRG1;GABRQ;GABRD;GABRB2;GABRE;GABRB1,ENSG00000113327;ENSG00000187730;ENSG00000145863;ENSG00000166206;ENSG00000151834;ENSG00000094755;ENSG00000186297;ENSG00000102287;ENSG00000145864;ENSG00000268089;ENSG00000022355;ENSG00000109158;ENSG00000182256;ENSG00000011677;ENSG00000163285;ENSG00000163288,ENST00000333743;ENST00000451330;ENST00000553440;ENST00000554696;ENST00000554786;ENST00000555083;ENST00000557596;ENST00000615808;ENST00000023897;ENST00000393943;ENST00000428797;ENST00000437025;ENST00000519542;ENST00000519621;ENST00000521339;ENST00000522651;ENST00000634335;ENST00000635096;ENST00000635880;ENST00000635916;ENST00000636340;ENST00000636408;ENST00000636573;ENST00000637044;ENST00000637620;ENST00000637827;ENST00000638112;ENST00000638159;ENST00000958929;ENST00000958930;ENST00000370314;ENST00000417858;ENST00000497894;ENST00000535043;ENST00000862742;ENST00000862743;ENST00000932320;ENST00000335625;ENST00000355395;ENST00000400081;ENST00000554038;ENST00000554083;ENST00000554596;ENST00000554599;ENST00000555060;ENST00000555182;ENST00000557449;ENST00000557484;ENST00000879566;ENST00000951856;ENST00000264318;ENST00000502874;ENST00000508560;ENST00000509316;ENST00000511523;ENST00000900310;ENST00000299267;ENST00000311550;ENST00000400188;ENST00000541819;ENST00000545868;ENST00000554556;ENST00000554722;ENST00000555094;ENST00000555632;ENST00000556166;ENST00000556636;ENST00000557641;ENST00000557765;ENST00000621499;ENST00000635832;ENST00000635994;ENST00000636466;ENST00000636512;ENST00000636690;ENST00000637226;ENST00000637293;ENST00000637893;ENST00000638099;ENST00000638149;ENST00000356592;ENST00000361925;ENST00000414552;ENST00000522053;ENST00000522990;ENST00000523372;ENST00000638253;ENST00000638552;ENST00000638660;ENST00000638772;ENST00000638782;ENST00000638877;ENST00000639046;ENST00000639111;ENST00000639213;ENST00000639278;ENST00000639384;ENST00000639424;ENST00000639549;ENST00000639554;ENST00000639683;ENST00000639975;ENST00000640500;ENST00000640574;ENST00000640739;ENST00000640757;ENST00000640910;ENST00000640985;ENST00000641017;ENST00000943443;ENST00000943444;ENST00000265294;ENST00000518122;ENST00000518525;ENST00000519137;ENST00000519196;ENST00000519385;ENST00000519598;ENST00000521009;ENST00000521481;ENST00000522868;ENST00000862231;ENST00000356504;ENST00000381620;ENST00000503806;ENST00000506961;ENST00000507069;ENST00000507460;ENST00000509716;ENST00000510233;ENST00000510861;ENST00000513005;ENST00000514090;ENST00000514193;ENST00000514236;ENST00000515082;ENST00000540012;ENST00000630416;ENST00000863563;ENST00000863564;ENST00000863565;ENST00000863566;ENST00000863567;ENST00000863568;ENST00000960092;ENST00000960093;ENST00000960094;ENST00000274545;ENST00000517823;ENST00000518888;ENST00000520000;ENST00000521520;ENST00000522269;ENST00000523217;ENST00000523691;ENST00000524220;ENST00000295452;ENST00000964875;ENST00000598523;ENST00000378585;ENST00000638411;ENST00000638604;ENST00000638763;ENST00000638771;ENST00000638804;ENST00000639045;ENST00000639070;ENST00000639625;ENST00000639777;ENST00000639935;ENST00000640030;ENST00000640067;ENST00000640317;ENST00000640423;ENST00000640688;ENST00000640892;ENST00000640949;ENST00000640981;ENST00000858706;ENST00000274547;ENST00000353437;ENST00000393959;ENST00000517547;ENST00000517901;ENST00000520240;ENST00000522758;ENST00000523730;ENST00000612710;ENST00000674514;ENST00000674988;ENST00000675081;ENST00000675245;ENST00000675303;ENST00000675381;ENST00000675682;ENST00000675746;ENST00000675773;ENST00000965237;ENST00000370328;ENST00000417300;ENST00000441219;ENST00000462018;ENST00000465405;ENST00000474932;ENST00000476016;ENST00000483564;ENST00000486255;ENST00000489333;ENST00000491339;ENST00000495862;ENST00000295454;ENST00000381582;ENST00000509366;ENST00000510909;ENST00000513567,16,16,215
CN1C2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,RKUNBYITZUJHSG-QWICORGASA-N,atropine,CHEMBL4557433,,,,,0,0,0
Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,PUKBOVABABRILL-YZNIXAGQSA-N,Avacopan,CHEMBL3989871,,C5AR1,,,1,0,0
CC[C@H](C)C1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,XNOPRXBHLZRZKH-OMTOYRQASA-N,Oxytocin,CHEMBL4303358,,,,,0,0,0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N,Probucol,CHEMBL608,,ABCA1,ENSG00000165029,ENST00000374733;ENST00000374736;ENST00000423487;ENST00000494467;ENST00000678995,1,1,5
Cl.NCCc1ccc(O)c(O)c1,CTENFNNZBMHDDG-UHFFFAOYSA-N,dopamine,CHEMBL1557,,ADRB1,ENSG00000043591,ENST00000369295,1,1,1
NCC(CC(=O)O)c1ccc(Cl)cc1,KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,CHEMBL701,,GABBR2;GABBR1,ENSG00000136928;ENSG00000204681,ENST00000259455;ENST00000477471;ENST00000634227;ENST00000634314;ENST00000634354;ENST00000634457;ENST00000634919;ENST00000635462;ENST00000636575;ENST00000637410;ENST00000637717;ENST00000638001;ENST00000931526;ENST00000947376;ENST00000355973;ENST00000377012;ENST00000377016;ENST00000377034;ENST00000462632;ENST00000467259;ENST00000472823;ENST00000473774;ENST00000476670;ENST00000477029;ENST00000478931;ENST00000485508;ENST00000486434;ENST00000488334;ENST00000489385;ENST00000489839;ENST00000491829;ENST00000494634;ENST00000494877;ENST00000706533;ENST00000967932,2,2,35
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,CHEMBL1208155,,GNRHR,ENSG00000109163,ENST00000226413;ENST00000420975,1,1,2
Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,caffeine,CHEMBL113,,ADORA2A;ADORA3;ADORA1;ADORA2B,ENSG00000163485;ENSG00000170425;ENSG00000282608;ENSG00000128271,ENST00000337539;ENST00000424232;ENST00000436735;ENST00000439591;ENST00000444262;ENST00000464977;ENST00000467385;ENST00000472248;ENST00000486108;ENST00000486351;ENST00000496258;ENST00000496497;ENST00000610595;ENST00000611543;ENST00000618076;ENST00000880349;ENST00000880350;ENST00000880351;ENST00000880352;ENST00000880353;ENST00000880354;ENST00000880355;ENST00000880356;ENST00000880357;ENST00000880358;ENST00000880359;ENST00000880360;ENST00000880361;ENST00000880362;ENST00000880363;ENST00000925457;ENST00000925458;ENST00000925459;ENST00000925460;ENST00000940965;ENST00000940966;ENST00000940967;ENST00000940968;ENST00000940969;ENST00000940970;ENST00000940971;ENST00000940972;ENST00000940973;ENST00000940974;ENST00000940975;ENST00000241356;ENST00000486342;ENST00000495493;ENST00000632535;ENST00000309502;ENST00000337894;ENST00000367235;ENST00000367236;ENST00000464019;ENST00000467253;ENST00000472535;ENST00000867101;ENST00000867102;ENST00000304222;ENST00000582124,4,4,60
CN1CCC[C@H]1c1cccnc1.O.O.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,LDMPZNTVIGIREC-CZEDPBFNSA-N,Nicotine,CHEMBL3989563,,,,,0,0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-ZKDACBOMSA-N,CEFEPIME,CHEMBL186,,,,,0,0,0
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,XRVDGNKRPOAQTN-FQEVSTJZSA-N,Ozanimod,CHEMBL3707247,,S1PR5;S1PR1,ENSG00000170989;ENSG00000180739,ENST00000333430;ENST00000439028;ENST00000590601;ENST00000305352;ENST00000475289;ENST00000475821;ENST00000561748;ENST00000648480;ENST00000649383;ENST00000876129;ENST00000876130;ENST00000945456;ENST00000945457,2,2,13
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,Atenolol,CHEMBL24,,ADRB1,ENSG00000043591,ENST00000369295,1,1,1
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,DJXRIQMCROIRCZ-XOEOCAAJSA-N,vibegron,CHEMBL2107826,,ADRB3,ENSG00000188778,ENST00000345060;ENST00000520341,1,1,2
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,Clobazam,CHEMBL70418,,GABRG3;GABRA1;GABRA3;GABRA5;GABRA4;GABRB3;GABRG2;GABRP;GABRA2;GABRA6;GABRG1;GABRQ;GABRD;GABRB2;GABRE;GABRB1,ENSG00000113327;ENSG00000187730;ENSG00000145863;ENSG00000166206;ENSG00000151834;ENSG00000094755;ENSG00000186297;ENSG00000102287;ENSG00000145864;ENSG00000268089;ENSG00000022355;ENSG00000109158;ENSG00000182256;ENSG00000011677;ENSG00000163285;ENSG00000163288,ENST00000333743;ENST00000451330;ENST00000553440;ENST00000554696;ENST00000554786;ENST00000555083;ENST00000557596;ENST00000615808;ENST00000023897;ENST00000393943;ENST00000428797;ENST00000437025;ENST00000519542;ENST00000519621;ENST00000521339;ENST00000522651;ENST00000634335;ENST00000635096;ENST00000635880;ENST00000635916;ENST00000636340;ENST00000636408;ENST00000636573;ENST00000637044;ENST00000637620;ENST00000637827;ENST00000638112;ENST00000638159;ENST00000958929;ENST00000958930;ENST00000370314;ENST00000417858;ENST00000497894;ENST00000535043;ENST00000862742;ENST00000862743;ENST00000932320;ENST00000335625;ENST00000355395;ENST00000400081;ENST00000554038;ENST00000554083;ENST00000554596;ENST00000554599;ENST00000555060;ENST00000555182;ENST00000557449;ENST00000557484;ENST00000879566;ENST00000951856;ENST00000264318;ENST00000502874;ENST00000508560;ENST00000509316;ENST00000511523;ENST00000900310;ENST00000299267;ENST00000311550;ENST00000400188;ENST00000541819;ENST00000545868;ENST00000554556;ENST00000554722;ENST00000555094;ENST00000555632;ENST00000556166;ENST00000556636;ENST00000557641;ENST00000557765;ENST00000621499;ENST00000635832;ENST00000635994;ENST00000636466;ENST00000636512;ENST00000636690;ENST00000637226;ENST00000637293;ENST00000637893;ENST00000638099;ENST00000638149;ENST00000356592;ENST00000361925;ENST00000414552;ENST00000522053;ENST00000522990;ENST00000523372;ENST00000638253;ENST00000638552;ENST00000638660;ENST00000638772;ENST00000638782;ENST00000638877;ENST00000639046;ENST00000639111;ENST00000639213;ENST00000639278;ENST00000639384;ENST00000639424;ENST00000639549;ENST00000639554;ENST00000639683;ENST00000639975;ENST00000640500;ENST00000640574;ENST00000640739;ENST00000640757;ENST00000640910;ENST00000640985;ENST00000641017;ENST00000943443;ENST00000943444;ENST00000265294;ENST00000518122;ENST00000518525;ENST00000519137;ENST00000519196;ENST00000519385;ENST00000519598;ENST00000521009;ENST00000521481;ENST00000522868;ENST00000862231;ENST00000356504;ENST00000381620;ENST00000503806;ENST00000506961;ENST00000507069;ENST00000507460;ENST00000509716;ENST00000510233;ENST00000510861;ENST00000513005;ENST00000514090;ENST00000514193;ENST00000514236;ENST00000515082;ENST00000540012;ENST00000630416;ENST00000863563;ENST00000863564;ENST00000863565;ENST00000863566;ENST00000863567;ENST00000863568;ENST00000960092;ENST00000960093;ENST00000960094;ENST00000274545;ENST00000517823;ENST00000518888;ENST00000520000;ENST00000521520;ENST00000522269;ENST00000523217;ENST00000523691;ENST00000524220;ENST00000295452;ENST00000964875;ENST00000598523;ENST00000378585;ENST00000638411;ENST00000638604;ENST00000638763;ENST00000638771;ENST00000638804;ENST00000639045;ENST00000639070;ENST00000639625;ENST00000639777;ENST00000639935;ENST00000640030;ENST00000640067;ENST00000640317;ENST00000640423;ENST00000640688;ENST00000640892;ENST00000640949;ENST00000640981;ENST00000858706;ENST00000274547;ENST00000353437;ENST00000393959;ENST00000517547;ENST00000517901;ENST00000520240;ENST00000522758;ENST00000523730;ENST00000612710;ENST00000674514;ENST00000674988;ENST00000675081;ENST00000675245;ENST00000675303;ENST00000675381;ENST00000675682;ENST00000675746;ENST00000675773;ENST00000965237;ENST00000370328;ENST00000417300;ENST00000441219;ENST00000462018;ENST00000465405;ENST00000474932;ENST00000476016;ENST00000483564;ENST00000486255;ENST00000489333;ENST00000491339;ENST00000495862;ENST00000295454;ENST00000381582;ENST00000509366;ENST00000510909;ENST00000513567,16,16,215
