smiles,inchikey,drug_name,chembl_id,drugbank_id,drug_targets_symbols,drug_targets_ensembl,drug_targets_enst,n_targets,n_ensembl_targets,n_enst_targets
Cc1c(O)c(=O)ccn1C,TZXKOCQBRNJULO-UHFFFAOYSA-N,Deferiprone,CHEMBL70927,,,,,0,0,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1CC(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)C(C)C)C(O)C(C)O1,YNYIEZFDJKSKAK-NEQXKIGNSA-N,Drug GC4711,CHEMBL157030,,,,,0,0,0
Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,UQAVIASOPREUIT-VQIWEWKSSA-N,Darifenacin,CHEMBL1200935,,CHRM3;CHRM2,ENSG00000181072;ENSG00000133019,ENST00000255380;ENST00000448020;ENST00000468573;ENST00000481779;ENST00000487470;ENST00000492335;ENST00000615928;ENST00000674678;ENST00000675184;ENST00000675709;ENST00000676153;ENST00000676433;ENST00000875837;ENST00000875838;ENST00000875839;ENST00000875840;ENST00000875841;ENST00000875842;ENST00000875843;ENST00000875844;ENST00000875845;ENST00000875846;ENST00000875847;ENST00000928260;ENST00000928261;ENST00000928262;ENST00000928263;ENST00000928264;ENST00000928265;ENST00000928266;ENST00000928267;ENST00000928268;ENST00000948992;ENST00000948993;ENST00000948994;ENST00000948995;ENST00000320658;ENST00000401861;ENST00000445907;ENST00000453373;ENST00000471195;ENST00000480591;ENST00000481598;ENST00000680005;ENST00000903439;ENST00000903440;ENST00000903441;ENST00000964717;ENST00000964718;ENST00000964719,2,2,50
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,cannabidiol,CHEMBL190461,,CNR1,ENSG00000118432,ENST00000362094;ENST00000369499;ENST00000369501;ENST00000428600;ENST00000468898;ENST00000549890;ENST00000551417;ENST00000882404;ENST00000882405;ENST00000882406;ENST00000882407;ENST00000882408;ENST00000882409;ENST00000882410;ENST00000882411;ENST00000918489;ENST00000918490;ENST00000918491;ENST00000951387,1,1,19
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)[O-])cc1.O.O=S(=O)([O-])[O-],QNMVZYPDWLKAJC-RXVBEKIDSA-N,Cefiderocol,CHEMBL4297211,,,,,0,0,0
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,AUODDLQVRAJAJM-XJQDNNTCSA-N,Clindamycin,CHEMBL1200588,,,,,0,0,0
CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C)[C@@H](C)CC)C(=O)O,YSDQQAXHVYUZIW-QCIJIYAXSA-N,liraglutide,CHEMBL4084119,,GLP1R,ENSG00000112164,ENST00000373256,1,1,1
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,KPBZROQVTHLCDU-UHFFFAOYSA-N,Clevidipine,CHEMBL1237132,,CACNA1C;CACNA1D;CACNA1S;CACNA1F,,,4,0,0
Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,ZCBZSCBNOOIHFP-UHFFFAOYSA-N,Ziprasidone,CHEMBL1375743,,HTR2A;HTR2C;DRD2,,,3,0,0
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,KORNTPPJEAJQIU-KJXAQDMKSA-N,Cabergoline,CHEMBL1201087,,DRD2,,,1,0,0
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,MUGXRYIUWFITCP-PGRDOPGGSA-N,lemborexant,CHEMBL3545367,,HCRTR2;HCRTR1,,,2,0,0
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1.O=C(O)C(O)C(O)C(=O)O,TWHNMSJGYKMTRB-VEIFNGETSA-N,Tolterodine,CHEMBL1722209,,CHRM2;CHRM3,,,2,0,0
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2,KXGCNMMJRFDFNR-WDRJZQOASA-N,linaclotide,CHEMBL3301675,,GUCY2C,,,1,0,0
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,PKVRCIRHQMSYJX-AIFWHQITSA-N,Trabectedin,CHEMBL450449,,,,,0,0,0
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl,GPPJWWMREQHLQT-BHQIMSFRSA-N,Cariprazine,CHEMBL2024517,,DRD2;DRD3,,,2,0,0
CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JYIKNQVWKBUSNH-WVDDFWQHSA-N,Caspofungin,CHEMBL1630575,,,,,0,0,0
[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,Arimoclomol,CHEMBL2107726,,,,,0,0,0
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,JQSHBVHOMNKWFT-DTORHVGOSA-N,Varenicline,CHEMBL1076903,,CHRNB2;CHRNA4,,,2,0,0
CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1.Cl.Cl,BRCYOXKEDFAUSA-UHFFFAOYSA-N,Trilaciclib,CHEMBL4650272,,CDK6;CDK4,,,2,0,0
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,ZBVJFYPGLGEMIN-OYLNGHKZSA-N,Triptorelin,CHEMBL1200554,,GNRHR,,,1,0,0
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-BGABXYSRSA-N,Clofazimine,CHEMBL1292,,,,,0,0,0
O=C(O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,RUEYEZADQJCKGV-UHFFFAOYSA-N,Daprodustat,CHEMBL3544988,,EGLN1;EGLN3;EGLN2;P4HTM,,,4,0,0
CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,PTOIAAWZLUQTIO-GXFFZTMASA-N,Tasimelteon,CHEMBL2103822,,MTNR1B;MTNR1A,,,2,0,0
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O,CQBKFGJRAOXYIP-UHFFFAOYSA-N,Tafenoquine,CHEMBL2364635,,,,,0,0,0
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,OUJTZYPIHDYQMC-LJQANCHMSA-N,Ambrisentan,CHEMBL1111,,EDNRA;EDNRB,,,2,0,0
CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,PQJQFLNBMSCUSH-SBAJWEJLSA-N,Sarecycline,CHEMBL2364632,,,,,0,0,0
Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.O.O.O,LACQPOBCQQPVIT-SEYKEWMNSA-N,Scopolamine,CHEMBL2251240,,,,,0,0,0
Cc1ncc([N+](=O)[O-])n1CC(C)O,KPQZUUQMTUIKBP-UHFFFAOYSA-N,Secnidazole,CHEMBL498847,,,,,0,0,0
CN(C)/N=N/c1[nH]cnc1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,Dacarbazine,CHEMBL476,,,,,0,0,0
FCOC(C(F)(F)F)C(F)(F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N,Sevoflurane,CHEMBL1200694,,GLRA1;KCNK10;GABRG1;GABRA1;GABRE;GABRG2;KCNK3;KCNK9;GABRB3;KCNK2;GABRA3;GABRA6;GABRQ;GABRA2;GLRB;KCNK18;GABRA4;GABRD;GABRA5;GABRB2;GABRB1;GABRG3;GABRP,,,23,0,0
C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,NAKSIOUBFDBTSW-ITMZJIMRSA-N,Somapacitan,CHEMBL3707290,,GHR,,,1,0,0
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,XVGOZDAJGBALKS-UHFFFAOYSA-N,Blonanserin,CHEMBL178803,,HTR2A;DRD2;DRD3,,,3,0,0
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,USZAGAREISWJDP-UHFFFAOYSA-N,Crisaborole,CHEMBL484785,,PDE4B;PDE4C;PDE4A;PDE4D,,,4,0,0
CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,ZOEFCCMDUURGSE-SQKVDDBVSA-N,Cosyntropin,CHEMBL2103784,,MC2R,,,1,0,0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,XRWSZZJLZRKHHD-WVWIJVSJSA-N,Asunaprevir,CHEMBL2105735,,,,,0,0,0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,PORMUFZNYQJOEI-UHFFFAOYSA-N,Sumatriptan,CHEMBL1201150,,HTR1B;HTR1D,ENSG00000135312;ENSG00000179546,ENST00000369947;ENST00000374619;ENST00000918575;ENST00000918576;ENST00000918577;ENST00000918578;ENST00000918579;ENST00000918580;ENST00000918581;ENST00000918582;ENST00000918583;ENST00000918584;ENST00000918585;ENST00000918586,2,2,14
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,avapritinib,CHEMBL4204794,,PDGFRA;KIT,,,2,0,0
Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)C(O)C(O)C(=O)O,QZHBYNSSDLTCRG-UHFFFAOYSA-N,Brimonidine,CHEMBL2062257,,,,,0,0,0
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],KCUWTKOTPIUBRI-VICXVTCVSA-M,Cloxacillin,CHEMBL1200388,,,,,0,0,0
COc1ccc2cccc(CCNC(C)=O)c2c1,YJYPHIXNFHFHND-UHFFFAOYSA-N,Agomelatine,CHEMBL10878,,MTNR1A;HTR2C;MTNR1B,ENSG00000147246;ENSG00000168412;ENSG00000134640,ENST00000307161;ENST00000703170;ENST00000276198;ENST00000371950;ENST00000371951;ENST00000894573;ENST00000257068;ENST00000528076;ENST00000532482,3,3,9
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,KGPGQDLTDHGEGT-SZUNQUCBSA-N,Dalbavancin,CHEMBL3301669,,,,,0,0,0
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-].C[N+](C)(C)CCO,JWAZHODZSADEHB-UHFFFAOYSA-M,Fenofibrate,CHEMBL1201745,,PPARA,ENSG00000186951,ENST00000402126;ENST00000407236;ENST00000415785;ENST00000420804;ENST00000440343;ENST00000460086;ENST00000481567;ENST00000484619;ENST00000493286;ENST00000496865;ENST00000624793;ENST00000873468;ENST00000873469;ENST00000873470;ENST00000873471;ENST00000873472;ENST00000873473;ENST00000873474;ENST00000873475;ENST00000873476;ENST00000873477;ENST00000873478;ENST00000873479;ENST00000873480;ENST00000873481;ENST00000873482;ENST00000873483;ENST00000873484;ENST00000873485;ENST00000873486;ENST00000873487;ENST00000873488;ENST00000873489;ENST00000873490;ENST00000873491;ENST00000873492;ENST00000873493;ENST00000873494;ENST00000873495;ENST00000873496;ENST00000873497;ENST00000873498;ENST00000873499;ENST00000873500;ENST00000942788;ENST00000942789;ENST00000942790;ENST00000942791;ENST00000942792;ENST00000942793;ENST00000942794,1,1,51
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,JFOZKMSJYSPYLN-QHCPKHFHSA-N,Lifitegrast,CHEMBL2048028,,ITGAL;ITGB2,ENSG00000005844;ENSG00000160255,ENST00000356798;ENST00000358164;ENST00000433423;ENST00000562020;ENST00000562652;ENST00000562857;ENST00000563615;ENST00000564632;ENST00000564935;ENST00000565348;ENST00000565864;ENST00000566149;ENST00000566267;ENST00000568012;ENST00000568926;ENST00000568987;ENST00000569725;ENST00000676652;ENST00000677830;ENST00000678203;ENST00000678574;ENST00000679323;ENST00000875722;ENST00000875723;ENST00000955585;ENST00000955586;ENST00000302347;ENST00000320216;ENST00000355153;ENST00000397846;ENST00000397850;ENST00000397852;ENST00000397854;ENST00000397857;ENST00000475170;ENST00000479202;ENST00000479849;ENST00000498666;ENST00000517563;ENST00000517819;ENST00000518033;ENST00000520389;ENST00000521987;ENST00000521995;ENST00000522688;ENST00000522931;ENST00000523126;ENST00000523323;ENST00000523663;ENST00000524251;ENST00000652462;ENST00000696946;ENST00000909411;ENST00000909412;ENST00000909413;ENST00000909414;ENST00000909415;ENST00000909416;ENST00000909417;ENST00000909418;ENST00000909419;ENST00000909420;ENST00000909421;ENST00000961802;ENST00000961803;ENST00000961804,2,2,66
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-N,Miltefosine,CHEMBL125,,,,,0,0,0
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,GGXICVAJURFBLW-CEYXHVGTSA-N,Latanoprost,CHEMBL1051,,PTGFR,ENSG00000122420,ENST00000370756;ENST00000370757;ENST00000370758;ENST00000497923;ENST00000885093;ENST00000885094;ENST00000885095;ENST00000945159,1,1,8
CC(=O)O.CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,WVDSKQXKCDZXLH-OHIDFYLOSA-N,Macimorelin,CHEMBL2364617,,GHSR,ENSG00000121853,ENST00000241256;ENST00000427970,1,1,2
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-N,tigecycline,CHEMBL376140,,,,,0,0,0
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,GLMUAFMGXXHGLU-VQAITOIOSA-N,Minocycline,CHEMBL1200881,,,,,0,0,0
CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,QZZUEBNBZAPZLX-QFIPXVFZSA-N,Indacaterol,CHEMBL1095777,,ADRB2,ENSG00000169252,ENST00000305988,1,1,1
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],LBFBRXGCXUHRJY-HKHDRNBDSA-M,Montelukast,CHEMBL1200681,,CYSLTR1,ENSG00000173198,ENST00000373304;ENST00000493254;ENST00000614798;ENST00000856868;ENST00000955226;ENST00000955227,1,1,6
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,FJLGEFLZQAZZCD-VAWYXSNFSA-N,Fluvastatin,CHEMBL2220442,,HMGCR,ENSG00000113161,ENST00000287936;ENST00000343975;ENST00000442032;ENST00000504466;ENST00000508070;ENST00000509085;ENST00000509431;ENST00000511206;ENST00000511986;ENST00000512053;ENST00000514315;ENST00000515776;ENST00000679456;ENST00000680160;ENST00000680940;ENST00000681271;ENST00000681410;ENST00000681567;ENST00000863954;ENST00000863955;ENST00000863956;ENST00000863957;ENST00000863958;ENST00000863959;ENST00000863960;ENST00000863961;ENST00000863962;ENST00000863963;ENST00000863964;ENST00000863965;ENST00000863966;ENST00000919690;ENST00000919691;ENST00000919692;ENST00000919693;ENST00000969678;ENST00000969679;ENST00000969680,1,1,38
Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IPNATXQRPWRHKD-UHFFFAOYSA-N,Momelotinib,CHEMBL2219411,,,,,0,0,0
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-],POMVPJBWDDJCMP-RUKDTIIFSA-M,Maralixibat,CHEMBL17879,,SLC10A2,ENSG00000125255,ENST00000245312,1,1,1
Cc1cccc(C)c1NC(=O)C1CCCCN1C,INWLQCZOYSRPNW-UHFFFAOYSA-N,Mepivacaine,CHEMBL1087,,SCN9A;SCN7A;SCN8A;SCN4A;SCN3A;SCN11A;SCN5A;SCN1A;SCN2A;SCN10A,,,10,0,0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,Mebendazole,CHEMBL685,,,,,0,0,0
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,GGXKWVWZWMLJEH-UHFFFAOYSA-N,Famciclovir,CHEMBL880,,,,,0,0,0
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,QYZRTBKYBJRGJB-UHFFFAOYSA-N,Granisetron,CHEMBL1237080,,HTR3A,ENSG00000166736,ENST00000299961;ENST00000355556;ENST00000375498;ENST00000502622;ENST00000504030;ENST00000506841;ENST00000510849;ENST00000936750;ENST00000936751,1,1,9
Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],JJICLMJFIKGAAU-UHFFFAOYSA-M,Ganciclovir,CHEMBL1200850,,,,,0,0,0
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,FABUFPQFXZVHFB-PVYNADRNSA-N,Ixabepilone,CHEMBL1201752,,TUBA1C;TUBA1B;TUBB4B;TUBB3;TUBA3E;TUBB4A;TUBA1A;TUBA3C;TUBB1;TUBB;TUBB2A;TUBB8;TUBB2B;TUBB6;TUBA4A,ENSG00000176014;ENSG00000123416;ENSG00000261456;ENSG00000152086;ENSG00000137267;ENSG00000104833;ENSG00000198033;ENSG00000196230;ENSG00000167553;ENSG00000137285;ENSG00000188229;ENSG00000167552;ENSG00000127824;ENSG00000101162;ENSG00000258947,ENST00000301072;ENST00000541364;ENST00000548470;ENST00000549183;ENST00000549554;ENST00000549818;ENST00000550574;ENST00000552125;ENST00000552448;ENST00000931109;ENST00000931110;ENST00000931111;ENST00000931112;ENST00000332858;ENST00000336023;ENST00000547476;ENST00000547765;ENST00000549870;ENST00000550367;ENST00000551324;ENST00000552984;ENST00000920097;ENST00000920098;ENST00000920099;ENST00000920100;ENST00000920101;ENST00000340384;ENST00000604929;ENST00000938213;ENST00000938214;ENST00000938215;ENST00000315491;ENST00000553656;ENST00000553967;ENST00000554116;ENST00000554336;ENST00000554444;ENST00000554927;ENST00000555576;ENST00000555609;ENST00000555810;ENST00000556536;ENST00000556565;ENST00000557262;ENST00000557490;ENST00000680647;ENST00000680788;ENST00000709789;ENST00000264071;ENST00000594075;ENST00000594276;ENST00000594290;ENST00000595324;ENST00000596291;ENST00000596926;ENST00000597686;ENST00000598006;ENST00000598635;ENST00000601152;ENST00000601640;ENST00000714086;ENST00000295766;ENST00000301071;ENST00000546918;ENST00000547939;ENST00000548363;ENST00000550254;ENST00000550767;ENST00000550811;ENST00000552924;ENST00000679733;ENST00000715688;ENST00000871057;ENST00000928854;ENST00000400113;ENST00000217133;ENST00000419792;ENST00000425136;ENST00000436335;ENST00000444441;ENST00000333628;ENST00000489942;ENST00000679400;ENST00000679907;ENST00000680036;ENST00000680967;ENST00000940056;ENST00000561967;ENST00000562809;ENST00000563456;ENST00000564130;ENST00000567466;ENST00000568584;ENST00000568866;ENST00000259818;ENST00000473006;ENST00000680070;ENST00000681707;ENST00000681757;ENST00000317702;ENST00000417736;ENST00000586653;ENST00000586691;ENST00000586810;ENST00000587204;ENST00000590103;ENST00000590388;ENST00000590693;ENST00000590967;ENST00000591208;ENST00000591463;ENST00000591909;ENST00000592683;ENST00000933565;ENST00000933566;ENST00000248437;ENST00000392088;ENST00000398989;ENST00000425551;ENST00000427737;ENST00000447205;ENST00000456818;ENST00000462806;ENST00000475683;ENST00000498660;ENST00000875456,15,15,126
NNc1nncc2ccccc12,RPTUSVTUFVMDQK-UHFFFAOYSA-N,Hydralazine,CHEMBL276832,,,,,0,0,0
O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,RXZMMZZRUPYENV-VROPFNGYSA-N,solifenacin,CHEMBL1200803,,CHRM3;CHRM2,ENSG00000181072;ENSG00000133019,ENST00000255380;ENST00000448020;ENST00000468573;ENST00000481779;ENST00000487470;ENST00000492335;ENST00000615928;ENST00000674678;ENST00000675184;ENST00000675709;ENST00000676153;ENST00000676433;ENST00000875837;ENST00000875838;ENST00000875839;ENST00000875840;ENST00000875841;ENST00000875842;ENST00000875843;ENST00000875844;ENST00000875845;ENST00000875846;ENST00000875847;ENST00000928260;ENST00000928261;ENST00000928262;ENST00000928263;ENST00000928264;ENST00000928265;ENST00000928266;ENST00000928267;ENST00000928268;ENST00000948992;ENST00000948993;ENST00000948994;ENST00000948995;ENST00000320658;ENST00000401861;ENST00000445907;ENST00000453373;ENST00000471195;ENST00000480591;ENST00000481598;ENST00000680005;ENST00000903439;ENST00000903440;ENST00000903441;ENST00000964717;ENST00000964718;ENST00000964719,2,2,50
