NCT_ID,Drug_Clean,Disease,is_cytotoxic,disease_is_oncology,safety_cytotoxic_cap,cap_reason
NCT03762018,pemetrexed,Pleural Mesothelioma Malignant Advanced,1,1,1,cytotoxic_managed_toxicity
NCT03802240,pemetrexed,NSCLC,1,1,1,cytotoxic_managed_toxicity
NCT03968159,pimavanserin,Major Depressive Disorder,0,0,0,
NCT03893097,praziquantel,schistosomiasis,0,0,0,
NCT04209543,progesterone,Vasomotor Symptoms; Menopausal Symptoms,0,0,0,
NCT03808844,propofol,Induction of Anesthesia,0,0,0,
NCT03921775,propofol,Anesthesia for Elective Surgery Patients,0,0,0,
NCT04111159,propofol,Sedation or Anesthesia,0,0,0,
NCT04155515,ribavirin,Cirrhosis,0,0,0,
NCT03702582,rivaroxaban,Atrial Fibrillation; Stroke; Bleeding,0,0,0,
NCT03996772,rivaroxaban,Atrial Fibrillation; Intracerebral Hemorrhage,0,0,0,
NCT03936387,ropivacaine,Post-Sternotomy Pain,0,0,0,
NCT05663827,ruxolitinib,Steroid Refractory GVHD,0,0,0,
NCT03881371,safinamide,Parkinson's Disease,0,0,0,
NCT03988530,scopolamine,motion sickness,0,0,0,
NCT03935217,secnidazole,trichomoniasis,0,0,0,
NCT03623243,siponimod,multiple sclerosis,0,0,0,
NCT04017832,sitagliptin,Type 2 Diabetes,0,0,0,
NCT03883698,sofosbuvir,hepatitis C virus infection,0,0,0,
NCT03894046,sulbactam,bacterial pneumonia,0,0,0,
NCT03956355,tapinarof,plaque psoriasis,0,0,0,
NCT03983980,tapinarof,plaque psoriasis,0,0,0,
NCT03176134,tedizolid phosphate,skin and soft tissue bacterial infection,0,0,0,
NCT03872232,telmisartan,Hypercholesterolemia; Hypertension,0,0,0,
NCT02938923,testosterone,hip fracture,0,0,0,
NCT03475342,tranexamic acid,Intrapartum - Moderate and Severe Anaemia,0,0,0,
NCT03915860,trifarotene,acne vulgaris,0,0,0,
NCT03725202,upadacitinib,giant cell arteritis,0,0,0,
NCT04169373,upadacitinib,spondyloarthritis,0,0,0,
NCT04102579,valbenazine,"Chorea, Huntington",0,0,0,
NCT03595553,vancomycin,Clostridium Difficile Infection,0,0,0,
NCT03941964,venetoclax,Acute Myeloid Leukemia,0,1,0,
NCT03902080,vibegron,overactive bladder,0,0,0,
NCT04103450,vibegron,overactive bladder,0,0,0,
NCT03979352,empagliflozin,Type1 Diabetes Mellitus,0,0,0,
NCT04003155,fezolinetant,hot flashes,0,0,0,
NCT04003389,fezolinetant,hot flashes,0,0,0,
NCT03349684,acarbose,"Diabetes Mellitus, Type 2",0,0,0,
NCT03554018,acetaminophen,Low Back Pain,0,0,0,
NCT03584373,acetaminophen,Nephrolithiasis,0,0,0,
NCT04392362,adenosine,supraventricular tachycardia,0,0,0,
NCT03474276,albendazole,acute malnutrition,0,0,0,
NCT03439046,alpelisib,Breast Cancer,0,1,0,
NCT05437224,ambrisentan,pulmonary arterial hypertension,0,0,0,
NCT06416735,amiloride,essential hypertension,0,0,0,
NCT03153150,apixaban,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0,0,
NCT05208398,apixaban,Left Ventricular Thrombus,0,0,0,
NCT03611751,apremilast,psoriasis,0,0,0,
NCT03624127,apremilast,psoriasis,0,0,0,
NCT03491462,arimoclomol,amyotrophic lateral sclerosis,0,0,0,
NCT03700320,atogepant,episodic migraine,0,0,0,
NCT03777059,atogepant,episodic migraine,0,0,0,
NCT03415178,atorvastatin,Hypercholesterolaemia,0,0,0,
NCT03334253,atropine,Myopia,0,0,0,
NCT03164473,azathioprine,Eosinophilic Granulomatosis With Polyangiitis,0,0,0,
NCT03334435,baricitinib,Atopic Dermatitis,0,0,0,
NCT03428100,baricitinib,Atopic Dermatitis,0,0,0,
NCT03435081,baricitinib,Atopic Dermatitis,0,0,0,
NCT03616964,baricitinib,Systemic Lupus Erythematosus,0,0,0,
NCT03733301,baricitinib,Atopic Dermatitis,0,0,0,
NCT03773978,baricitinib,Juvenile Idiopathic Arthritis,0,0,0,
NCT03485482,bisoprolol,Cardiovascular Diseases,0,0,0,
NCT03538691,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT03548584,brexpiprazole,Alzheimer disease,0,0,0,
NCT03594123,brexpiprazole,Alzheimer's disease biomarker measurement,0,0,0,
NCT03724942,brexpiprazole,Alzheimer disease,0,0,0,
NCT03737474,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT03615326,capecitabine,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,1,1,1,cytotoxic_managed_toxicity
NCT03745170,capecitabine,Gastric Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03777657,capecitabine,Junction Carcinoma,1,1,1,cytotoxic_managed_toxicity
NCT03573297,cariprazine,bipolar I disorder,0,0,0,
NCT03738215,cariprazine,Major Depressive Disorder,0,0,0,
NCT03739203,cariprazine,Major Depressive Disorder,0,0,0,
NCT03678753,cenobamate,combined generalized and focal epilepsy,0,0,0,
NCT03475225,vitamin D3,drug-resistant epilepsy,0,0,0,
NCT04476511,vitamin D3,vitamin D deficiency,0,0,0,
NCT03299244,cinacalcet,Secondary Hyperparathyroidism; Chronic Kidney Disease,0,0,0,
NCT03354598,ciprofloxacin,Uncomplicated Urinary Tract Infection,0,0,0,
NCT03653832,clonidine,critical illness,0,0,0,
NCT03357874,clopidogrel,Acute Coronary Syndrome,0,0,0,
NCT03048825,colchicine,ST Elevation Myocardial Infarction,0,0,0,
NCT03310125,colchicine,atrial fibrillation,0,0,0,
NCT03025113,cyclobenzaprine,Musculoskeletal Pain,0,0,0,
NCT03379727,cytarabine,Acute Myeloid Leukemia,1,1,1,cytotoxic_managed_toxicity
NCT03619213,dapagliflozin,Heart Failure With Preserved Ejection Fraction,0,0,0,
NCT03138733,daptomycin,Staphylococcus Aureus Bacteremia,0,0,0,
NCT03575104,daridorexant,insomnia,0,0,0,
NCT03100786,dexamethasone,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury,0,0,0,
NCT03396107,dexamethasone,Cesarean Section Complications,0,0,0,
NCT03555929,dexamethasone,Hand Wound; Wrist Wound; Forearm Wound; Hand Fracture; Wrist Fracture; Forearm Fracture,0,0,0,
NCT03598426,dexamethasone,Hypersensitivity Reactions,0,0,0,
NCT03718273,digoxin,Atrial Fibrillation; Heart Diseases,0,0,0,
NCT05761418,dinoprostone,uterine fibroids,0,0,0,
NCT03048422,dolutegravir,HIV infection,0,0,0,
NCT03249181,dolutegravir,HIV-1 infection,0,0,0,
NCT03395639,edoxaban,Cardiac Disease,0,0,0,
NCT03515096,eltrombopag,Thrombocytopenia,0,0,0,
NCT03332212,empagliflozin,Heart Failure,0,0,0,
NCT03429543,empagliflozin,Diabetes,0,0,0,
NCT03448406,empagliflozin,Heart Failure,0,0,0,
NCT03448419,empagliflozin,Heart Failure,0,0,0,
NCT03434197,esflurbiprofen,Osteoarthritis,0,0,0,
NCT03569475,fluoxetine,Major Depressive Disorder,0,0,0,
NCT03591068,fluticasone propionate,nasal polyps,0,0,0,
NCT03296813,furosemide,heart failure,0,0,0,
NCT03449134,gefapixant,chronic cough,0,0,0,
NCT03696108,gefapixant,chronic cough,0,0,0,
NCT03126435,gemcitabine,Metastatic Pancreas Cancer; Locally Advanced Pancreatic Cancer; Pancreatic Adenocarcinoma,1,1,1,cytotoxic_managed_toxicity
NCT03377491,gemcitabine,Pancreas Adenocarcinoma,1,1,1,cytotoxic_managed_toxicity
NCT03629925,gemcitabine,NSCLC,1,1,1,cytotoxic_managed_toxicity
NCT04613726,granisetron,"Vomiting, Postoperative; Postoperative Complications; Hypotension",0,0,0,
NCT03509350,hydrocortisone,Sepsis,0,0,0,
NCT03375515,hydromorphone,Severe Cancer,0,1,0,
NCT03474679,ibrutinib,Graft vs Host Disease,0,0,0,
NCT03404518,ibuprofen,"Outpatient Surgery; Pain, Postoperative",0,0,0,
NCT03571737,ibuprofen,Acute Musculoskeletal Disease; Sprains; Sprains and Strains; Injuries; Emergencies; Trauma; Acute Pain,0,0,0,
NCT03729973,ketamine,Sore Throat,0,0,0,
NCT03585374,ketoprofen,Acute Traumatic Pain,0,0,0,
NCT03485625,ketorolac,pain,0,0,0,
NCT03311945,lamivudine,HIV-1 infection,0,0,0,
NCT03517449,lenvatinib,Advanced Endometrial Cancer,0,1,0,
NCT03443869,letermovir,CMV Disease,0,0,0,
NCT02912988,letrozole,Subfertility,0,0,0,
NCT03750786,leucovorin,Advanced Colorectal Cancer,0,1,0,
NCT03898622,levothyroxine,TSH Control in Patients With Chronic Kidney Disease,0,0,0,
NCT03583333,linezolid,bacterial pneumonia,0,0,0,
NCT03719313,lonafarnib,Hepatitis Delta Virus,0,0,0,
NCT02705573,mannitol,"Kidney Transplantation, Mannitol",0,0,0,
NCT03505489,mannitol,asthma,0,0,0,
NCT03529123,metformin,Type 2 Diabetes,0,0,0,
NCT03841591,metformin,Diabetes,0,0,0,
NCT05451147,metformin,Diabetes Mellitus,0,0,0,
NCT03794505,methylprednisolone acetate,Shoulder Arthritis,0,0,0,
NCT03729362,miglustat,late-onset Pompe disease,0,0,0,
NCT03129646,miltefosine,visceral Leishmaniasis,0,0,0,
NCT03825887,nalbuphine,Mucositis Pain,0,0,0,
NCT03542552,nifedipine,Placenta previa,0,0,0,
NCT03598270,niraparib,Ovarian Cancer,0,1,0,
NCT03336619,nitazoxanide,Influenza,0,0,0,
NCT03605862,nitazoxanide,Enterovirus; Rhinovirus,0,0,0,
NCT03367572,olanzapine,Breast Cancer,0,1,0,
NCT03578081,olanzapine,in Cancer,0,1,0,
NCT03286842,olaparib,Metastatic Breast Cancer,0,1,0,
NCT03402841,olaparib,Ovarian Cancer,0,1,0,
NCT03555188,ondansetron,IBS - Irritable Bowel Syndrome,0,0,0,
NCT03440385,ozanimod,Crohn disease,0,0,0,
NCT03296163,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03337724,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03493854,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03556358,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03594747,paclitaxel,Advanced Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03603184,paclitaxel,Endometrial Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03635489,paclitaxel,Primary Peritoneal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03635567,paclitaxel,Metastatic Cervical Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03866993,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03374800,pantoprazole,"Gastrointestinal Hemorrhage (Clinically Important, Upper)",0,0,0,
NCT03660059,peficitinib,Rheumatoid Arthritis,0,0,0,
NCT03607539,pemetrexed,NSCLC,1,1,1,cytotoxic_managed_toxicity
NCT03663205,pemetrexed,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03575052,pimavanserin,neuropsychiatric symptoms of neurodegenerative disease,0,0,0,
NCT03623321,pimavanserin,neuropsychiatric symptoms of neurodegenerative disease,0,0,0,
NCT01519154,propofol,sedation,0,0,0,
NCT03674008,propofol,Sedation or Anesthesia,0,0,0,
NCT03779061,propofol,sedation,0,0,0,
NCT04034771,propofol,traumatic brain injury,0,0,0,
NCT03661489,remimazolam,"Anesthesia, Intravenous",0,0,0,
NCT03347344,riluzole,spinocerebellar ataxia type 2,0,0,0,
NCT03461757,rimegepant,migraine,0,0,0,
NCT03387670,simvastatin,Multiple Sclerosis,0,0,0,
NCT05576675,sufentanil,Gastrointestinal Surgery,0,0,0,
NCT02802501,tafenoquine,malaria,0,0,0,
NCT03354039,tamoxifen,Duchenne Muscular Dystrophy,0,0,0,
NCT03427125,tenapanor,hyperphosphatemia,0,0,0,
NCT03354429,ticagrelor,Acute Ischaemic Stroke; Transient Ischaemic Attack,0,0,0,
NCT03486457,tofacitinib,Psoriatic Arthritis,0,0,0,
NCT03502616,tofacitinib,Ankylosing Spondylitis,0,0,0,
NCT03255226,tolvaptan,Pediatric Congestive Heart Failure (CHF) Patients With Volume Overload,0,0,0,
NCT03088813,topotecan,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03551626,trametinib,Malignant Melanoma,0,1,0,
NCT02775773,tranexamic acid,Post Partum Haemorrhage,0,0,0,
NCT03364491,tranexamic acid,Obstetrical Complications; Hemorrhage; Labor and Delivery,0,0,0,
NCT03463993,tranexamic acid,Post Partum Hemorrhage,0,0,0,
NCT03505723,tranexamic acid,Perioperative Bleeding; Venous Thrombosis; Arterial Thrombosis,0,0,0,
NCT03565276,tranexamic acid,Post Partum Hemorrhage,0,0,0,
NCT03846973,tranexamic acid,Tranexamic Acid,0,0,0,
NCT03534284,trazodone,Insomnia; End Stage Renal Disease,0,0,0,
NCT02955212,upadacitinib,Rheumatoid Arthritis,0,0,0,
NCT03569293,upadacitinib,atopic dermatitis,0,0,0,
NCT03607422,upadacitinib,atopic dermatitis,0,0,0,
NCT03653026,upadacitinib,ulcerative colitis,0,0,0,
NCT03661138,upadacitinib,atopic dermatitis,0,0,0,
NCT03406156,venetoclax,Chronic Lymphocytic Leukemia,0,1,0,
NCT03583372,vibegron,overactive bladder,0,0,0,
NCT03232398,warfarin,Acute Myocardial Infarction; Left Ventricular Thrombosis; Anticoagulants and Bleeding Disorders,0,0,0,
NCT03734016,zanubrutinib,Chronic Lymphocytic Leukemia,0,1,0,
NCT03465722,avapritinib,GIST,0,0,0,
NCT03675737,capecitabine,Stomach Neoplasms,1,1,1,cytotoxic_managed_toxicity
NCT03403712,dexamethasone,Breast Cancer,0,1,0,
NCT03572933,ganaxolone,CDKL5 deficiency disorder,0,0,0,
NCT03416179,glasdegib,Acute Myeloid Leukemia,0,1,0,
NCT03553498,hydromorphone,pain,0,0,0,
NCT03665779,isosorbide mononitrate,Induction of Labor Affected Fetus / Newborn; Rupture of Membranes Prior to Onset of Labor,0,0,0,
NCT03713593,lenvatinib,Advanced Hepatocellular Carcinoma,0,1,0,
NCT03422328,macitentan,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,0,0,0,
NCT03470545,mavacamten,hypertrophic cardiomyopathy,0,0,0,
NCT03219437,methotrexate,Psoriasis,1,0,1,cytotoxic_managed_toxicity
NCT03691090,paclitaxel,Advanced Esophageal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03515837,pemetrexed,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03149809,solifenacin,Urinary Symptoms in Parkinson Disease,0,0,0,
NCT03334682,spironolactone,acne vulgaris,0,0,0,
NCT03492281,vibegron,overactive bladder,0,0,0,
NCT03009981,abiraterone acetate,Relapsed Prostate Cancer,0,1,0,
NCT03014167,albendazole,filariasis,0,0,0,
NCT03137303,albuterol,COPD,0,0,0,
NCT03185065,amantadine,Multiple Sclerosis,0,0,0,
NCT02924285,amiodarone,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,0,0,0,
NCT02933697,apixaban,Atrial Fibrillation; End-stage Kidney Disease,0,0,0,
NCT03045406,apixaban,With Cancer,0,1,0,
NCT03080883,apixaban,Secondary Cancer,0,1,0,
NCT03123471,apremilast,psoriasis,0,0,0,
NCT03106779,asciminib,Chronic Myelogenous Leukemia,0,1,0,
NCT03179631,ataluren,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Disease; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",0,0,0,
NCT02850081,atorvastatin,Carotid Artery Stenosis; Strokes,0,0,0,
NCT03268954,azacitidine,Participants With Higher-Risk Myelodysplastic Syndrome,1,0,1,cytotoxic_managed_toxicity
NCT03334396,baricitinib,Atopic Dermatitis,0,0,0,
NCT03334422,baricitinib,Atopic Dermatitis,0,0,0,
NCT03337308,bempedoic acid,Hyperlipidemias,0,0,0,
NCT03100318,benzbromarone,hyperuricemia,0,0,0,
NCT03257865,brexpiprazole,bipolar I disorder,0,0,0,
NCT03259555,brexpiprazole,bipolar I disorder,0,0,0,
NCT03287869,brexpiprazole,bipolar I disorder,0,0,0,
NCT03083665,brivaracetam,epilepsy,0,0,0,
NCT03250377,brivaracetam,epilepsy,0,0,0,
NCT03009500,bupivacaine,Chronic Peripheral Post-traumatic Neuropathic Pain,0,0,0,
NCT03027661,bupivacaine,Pain,0,0,0,
NCT02526212,buprenorphine,opioid use disorder,0,0,0,
NCT03232346,buprenorphine,opioid use disorder,0,0,0,
NCT03006705,capecitabine,Gastric Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03084939,capecitabine,Metastatic Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03032380,cefiderocol,Healthcare-associated Pneumonia (HCAP); Hospital Acquired Pneumonia (HAP); Ventilator Associated Pneumonia (VAP),0,0,0,
NCT03269994,cefoxitin,pancreatic cancer,0,1,0,
NCT03294395,ceftriaxone,gonorrhea,0,0,0,
NCT03396588,clonidine,neonatal abstinence syndrome,0,0,0,
NCT02814916,dalbavancin,Methicillin-Resistant Staphylococcus Aureus; Bacterial Infections; Staphylococcal Skin Infections,0,0,0,
NCT02984644,dapagliflozin,Type II; Diabetes,0,0,0,
NCT03036124,dapagliflozin,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),0,0,0,
NCT03036150,dapagliflozin,Chronic Kidney Disease,0,0,0,
NCT03199053,dapagliflozin,Type 2 Diabetes Mellitus,0,0,0,
NCT03029208,daprodustat,anemia,0,0,0,
NCT03011905,dexamethasone,"Brachial Plexus Block; Pain, Postoperative",0,0,0,
NCT03029234,dexamethasone,Multiple Myeloma,0,1,0,
NCT03092817,dexamethasone,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury; HIV; IRIS,0,0,0,
NCT03158688,dexamethasone,Multiple Myeloma,0,1,0,
NCT03218553,dexamethasone,Major Non-cardiac Surgery,0,0,0,
NCT03234972,dexamethasone,Multiple Myeloma,0,1,0,
NCT03001661,dinoprostone,Induction of Labor Affected Fetus / Newborn,0,0,0,
NCT03067597,dinoprostone,cervical ripening,0,0,0,
NCT03067727,dinoprostone,cervical ripening,0,0,0,
NCT02976259,dolutegravir,HIV infection,0,0,0,
NCT02987530,dolutegravir,HIV-1 infection,0,0,0,
NCT03122262,dolutegravir,HIV-1 infection,0,0,0,
NCT03176693,doxazosin,pheochromocytoma and paraganglioma,0,1,0,
NCT02798471,edoxaban,Venous Thromboembolism (VTE); Pulmonary Embolism; Deep Vein Thrombosis (DVT),0,0,0,
NCT02866175,edoxaban,Atrial Fibrillation,0,0,0,
NCT02942576,edoxaban,Atrial Fibrillation,0,0,0,
NCT03244319,edoxaban,MV(Mitral Valve) Repair,0,0,0,
NCT03057951,empagliflozin,Heart Failure,0,0,0,
NCT03057977,empagliflozin,Heart Failure,0,0,0,
NCT03151343,empagliflozin,Type2 Diabetes Mellitus,0,0,0,
NCT03066804,enalapril,Heart Failure With Preserved Ejection Fraction,0,0,0,
NCT03265574,enalapril,Breast Cancer,0,1,0,
NCT03016312,enzalutamide,Prostrate Cancer,0,1,0,
NCT03032510,eravacycline,complicated urinary tract infection,0,0,0,
NCT03264547,eribulin,Breast Cancer,0,1,0,
NCT03039192,esketamine,Major Depressive Disorder,0,0,0,
NCT03097133,esketamine,Major Depressive Disorder,0,0,0,
NCT03066778,etoposide,Participants With Extensive Stage Small Cell Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT04414800,fentanyl,"Multiple Trauma; Pain, Acute",0,0,0,
NCT03025308,filgotinib,Rheumatoid Arthritis,0,0,0,
NCT03143153,fluorouracil,Esophageal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT04628325,furosemide,congestive heart failure,0,0,0,
NCT03269344,gabapentin,Oropharyngeal Cancer,0,1,0,
NCT03128515,hydroxyurea,Sickle Cell Anemia; Sickle Cell Disease; Malaria,0,0,0,
NCT03053440,ibrutinib,Waldenström's Macroglobulinemia,0,0,0,
NCT03112174,ibrutinib,Cell Lymphoma,0,1,0,
NCT02863575,ibuprofen,Pain,0,0,0,
NCT04037514,ibuprofen,Patent Ductus Arteriosus After Premature Birth,0,0,0,
NCT03068312,ivacaftor,cystic fibrosis,0,0,0,
NCT03150719,ivacaftor,cystic fibrosis,0,0,0,
NCT02892916,ketamine,Post Operative Cognitive Dysfunction,0,0,0,
NCT02920528,ketamine,Treatment of Acute Pain,0,0,0,
NCT03104140,ketamine,Septic Shock,0,0,0,
NCT03320486,ketoconazole,tinea pedis,0,0,0,
NCT03050307,lansoprazole,Gastric Ulcer,0,0,0,
NCT03050359,lansoprazole,Duodenal Ulcer,0,0,0,
NCT02966093,lenvatinib,Thyroid Cancer,0,1,0,
NCT02818738,levamisole hydrochloride,Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome,0,0,0,
NCT03340064,levetiracetam,Partial Seizures,0,0,0,
NCT03277690,levoketoconazole,Cushing syndrome,0,0,0,
NCT02720198,levomilnacipran,Major Depressive Disorder,0,0,0,
NCT03086486,linezolid,tuberculosis,0,0,0,
NCT03097861,lubiprostone,chronic idiopathic constipation,0,0,0,
NCT03249376,lumateperone,Depression,0,0,0,
NCT02932410,macitentan,Pulmonary Arterial Hypertension,0,0,0,
NCT02927067,maribavir,Cytomegalovirus (CMV),0,0,0,
NCT03066830,metformin,Type 2 Diabetes Mellitus,0,0,0,
NCT03130426,metformin,Type 2 Diabetes,0,0,0,
NCT03214380,metformin,Type 2 Diabetes,0,0,0,
NCT03268005,metformin,Type 2 Diabetes,0,0,0,
NCT03309007,metformin,diabetes,0,0,0,
NCT02980276,metformin,Reduction of Gestational Diabetes,0,0,0,
NCT03215056,methoxyflurane,Pain,0,0,0,
NCT03256903,methoxyflurane,Trauma Pain,0,0,0,
NCT02700685,methylphenidate,attention deficit hyperactivity disorder,0,0,0,
NCT03229538,methylprednisolone,Congenital Heart Disease in Children; Inflammatory Response,0,0,0,
NCT03220958,metoclopramide,Post-Traumatic Headache,0,0,0,
NCT03069677,midazolam,Anxiety,0,0,0,
NCT03031184,mirtazapine,Dementia,0,0,0,
NCT03148574,misoprostol,postpartum hemorrhage,0,0,0,
NCT03085797,mometasone furoate,chronic rhinosinusitis with nasal polyps,0,0,0,
NCT02990286,mycophenolate mofetil,"Lung Disease, Interstitial",0,0,0,
NCT03156452,mycophenolate mofetil,Immune Thrombocytopenia,0,0,0,
NCT03248037,netarsudil,Fuchs' endothelial dystrophy,0,0,0,
NCT03091699,nicotine,smoking cessation,0,0,0,
NCT02999178,nintedanib,"Lung Diseases, Interstitial",0,0,0,
NCT03313180,nintedanib,"Lung Diseases, Interstitial",0,0,0,
NCT03187769,olanzapine,Schizophrenia; Schizophreniform Disorders; Bipolar I Disorder,0,0,0,
NCT03219710,olanzapine,Chemotherapy-induced Nausea and Vomiting,0,0,0,
NCT03205228,omeprazole,Globus,0,0,0,
NCT03352323,oxymetazoline,rosacea,0,0,0,
NCT02898077,paclitaxel,Gastroesophageal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03036488,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03038100,paclitaxel,Primary Peritoneal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03064126,paclitaxel,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",1,0,1,cytotoxic_managed_toxicity
NCT03117049,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03125902,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03169335,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03329911,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03875092,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT06781073,paclitaxel,Cervical Carcinoma,1,1,1,cytotoxic_managed_toxicity
NCT03312634,palovarotene,fibrodysplasia ossificans progressiva,0,0,0,
NCT02929563,pantoprazole,Gastrointestinal Hemorrhage,0,0,0,
NCT02864251,pemetrexed,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03134872,pemetrexed,NSCLC,1,1,1,cytotoxic_managed_toxicity
NCT03065075,phenazopyridine,urinary retention,0,0,0,
NCT03374956,phentermine,Obesity,0,0,0,
NCT03208933,pirfenidone,Idiopathic Pulmonary Fibrosis,0,0,0,
NCT03232073,ponesimod,Multiple Sclerosis,0,0,0,
NCT02961257,prednisone,Prostate Cancer Metastatic,0,1,0,
NCT03070522,prednisone,Cystic Fibrosis Pulmonary Exacerbation,0,0,0,
NCT03022240,propofol,Cognitive Change; Behavior,0,0,0,
NCT03425474,propofol,sedation,0,0,0,
NCT02947269,prucalopride,postoperative ileus,0,0,0,
NCT03029689,raltegravir,HIV infection,0,0,0,
NCT03065309,remifentanil,hypotension,0,0,0,
NCT03669484,remimazolam,General Anaesthesia,0,0,0,
NCT03235479,rimegepant,migraine,0,0,0,
NCT03237845,rimegepant,migraine,0,0,0,
NCT03055026,rivaroxaban,Extended Antithrombotic Prophylaxis After Laparoscopic Surgery for Colorectal Cancer,0,1,0,
NCT03181386,rivaroxaban,Atrial Fibrillation; Periodontal Disease; Hemorrhage,0,0,0,
NCT04569279,rivaroxaban,Cerebral Vein Thrombosis,0,0,0,
NCT02959476,ropivacaine,Pain,0,0,0,
NCT02855944,rucaparib,Primary Peritoneal Cancer,0,1,0,
NCT02975934,rucaparib,Prostate Cancer,0,1,0,
NCT03112603,ruxolitinib,Graft-versus-host Disease (GVHD),0,0,0,
NCT03110562,selinexor,Multiple Myeloma,0,1,0,
NCT02713945,simvastatin,Noonan Syndrome,0,0,0,
NCT03061214,sitagliptin,Type 2 Diabetes,0,0,0,
NCT03076112,sitagliptin,Type 2 Diabetes,0,0,0,
NCT03115112,sitagliptin,Type 2 Diabetes,0,0,0,
NCT03995485,sofosbuvir,hepatitis C virus infection,0,0,0,
NCT03242018,sotagliflozin,Type 2 Diabetes,0,0,0,
NCT03242252,sotagliflozin,Type 2 Diabetes,0,0,0,
NCT03285594,sotagliflozin,Type 2 Diabetes Mellitus,0,0,0,
NCT03351478,sotagliflozin,Type 2 Diabetes Mellitus,0,0,0,
NCT03260894,sunitinib,Renal Cell Carcinoma (RCC),0,1,0,
NCT03373201,tasimelteon,insomnia,0,0,0,
NCT03277248,teriflunomide,Multiple Sclerosis,0,0,0,
NCT03277261,teriflunomide,Multiple Sclerosis,0,0,0,
NCT02617290,ticagrelor,Coronary Artery Disease; Myocardial Ischemia; Myocardial Infarction; Stent Thrombosis; Cardiovascular Diseases,0,0,0,
NCT02997358,trabectedin,leiomyosarcoma,1,1,1,cytotoxic_managed_toxicity
NCT03290378,tramadol,Pain Management,0,0,0,
NCT03395808,tramadol,Pain Management,0,0,0,
NCT03191903,triamcinolone hexacetonide,Osteoarthritis,0,0,0,
NCT03390036,triamcinolone hexacetonide,Osteoarthritis,0,0,0,
NCT03118297,ulipristal acetate,contraception,0,0,0,
NCT03086343,upadacitinib,Rheumatoid Arthritis,0,0,0,
NCT03104374,upadacitinib,Psoriatic Arthritis,0,0,0,
NCT03104400,upadacitinib,Psoriatic Arthritis,0,0,0,
NCT03345836,upadacitinib,Crohn's disease,0,0,0,
NCT03345849,upadacitinib,Crohn's disease,0,0,0,
NCT02957786,varenicline,smoking cessation,0,0,0,
NCT03262662,varenicline,tobacco use disorder,0,0,0,
