NCT_ID,Drug_Clean,Disease,is_cytotoxic,disease_is_oncology,safety_cytotoxic_cap,cap_reason
NCT02572986,permethrin,scabies,0,0,0,
NCT02371369,pexidartinib,tenosynovial giant cell tumor,0,1,0,
NCT03650270,phenobarbital,status epilepticus,0,0,0,
NCT03141970,prednisolone,Nephrotic Syndrome,0,0,0,
NCT03298061,prednisolone,Churg-Strauss Syndrome; Eosinophilic Granulomatosis With Polyangiitis,0,0,0,
NCT02457221,prednisone,Lupus Nephritis,0,0,0,
NCT02290873,remimazolam,Colonoscopy,0,0,0,
NCT02296892,remimazolam,Bronchoscopy,0,0,0,
NCT02532647,remimazolam,Colonoscopy,0,0,0,
NCT02442284,ribavirin,Cirrhosis,0,0,0,
NCT02422615,ribociclib,Advanced Breast Cancer,0,1,0,
NCT02469155,risperidone,Schizophrenia,0,0,0,
NCT02164578,rivaroxaban,Type 2 Diabetic Patients,0,0,0,
NCT02486445,rivaroxaban,Deep Venous Thrombosis,0,0,0,
NCT02555878,rivaroxaban,Ambulatory Cancer,0,1,0,
NCT04122547,roflumilast,bronchiectasis,0,0,0,
NCT02408393,ropivacaine,Breast Cancer,0,1,0,
NCT02410317,ropivacaine,pain,0,0,0,
NCT02273726,roxadustat,anemia of chronic kidney disease,0,0,0,
NCT02413346,sarecycline,acne vulgaris,0,0,0,
NCT02471183,selexipag,Pulmonary Arterial Hypertension,0,0,0,
NCT01802385,sertraline,Cryptococcal Meningitis; Fungal Meningitis,0,0,0,
NCT02532855,sitagliptin,Type 2 Diabetes Mellitus,0,0,0,
NCT02536248,sitagliptin,Type 2 Diabetes Mellitus,0,0,0,
NCT02564211,sitagliptin,Type 2 Diabetes Mellitus,0,0,0,
NCT02577003,sitagliptin,Type 2 Diabetes Mellitus,0,0,0,
NCT02577016,sitagliptin,Type 2 Diabetes Mellitus,0,0,0,
NCT02250807,sofosbuvir,hepatitis C virus infection,0,0,0,
NCT02384941,sotagliflozin,Type 1 Diabetes Mellitus,0,0,0,
NCT02421510,sotagliflozin,Type 1 Diabetes Mellitus,0,0,0,
NCT02531035,sotagliflozin,Type 1 Diabetes,0,0,0,
NCT02420821,sunitinib,Cell Carcinoma,0,1,0,
NCT02216123,tafenoquine,"Malaria, Vivax",0,0,0,
NCT02486653,tamsulosin,Urinary Retention; Urinary Tract Infections,0,0,0,
NCT02604446,tapentadol,Pre- and Postoperative Pain,0,0,0,
NCT03566316,telmisartan,Hypertension With Hyperlipidemia,0,0,0,
NCT02621892,tenapanor,irritable bowel syndrome,0,0,0,
NCT02686138,tenapanor,irritable bowel syndrome,0,0,0,
NCT02354222,teneligliptin,Type 2 Diabetes,0,0,0,
NCT02354235,teneligliptin,Type 2 Diabetes,0,0,0,
NCT02567994,teneligliptin,type 2 diabetes mellitus,0,0,0,
NCT02587195,teriflunomide,Multiple Sclerosis,0,0,0,
NCT02367105,testosterone,male hypogonadism,0,0,0,
NCT02325466,ticagrelor,Type 2 Diabetes,0,0,0,
NCT02675205,ticagrelor,Cerebral Aneurysm,0,0,0,
NCT02518139,tiotropium,Chronic Obstructive Pulmonary Disease,0,0,0,
NCT03803124,tolvaptan,"Polycystic Kidney, Autosomal Dominant",0,0,0,
NCT02421588,topotecan,Ovarian Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02481830,topotecan,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02672527,trabectedin,With Sarcoma,1,1,1,cytotoxic_managed_toxicity
NCT02086500,tranexamic acid,Traumatic Hemorrhage,0,0,0,
NCT02302456,tranexamic acid,Immediate Postpartum Hemorrhage,0,0,0,
NCT02546648,tranexamic acid,Atherosclerotic Disease; Perioperative Bleeding,0,0,0,
NCT03469947,tranexamic acid,Hemorrhagic Shock; Trauma Injury,0,0,0,
NCT02675426,upadacitinib,Rheumatoid Arthritis,0,0,0,
NCT02648347,vadadustat,anemia,0,0,0,
NCT02607618,vancomycin,Skin Structures and Soft Tissue Infections,0,0,0,
NCT02372799,vilazodone,Major Depressive Disorder,0,0,0,
NCT02436239,vilazodone,Major Depressive Disorder,0,0,0,
NCT02389816,vortioxetine,Major Depressive Disorder,0,0,0,
NCT02920905,atracurium,postoperative pain,0,0,0,
NCT03687515,budesonide,Chronic Rhinosinusitis With Polyposis,0,0,0,
NCT02460419,capecitabine,Metastatic Nasopharyngeal Carcinoma,1,1,1,cytotoxic_managed_toxicity
NCT02551094,colchicine,coronary artery disease,0,0,0,
NCT02476617,dasabuvir,hepatitis C virus infection,0,0,0,
NCT02582632,dasabuvir,hepatitis C virus infection,0,0,0,
NCT02989519,dydrogesterone,preterm labor and delivery,0,0,0,
NCT02395653,fentanyl,Acute Post-op Pain,0,0,0,
NCT02059499,fluorouracil,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,1,0,1,cytotoxic_managed_toxicity
NCT02523820,fluticasone propionate,stridor,0,0,0,
NCT02421939,gilteritinib,Acute Myeloid Leukemia,0,1,0,
NCT02285062,lenalidomide,cell Lymphoma,0,1,0,
NCT02570490,linezolid,skin and soft tissue bacterial infection,0,0,0,
NCT02491333,metformin,Polycystic Ovary Syndrome; Insulin Resistance,0,0,0,
NCT02297945,metyrapone,Cushing syndrome,0,0,0,
NCT02332447,naloxone,epilepsy,0,0,0,
NCT02370498,paclitaxel,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,1,1,1,cytotoxic_managed_toxicity
NCT02425644,ponesimod,MUltiple Sclerosis,0,0,0,
NCT03349333,pralatrexate,unspecified peripheral T-cell lymphoma,1,1,1,cytotoxic_managed_toxicity
NCT02492282,propofol,"Anesthesia, General; Anesthesia, Intravenous",0,0,0,
NCT02442271,ribavirin,hepatitis C virus infection,0,0,0,
NCT02517528,ribavirin,hepatitis C virus infection,0,0,0,
NCT02609659,ribavirin,hepatitis C virus infection,0,0,0,
NCT02821169,ropivacaine,Pain,0,0,0,
NCT02296138,tiotropium,Chronic Obstructive Pulmonary Disease,0,0,0,
NCT02566967,tofacitinib,Rheumatoid Arthritis,0,0,0,
NCT02600611,vancomycin,Skin Structures and Soft Tissue Infections,0,0,0,
NCT04056754,abiraterone acetate,Prostate Cancer,0,1,0,
NCT02044380,afatinib,Lung Cancer,0,1,0,
NCT02075840,alectinib,Anaplastic Lymphoma,0,1,0,
NCT02017171,allopurinol,Type 1 Diabetes,0,0,0,
NCT02132767,amiodarone,atrial fibrillation,0,0,0,
NCT02896621,amlodipine,Hypertension; Sleep Apnea,0,0,0,
NCT02066454,apixaban,Myeloma; Venous Thromboembolism,0,1,0,
NCT02307513,apremilast,Behcet syndrome,0,0,0,
NCT01995266,asunaprevir,hepatitis C virus infection,0,0,0,
NCT02135029,atorvastatin,Hyperlipidemia,0,0,0,
NCT02189837,atorvastatin,Primary Hyperlipidemia and Mixed Dyslipidemia,0,0,0,
NCT02203916,azilsartan medoxomil,essential hypertension,0,0,0,
NCT02265705,baricitinib,Rheumatoid Arthritis,0,0,0,
NCT02139644,beclomethasone dipropionate,asthma,0,0,0,
NCT02130557,bosutinib,Chronic Myelogenous Leukemia,0,1,0,
NCT02054702,brexpiprazole,schizophrenia,0,0,0,
NCT02289352,brimonidine,rosacea,0,0,0,
NCT02087306,brincidofovir,adenovirus infection,0,0,0,
NCT01738178,caffeine,Parkinson's Disease,0,0,0,
NCT02114359,capecitabine,Advanced Gastric Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02253459,capecitabine,Metastatic Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02108366,celecoxib,"Influenza, Human",0,0,0,
NCT02001012,chloroquine,Uncomplicated Knowlesi Malaria,0,0,0,
NCT02155881,ciclesonide,seasonal allergic rhinitis,0,0,0,
NCT02068846,ciprofloxacin,HIV; Salivary Gland Disease; Benign Lymphoepithelial Lesion,0,0,0,
NCT02300220,ciprofloxacin,COPD,0,0,0,
NCT02625753,codeine,PRK Post-operative Pain,0,0,0,
NCT02282098,colchicine,atrial fibrillation,0,0,0,
NCT02319135,cytarabine,Acute Myeloid Leukemia,1,1,1,cytotoxic_managed_toxicity
NCT01974752,dacarbazine,Metastatic Uveal Melanoma,1,1,1,cytotoxic_managed_toxicity
NCT02032875,daclatasvir,hepatitis C virus infection,0,0,0,
NCT02032888,daclatasvir,hepatitis C virus infection,0,0,0,
NCT02032901,daclatasvir,hepatitis C virus infection,0,0,0,
NCT02282709,daclatasvir,hepatitis C virus infection,0,0,0,
NCT02127970,dalbavancin,Cellulitis,0,0,0,
NCT02096705,dapagliflozin,Diabetes,0,0,0,
NCT02229396,dapagliflozin,Diabetes Mellitus,0,0,0,
NCT02268214,dapagliflozin,Type 1 Diabetes,0,0,0,
NCT02284893,dapagliflozin,Type 2 Diabetes,0,0,0,
NCT02383238,dapagliflozin,Diabetes Mellitus Type 2,0,0,0,
NCT02142075,daptomycin,Renal Failure; Critical Care; Gram Positive Bacteria,0,0,0,
NCT02143570,darifenacin,overactive bladder,0,0,0,
NCT02216422,dasabuvir,hepatitis C virus infection,0,0,0,
NCT02219503,dasabuvir,hepatitis C virus infection,0,0,0,
NCT02214407,decitabine,MDS,1,0,1,cytotoxic_managed_toxicity
NCT01825512,deferiprone,microcytic anemia with liver iron overload,0,0,0,
NCT02035267,deoxycholic acid,submental fat,0,0,0,
NCT01971645,dexamethasone,Knee Injury,0,0,0,
NCT02034019,dexamethasone,Treatment of Ocular Inflammation and Pain,0,0,0,
NCT02089113,dexamethasone,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,0,0,0,
NCT02136134,dexamethasone,Multiple Myeloma,0,1,0,
NCT02215980,dexamethasone,MULTIPLE MYELOMA,0,1,0,
NCT02133105,dobutamine,cardiorenal syndrome,0,0,0,
NCT02275780,doravirine,HIV-1,0,0,0,
NCT02248480,duloxetine,Osteoarthritis,0,0,0,
NCT02014584,dutasteride,alopecia,0,0,0,
NCT02072434,edoxaban,Atrial Fibrillation,0,0,0,
NCT02471963,empagliflozin,Diabetes Mellitus Type 2,0,0,0,
NCT02288247,enzalutamide,Prostate Cancer,0,1,0,
NCT02294461,enzalutamide,Metastatic Prostate Cancer,0,1,0,
NCT02807298,epinephrine,Irreversible Pulpitis,0,0,0,
NCT01978938,eravacycline,complicated urinary tract infection,0,0,0,
NCT02226003,ertugliflozin,Type 2 Diabetes Mellitus,0,0,0,
NCT02157376,esomeprazole,Stress Ulcer Prophylaxis,0,0,0,
NCT02253173,estradiol,Vulvovaginal Atrophy; Menopause; Dyspareunia; Painful Intercourse,0,0,0,
NCT02750917,etoricoxib,pain,0,0,0,
NCT03288038,ezetimibe,Hypercholesterolemia,0,0,0,
NCT02262143,fenofibrate,mixed dyslipidemia,0,0,0,
NCT02145975,fentanyl,Postoperative Pain,0,0,0,
NCT02327936,fesoterodine,Overactive Bladder Syndrome,0,0,0,
NCT02683213,fluoxetine,Stroke,0,0,0,
NCT04332978,fluticasone propionate,perennial allergic rhinitis,0,0,0,
NCT02077192,fostamatinib,immune thrombocytopenia,0,0,0,
NCT02076399,fostamatinib,immune thrombocytopenia,0,0,0,
NCT01964430,gemcitabine,Patients With Resected Pancreatic Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02043288,gemcitabine,Pancreatic Cancer,1,1,1,cytotoxic_managed_toxicity
NCT03766295,gemcitabine,Pancreatic Cancer,1,1,1,cytotoxic_managed_toxicity
NCT01954056,hydrocortisone,"Infant, Newborn, Diseases; Cardiovascular Insufficiency",0,0,0,
NCT02095990,hydroquinone,melasma,0,0,0,
NCT01976416,hydroxyurea,Sickle Cell Anemia; Sickle Cell Disease; Malaria,0,0,0,
NCT02165397,ibrutinib,Waldenström's Macroglobulinemia,0,0,0,
NCT02264574,ibrutinib,Chronic Lymphocytic Leukemia,0,1,0,
NCT02863718,ibrutinib,Risk of Disease,0,0,0,
NCT02168842,isradipine,Parkinson Disease,0,0,0,
NCT02181413,ixazomib citrate,Multiple Myeloma,0,1,0,
NCT02021240,ketamine,Post-operative Pain,0,0,0,
NCT01911975,lacosamide,sodium channelopathy-related small fiber neuropathy,0,0,0,
NCT01964560,lacosamide,epilepsy,0,0,0,
NCT02124564,lacosamide,epilepsy,0,0,0,
NCT02263079,lamivudine,chronic hepatitis B virus infection,0,0,0,
NCT01996865,lenalidomide,Cell Lymphoma,0,1,0,
NCT02112175,lenalidomide,Multiple Myeloma,0,1,0,
NCT02128061,lenalidomide,Diffuse Large B Cell Lymphoma,0,1,0,
NCT02137772,letermovir,cytomegalovirus infection,0,0,0,
NCT02739516,letrozole,Unexplained Infertility,0,0,0,
NCT02073773,levodopa,Ischaemic Stroke,0,0,0,
NCT01838551,levoketoconazole,Cushing syndrome,0,0,0,
NCT02217267,lidocaine,peripheral neuropathy,0,0,0,
NCT02726737,lidocaine,Local Anesthesia,0,0,0,
NCT02284516,lifitegrast,dry eye syndrome,0,0,0,
NCT02015299,linagliptin,Diabetes,0,0,0,
NCT02066402,linezolid,gram-positive bacterial infections,0,0,0,
NCT02008565,loperamide,fecal incontinence,0,0,0,
NCT02239380,lorazepam,Status Epilepticus,0,0,0,
NCT02232763,losartan,Proteinuria,0,0,0,
NCT02232776,losartan,"Glomerulonephritis, IGA",0,0,0,
NCT02248961,losartan,Arterial Hypertension,0,0,0,
NCT02138136,lubiprostone,functional constipation,0,0,0,
NCT01955187,methylprednisolone,MEMBRANOUS NEPHROPATHY,0,0,0,
NCT02112487,macitentan,Pulmonary Arterial Hypertension,0,0,0,
NCT02034162,mebendazole,helminth infection,0,0,0,
NCT02070757,meropenem,Healthcare-Associated Pneumonia; Ventilator-Associated Pneumonia; Lung Diseases,0,0,0,
NCT03477422,meropenem,Urinary Tract Infection Complicated; Acute Pyelonephritis,0,0,0,
NCT02280629,mesalamine,ulcerative colitis,0,0,0,
NCT02040376,metformin,Brain Tumor Treated With Cranial or Cranial-Spinal Radiation,0,1,0,
NCT02045290,metformin,Type 1 Diabetes,0,0,0,
NCT02058147,metformin,Type 2 Diabetes,0,0,0,
NCT02152371,metformin,Diabetes,0,0,0,
NCT01386671,metformin,Type 2 Diabetes,0,0,0,
NCT02068443,metformin,Type 2 Diabetes Mellitus,0,0,0,
NCT01987479,methotrexate,Rheumatoid Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02001987,methotrexate,Rheumatoid Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02037191,methotrexate,ALOPECIA AREATA,1,0,1,cytotoxic_managed_toxicity
NCT02046603,methotrexate,Rheumatoid Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02046616,methotrexate,Rheumatoid Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02065713,methotrexate,Psoriatic Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02105636,methotrexate,Neck Carcinoma,1,1,1,cytotoxic_managed_toxicity
NCT02151851,methotrexate,Rheumatoid Arthritis,1,0,1,cytotoxic_managed_toxicity
NCT02152696,methotrexate,Persistent Pregnancy of Unknown Location; Ectopic Pregnancy,1,0,1,cytotoxic_managed_toxicity
NCT02196701,methotrexate,Psoriasis,1,0,1,cytotoxic_managed_toxicity
NCT02252042,methotrexate,Recurrent or Metastatic Head and Neck Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02277444,methotrexate,"Arthritis, Juvenile",1,0,1,cytotoxic_managed_toxicity
NCT03311425,methylprednisolone,Dysphagia,0,0,0,
NCT02096900,midazolam,Parental/Caregiver Anxiety; Child's Anxiety,0,0,0,
NCT02250703,midazolam,Preoperative Sedation,0,0,0,
NCT02325583,midazolam,epilepsy,0,0,0,
NCT02307565,midodrine,spinal cord injury,0,0,0,
NCT02012491,mifepristone,spontaneous abortion,0,0,0,
NCT02011958,miltefosine,visceral Leishmaniasis,0,0,0,
NCT02193022,miltefosine,post-kala-azar dermal leishmaniasis,0,0,0,
NCT02045862,mirabegron,Urinary Bladder Overactive; Overactive Bladder; Urgency Incontinence; Urinary Bladder Diseases\Urologic Diseases,0,0,0,
NCT02336750,mirtazapine,Breast Cancer,0,1,0,
NCT02101268,momelotinib,primary myelofibrosis,0,0,0,
NCT01951885,mycophenolate mofetil,Chronic Myelogenous Leukemia; Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Acute Biphenotypic Leukemia; Myelodysplastic Syndrome; Myeloproliferative Neoplasm; Non-Hodgkin Lymphoma; Hodgkins Disease; Chronic Lymphocytic Leukemia; Multiple Myeloma,0,1,0,
NCT02334488,mycophenolic acid,Chronic Kidney Disease,0,0,0,
NCT01959074,naftopidil,ureteral stent-related symptoms,0,0,0,
NCT02132533,nifedipine,preterm labor and delivery,0,0,0,
NCT02272777,nilotinib,Chronic Myelogenous Leukemia,0,1,0,
NCT02323529,nitisinone,tyrosinemia type I,0,0,0,
NCT02479529,norepinephrine,Vasoplegic syndrome,0,0,0,
NCT03106454,norethindrone,contraception,0,0,0,
NCT02116530,olanzapine,With Cancer,0,1,0,
NCT02184195,olaparib,Pancreatic Cancer,0,1,0,
NCT02161146,olopatadine,allergic conjunctivitis,0,0,0,
NCT03362281,omeprazole,Peptic Ulcer Hemorrhage,0,0,0,
NCT02294058,ozanimod,Multiple Sclerosis,0,0,0,
NCT02090764,ozenoxacin,impetigo,0,0,0,
NCT01964391,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT01966471,paclitaxel,Primary Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT01989676,paclitaxel,Metastatic Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02032277,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02106546,paclitaxel,Lung Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02125344,paclitaxel,Neoadjuvant Treatment of Patients With High-risk Early Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02163694,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02178956,paclitaxel,Junction Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02194166,paclitaxel,Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02214381,paclitaxel,Early Primary Breast Cancer,1,1,1,cytotoxic_managed_toxicity
NCT02305849,peficitinib,Rheumatoid Arthritis,0,0,0,
NCT02308163,peficitinib,Rheumatoid Arthritis,0,0,0,
NCT02304783,piroxicam,Renal Colic,0,0,0,
NCT01774838,prasugrel,Acute Coronary Syndrome; Unstable Angina,0,0,0,
NCT02000336,prednisolone,Rheumatoid Arthritis,0,0,0,
NCT03761225,prednisone,Prostate Cancer,0,1,0,
NCT02259426,primaquine,malaria,0,0,0,
NCT02131233,raltegravir,HIV infection,0,0,0,
NCT03764267,remifentanil,Breast Diseases,0,0,0,
NCT02006745,ribavirin,HIV infection,0,0,0,
NCT02023112,ribavirin,hepatitis C virus infection,0,0,0,
NCT02105701,ribavirin,hepatitis C virus infection,0,0,0,
NCT03090035,ribavirin,hepatitis C virus infection,0,0,0,
NCT02278120,ribociclib,Advanced Breast Cancer,0,1,0,
NCT02109562,risperidone,Schizophrenia,0,0,0,
NCT02123524,rivaroxaban,Symptomatic Superficial Vein Thrombosis,0,0,0,
NCT02165826,roflumilast,COPD,0,0,0,
NCT02340520,roflumilast,COPD,0,0,0,
NCT02154763,ropivacaine,Bariatric Surgery Candidate,0,0,0,
NCT02256228,ropivacaine,Pain,0,0,0,
NCT02021318,roxadustat,anemia of chronic kidney disease,0,0,0,
NCT02052310,roxadustat,anemia of chronic kidney disease,0,0,0,
NCT02174627,roxadustat,anemia,0,0,0,
NCT02174731,roxadustat,anemia,0,0,0,
NCT02278341,roxadustat,anemia,0,0,0,
NCT01968213,rucaparib,Ovarian Cancer,0,1,0,
NCT02038036,ruxolitinib,Polycythemia Vera,0,0,0,
NCT02087059,ruxolitinib,Primary Myelofibrosis (MF),0,0,0,
NCT02292446,ruxolitinib,Polycythemia Vera,0,0,0,
NCT02320149,sarecycline,acne vulgaris,0,0,0,
NCT02322866,sarecycline,acne vulgaris,0,0,0,
NCT02067949,simvastatin,Critical Illness,0,0,0,
NCT02173457,sitagliptin,Type 2 Diabetes,0,0,0,
NCT02074514,sofosbuvir,hepatitis C virus infection,0,0,0,
NCT02231749,sunitinib,Cell Carcinoma,0,1,0,
NCT01824290,tadalafil,"Hypertension, Pulmonary",0,0,0,
NCT02019420,tedizolid phosphate,pneumonia,0,0,0,
NCT02201108,teriflunomide,Multiple Sclerosis,0,0,0,
NCT02203253,thalidomide,Neoplasms,0,1,0,
NCT01930591,ticagrelor,Acute Myocardial Infarction,0,0,0,
NCT01911364,tiotropium,Chronic Obstructive Pulmonary Disease,0,0,0,
NCT01976364,tofacitinib,Psoriatic Arthritis,0,0,0,
NCT02281552,tofacitinib,Rheumatoid Arthritis,0,0,0,
NCT02251275,tolvaptan,"Polycystic Kidney, Autosomal Dominant",0,0,0,
NCT02201251,topiramate,Epilepsy,0,0,0,
NCT01651182,tranexamic acid,Cancer; Tumour; Surgery,0,1,0,
NCT02125890,tranexamic acid,Abdominal Aortic Aneurysms,0,0,0,
NCT02187120,tranexamic acid,Wounds and Injuries; Acute Coagulopathy,0,0,0,
NCT02393300,tranexamic acid,Total Blood Loss,0,0,0,
NCT02022930,triamcinolone acetonide,Osteoarthritis,0,0,0,
NCT02873026,triamcinolone acetonide,ocular trauma,0,0,0,
NCT02207829,umeclidinium,Chronic Obstructive Pulmonary Disease,0,0,0,
NCT01987895,vancomycin,Clostridium Difficile Infection,0,0,0,
NCT02284126,vancomycin,Infection; Surgery; Nervous System Diseases,0,0,0,
NCT02005471,venetoclax,Chronic Lymphocytic Leukemia,0,1,0,
NCT02242942,venetoclax,Chronic Lymphocytic Leukemia,0,1,0,
NCT02105974,vilanterol,Chronic Obstructive Pulmonary Disease,0,0,0,
NCT02079727,celecoxib,Knee Osteoarthritis,0,0,0,
NCT02197416,dabigatran etexilate,Venous Thromboembolism; Secondary Prevention,0,0,0,
NCT02239120,dabigatran etexilate,Stroke; Secondary Prevention,0,0,0,
NCT02207088,dasabuvir,hepatitis C virus infection,0,0,0,
NCT02219477,dasabuvir,hepatitis C virus infection,0,0,0,
NCT01984684,delafloxacin,Skin and Subcutaneous Tissue Bacterial Infections; Skin Structures and Soft Tissue Infections,0,0,0,
NCT02263326,dolutegravir,HIV infection,0,0,0,
NCT02026349,favipiravir,influenza,0,0,0,
NCT02135419,fluorouracil,Anal Cancer,1,1,1,cytotoxic_managed_toxicity
NCT01647932,hydrochlorothiazide,heart failure,0,0,0,
NCT02369965,lamivudine,HIV infection,0,0,0,
NCT02180217,osilodrostat,Cushing syndrome,0,0,0,
NCT01970371,plazomicin,Bloodstream Infections (BSI) Due to CRE; Hospital-Acquired Bacterial Pneumonia (HABP) Due to CRE; Ventilator-Associated Bacterial Pneumonia (VABP) Due to CRE; Complicated Urinary Tract Infection (cUTI) Due to CRE; Acute Pyelonephritis (AP) Due to CRE,0,0,0,
NCT02830906,ramosetron,Postoperative Nausea and Vomiting,0,0,0,
NCT02265237,ribavirin,hepatitis C virus infection,0,0,0,
NCT02254291,sitagliptin,Type 2 Diabetes,0,0,0,
NCT01994720,ticagrelor,Acute Ischaemic Stroke; Transient Ischaemic Attack,0,0,0,
NCT02085161,tiotropium,chronic obstructive pulmonary disease,0,0,0,
NCT02312440,tranexamic acid,Blood Loss,0,0,0,
NCT02179658,vancomycin,Clostridium Difficile,0,0,0,
NCT01715285,abiraterone acetate,Prostate Cancer,0,1,0,
NCT01606319,acetaminophen,Asthma; Wheezing,0,0,0,
NCT01406080,adapalene,photoaging,0,0,0,
NCT01809743,adenosine,coronary artery disease,0,0,0,
NCT01853826,afatinib,Lung Cancer,0,1,0,
NCT01856478,afatinib,Cell Cancer,0,1,0,
NCT01953913,afatinib,Lung Cancer,0,1,0,
NCT01825031,albendazole,Human Immunodeficiency Virus,0,0,0,
NCT01805726,alfentanil,Bronchoscopy; Conscious Sedation,0,0,0,
NCT01890122,alogliptin,Type 2 Diabetes,0,0,0,
NCT01829529,amoxicillin,Healthy,0,0,0,
NCT02974348,amoxicillin,Drug Resistant Malaria Due to Plasmodium Falciparum,0,0,0,
NCT01780987,apixaban,Deep Vein Thrombosis; Pulmonary Embolism,0,0,0,
NCT02563704,artesunate,malaria,0,0,0,
NCT01973049,asunaprevir,hepatitis C virus infection,0,0,0,
NCT01826487,ataluren,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Diseases; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",0,0,0,
NCT02342275,atenolol,hemangioma,0,0,0,
NCT01946815,atorvastatin,Coronary Artery Disease,0,0,0,
NCT01953328,atorvastatin,Hyperlipidemia or Mixed Dyslipidemia at High Risk for Cardiovascular Events,0,0,0,
NCT02084069,atorvastatin,Heart Valve Diseases,0,0,0,
NCT01663623,azathioprine,Vasculitis,0,0,0,
NCT01697267,azathioprine,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis; Microscopic Polyangiitis; Wegener Granulomatosis,0,0,0,
NCT01721044,baricitinib,Rheumatoid Arthritis,0,0,0,
NCT01885078,baricitinib,Rheumatoid Arthritis,0,0,0,
NCT02031640,beclomethasone dipropionate,asthma,0,0,0,
NCT02548832,berberine,mixed dyslipidemia,0,0,0,
NCT01838941,betaine,peroxisome biogenesis disorder,0,0,0,
NCT01809691,bicalutamide,Metastatic Prostate Cancer,0,1,0,
NCT02085252,bicalutamide,Prostate Cancer,0,1,0,
NCT01982240,bisacodyl,chronic idiopathic constipation,0,0,0,
NCT01945294,boceprevir,hepatitis C virus infection,0,0,0,
NCT01810380,brexpiprazole,schizophrenia,0,0,0,
NCT01810783,brexpiprazole,schizophrenia,0,0,0,
NCT01838681,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT01942733,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT01942785,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT02012218,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT02013531,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT02013609,brexpiprazole,Major Depressive Disorder,0,0,0,
NCT02013622,brexpiprazole,schizophrenia,0,0,0,
NCT01769170,brincidofovir,cytomegalovirus infection,0,0,0,
NCT02065219,bupivacaine,Chronic pain,0,0,0,
NCT02065804,bupivacaine,Chronic pain,0,0,0,
NCT03013361,bupivacaine,Functional Endoscopic Sinus Surgery (FESS),0,0,0,
NCT01848054,buprenorphine,opioid use disorder,0,0,0,
NCT01908842,buprenorphine,opioid dependence,0,0,0,
NCT03140449,calcitriol,facial angiofibroma,0,0,0,
NCT01774786,capecitabine,Gastric Cancer,1,1,1,cytotoxic_managed_toxicity
NCT01918852,capecitabine,Colorectal Cancer; Metastases,1,1,1,cytotoxic_managed_toxicity
NCT01996306,capecitabine,Colorectal Neoplasms; Neoplasm Metastasis; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasms,1,1,1,cytotoxic_managed_toxicity
NCT01838876,cariprazine,Major Depressive Disorder,0,0,0,
NCT01724450,carvedilol,Breast Cancer; Heart Failure; Cardiotoxicity,0,1,0,
NCT01765296,celecoxib,Osteoarthritis,0,0,0,
NCT01828099,ceritinib,Lung Cancer,0,1,0,
NCT01828112,ceritinib,Non-Small Cell Lung Cancer,0,1,0,
NCT02644395,chlorthalidone,Hypertension; Kidney Transplantation,0,0,0,
NCT02069990,vitamin D3,vitamin D deficiency,0,0,0,
NCT02087007,cilostazol,vasospastic angina,0,0,0,
NCT02094469,cilostazol,vasospastic angina,0,0,0,
NCT01896232,cinacalcet,Secondary Hyperparathyroidism; Chronic Kidney Disease,0,0,0,
NCT02481193,cisatracurium,fasciculation,0,0,0,
