IK14,Disease,topo_upstream,topo_downstream,topo_net,topo_outdeg,kegg_shared,kegg_frac,ot_genetic_association,ot_genetic_literature,ot_somatic_mutation,ot_affected_pathway,ot_animal_model,ot_rna_expression,clingen,in_module,coverage_disease,coverage_drug,direct_target_max,direct_target_mean,direct_target_n_engaged_05,direct_target_n_genes_matched
GHASVSINZRGABV,Metastatic Colorectal Cancer,0.0,0.23333333333333334,-0.23333333333333334,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.5291392,0.23630322670000004,1.0,10
GHASVSINZRGABV,Metastatic Pancreatic Adenocarcinoma,0.0,0.06666666666666667,-0.06666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.690583,0.40658301299999994,3.0,10
GHASVSINZRGABV,Nasopharyngeal Carcinoma,0.0,0.03333333333333333,-0.03333333333333333,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.49988467,0.27648266600000004,0.0,10
GHASVSINZRGABV,Hepatocellular Carcinoma,0.0,0.2,-0.2,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.020128104520601094,0,0,1,1,0.65598494,0.374656011,2.0,10
GHASVSINZRGABV,Pancreatic Cancer,0.0,0.16666666666666666,-0.16666666666666666,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.3497980990274504,0.0,0.0,0,0,1,1,0.6814991,0.26838186,1.0,10
GHASVSINZRGABV,Urinary Bladder Neoplasms,0.0,0.13333333333333333,-0.13333333333333333,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.25229128100882275,0.0,0.0,0,0,1,1,0.5077151,0.28033171349999997,1.0,10
RTHCYVBBDHJXIQ,"Depressive Disorder, Major",0.0,0.3,-0.3,0.0,3,1.0,0.0,0.0,0.0,0.0,0.663267698464219,0.0,1,1,1,1,0.9853371,0.569046163,7.0,10
XTULMSXFIHGYFS,COPD,0.3333333333333333,0.4,-0.06666666666666667,16.0,1,1.0,0.5748219056004791,0.0,0.0,0.0,0.34890668301924965,0.0,0,1,1,1,0.90073746,0.377464233,4.0,10
WMWTYOKRWGGJOA,chronic cough,0.2,0.26666666666666666,-0.06666666666666667,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.64487356,0.18248522279999999,1.0,10
OVBPIULPVIDEAO,Chronic Kidney Disease,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.43569258,0.24661897100000002,0.0,10
ZZUFCTLCJUWOSV,Cirrhosis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.41215757,0.20679219459999998,0.0,10
UGJMXCAKCUNAIE,overactive bladder,0.0,0.16666666666666666,-0.16666666666666666,0.0,14,0.32558139534883723,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.76803327,0.2347838425,1.0,10
UGJMXCAKCUNAIE,Alcohol Use Disorder,0.0,0.3,-0.3,0.0,5,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.4333367,0.21687160547000003,0.0,10
SDUQYLNIPVEERB,Nasopharyngeal Carcinoma,0.0,0.1,-0.1,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.5161203,0.259329726,1.0,10
SDUQYLNIPVEERB,Hodgkin Lymphoma,0.0,0.06666666666666667,-0.06666666666666667,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.6631432,0.2901834978,3.0,10
SDUQYLNIPVEERB,Non-Small Cell Lung Cancer,0.0,0.43333333333333335,-0.43333333333333335,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.49855548,0.32916528300000003,0.0,10
SDUQYLNIPVEERB,Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.9155554,0.391214128,2.0,10
SDUQYLNIPVEERB,Triple Negative Breast Cancer,0.0,0.06666666666666667,-0.06666666666666667,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.9155554,0.5203452659999999,5.0,10
SDUQYLNIPVEERB,Urothelial Carcinoma,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7359418,0.29197570100000003,1.0,10
SDUQYLNIPVEERB,"Carcinoma, Non-Small-Cell Lung",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
SDUQYLNIPVEERB,Metastatic Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.9155554,0.391214128,2.0,10
SDUQYLNIPVEERB,Ovarian Cancer,0.0,0.43333333333333335,-0.43333333333333335,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.9155554,0.38746882200000005,3.0,10
SDUQYLNIPVEERB,Diffuse Large B-Cell Lymphoma,0.0,0.4,-0.4,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7359418,0.312336216,2.0,10
SDUQYLNIPVEERB,Metastatic Pancreatic Adenocarcinoma,0.0,0.23333333333333334,-0.23333333333333334,0.0,2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.76198757,0.425861628,4.0,10
YALNUENQHAQXEA,Polycythemia Vera,0.7333333333333333,0.5666666666666667,0.16666666666666666,11.25,13,0.6842105263157895,0.0,0.0,0.0,0.0,0.2741767897228411,0.0,1,0,1,1,0.095614105,0.028558928509999998,0.0,10
XXSMGPRMXLTPCZ,preeclampsia,0.0,0.06666666666666667,-0.06666666666666667,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.7095731,0.3146352680303333,2.0,9
XXSMGPRMXLTPCZ,Systemic Lupus Erythematosus,0.1,0.1,0.0,2.5,12,0.9230769230769231,0.7731204207945429,0.5831172956682895,0.0,0.0,0.5519775562520447,0.0,3,1,1,1,0.48278403,0.24374177700000002,0.0,10
XXSMGPRMXLTPCZ,pneumonia,0.03333333333333333,0.06666666666666667,-0.03333333333333333,2.5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0.47453356,0.1488961442,0.0,10
XYFPWWZEPKGCCK,Mantle Cell Lymphoma,0.3333333333333333,0.16666666666666666,0.16666666666666666,26.0,7,1.0,0.0,0.0,0.4559480982087158,0.607930797611621,0.0,0.0,5,1,1,1,0.9386915,0.163049094149,1.0,10
HEFNNWSXXWATRW,Acute Pain,0.23333333333333334,0.2,0.03333333333333333,3.5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.7563,0.31246885459999996,2.0,10
IFSDAJWBUCMOAH,Chronic Lymphocytic Leukemia,0.0,0.23333333333333334,-0.23333333333333334,0.0,110,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.6951137,0.30284372579999996,3.0,10
KTUFNOKKBVMGRW,Graft-versus-host Disease,0.8,0.6666666666666666,0.13333333333333333,74.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.40891412,0.2017140301,0.0,10
KTUFNOKKBVMGRW,GIST,0.8333333333333334,0.6666666666666666,0.16666666666666666,74.0,35,1.0,0.908559202751775,0.8168275681045472,0.7814745002642415,0.9607983220922475,0.4653556753190563,0.0,5,1,1,1,0.8949256,0.601901742,6.0,10
SHGAZHPCJJPHSC,acne vulgaris,0.36666666666666664,0.4666666666666667,-0.1,17.166666666666668,15,0.75,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.9847186,0.39870528899999996,4.0,10
YQEZLKZALYSWHR,Treatment Resistant Depression,0.0,0.0,0.0,0.42857142857142855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
YQEZLKZALYSWHR,Acute Ischemic Stroke,0.13333333333333333,0.36666666666666664,-0.23333333333333334,0.42857142857142855,7,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.39227462,0.1901139417,0.0,10
YQEZLKZALYSWHR,critical illness,0.058823529411764705,0.11764705882352941,-0.058823529411764705,0.42857142857142855,5,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.5059136,0.22464963200000004,1.0,10
YQEZLKZALYSWHR,Pain,0.4,0.3333333333333333,0.06666666666666667,0.42857142857142855,8,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.49860868,0.22721961380000005,0.0,10
YQEZLKZALYSWHR,status epilepticus,0.23333333333333334,0.0,0.23333333333333334,0.42857142857142855,8,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.5389753,0.25686159599999997,2.0,10
YQEZLKZALYSWHR,Acute Traumatic Pain,0.03333333333333333,0.06666666666666667,-0.03333333333333333,0.42857142857142855,5,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.41590834,0.199340233,0.0,10
OZWKMVRBQXNZKK,Pain Management,0.2916666666666667,0.3333333333333333,-0.041666666666666664,3.5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.46685237,0.24152159960000003,0.0,10
WMDSZGFJQKSLLH,Septic Shock,0.23333333333333334,0.13333333333333333,0.1,3.0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.9765075,0.3324894193,3.0,10
MJIHNNLFOKEZEW,Idiopathic Pulmonary Fibrosis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7467085,0.42918378339999996,4.0,10
MJIHNNLFOKEZEW,Peptic Ulcer,0.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.572488,0.2839230906,1.0,10
VHOGYURTWQBHIL,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.48006237,0.252053081,0.0,10
GOTYRUGSSMKFNF,Diffuse Large B-Cell Lymphoma,0.5,0.3,0.2,3.0,12,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.7655,0.2892035326,1.0,10
WOSKHXYHFSIKNG,renal cell carcinoma,0.9,0.6666666666666666,0.23333333333333334,22.666666666666668,25,1.0,0.0,0.0,0.6517524759394587,0.0,0.0,0.0,5,1,1,1,0.89708596,0.540106419,5.0,10
HPJKCIUCZWXJDR,Early Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.29647735,0.05917587401,0.0,10
VVIAGPKUTFNRDU,Colorectal Cancer,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.6595417,0.1963752603,1.0,10
VVIAGPKUTFNRDU,Metastatic Colorectal Cancer,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.48324373,0.1442474835,0.0,10
VVIAGPKUTFNRDU,Hepatocellular Carcinoma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.44771823,0.138879907,0.0,10
VVIAGPKUTFNRDU,Neoplasms,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.2077149,0.2077149,0.0,1
HPHUVLMMVZITSG,epilepsy,0.0,0.1,-0.1,0.5,14,0.875,0.7568738430264683,0.0,0.0,0.0,0.3359425587601818,0.0,3,0,1,1,0.6129648,0.3004093684,1.0,10
HPHUVLMMVZITSG,Septic Shock,0.0,0.23333333333333334,-0.23333333333333334,0.5,10,0.625,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.48143435,0.3187335596,0.0,10
HPHUVLMMVZITSG,status epilepticus,0.03333333333333333,0.06666666666666667,-0.03333333333333333,0.5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0.7440392,0.356789355,3.0,10
WTDRDQBEARUVNC,Parkinson Disease,0.3,0.06666666666666667,0.23333333333333334,7.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.6038349,0.2954072554,1.0,10
WWYNJERNGUHSAO,contraception,0.16666666666666666,0.20833333333333334,-0.041666666666666664,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.9808939,0.2529693081,2.0,10
NNJVILVZKWQKPM,Stroke,0.0,0.16666666666666666,-0.16666666666666666,0.0,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.43484482,0.18896636979999998,0.0,10
NNJVILVZKWQKPM,"Infertility, Female",0.0,0.3,-0.3,0.0,2,0.4,0.0,0.0,0.0,0.0,0.31119977529738885,0.0,5,0,1,1,0.54420274,0.327235544,2.0,10
NNJVILVZKWQKPM,Cough,0.0,0.23333333333333334,-0.23333333333333334,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.66027844,0.2869164294,1.0,10
JGCMEBMXRHSZKX,CTEPH,0.03333333333333333,0.23333333333333334,-0.2,10.5,8,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.5539243,0.13972376612999998,2.0,10
JGCMEBMXRHSZKX,"Hypertension, Pulmonary",0.2,0.1,0.1,10.5,8,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.08002817,0.021119774311111107,0.0,9
PSGAAPLEWMOORI,Endometrial Cancer,0.23333333333333334,0.5666666666666667,-0.3333333333333333,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.4065623,0.131782520676,0.0,10
SGDBTWWWUNNDEQ,AL Amyloidosis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.35198998,0.17363482800000002,0.0,10
SGDBTWWWUNNDEQ,Acute Myeloid Leukemia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.42416865,0.1768570002,0.0,10
KBOPZPXVLCULAV,inflammatory bowel disease,0.0,0.0,0.0,7.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
XZWYZXLIPXDOLR,COPD,0.26666666666666666,0.26666666666666666,0.0,9.0,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.3505437,0.16075378629999998,0.0,10
XZWYZXLIPXDOLR,Autosomal Dominant Polycystic Kidney Disease,0.06666666666666667,0.03333333333333333,0.03333333333333333,9.0,13,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.20295455,0.10065128029999999,0.0,10
XZWYZXLIPXDOLR,Parkinson Disease,0.4,0.2,0.2,9.0,8,0.2962962962962963,0.7447152270742359,0.0,0.0,0.566509824753281,0.0,0.0,5,0,1,1,0.27141896,0.10742487154,0.0,10
XZWYZXLIPXDOLR,preeclampsia,0.2,0.16666666666666666,0.03333333333333333,9.0,13,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.41642362,0.19074218125555556,0.0,9
XZWYZXLIPXDOLR,Type2 Diabetes Mellitus,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
XZWYZXLIPXDOLR,schizophrenia,0.2,0.16666666666666666,0.03333333333333333,9.0,7,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.23909211,0.06981302534,0.0,10
XZWYZXLIPXDOLR,Tuberculosis,0.36666666666666664,0.26666666666666666,0.1,9.0,14,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.4514254,0.09817330260000001,0.0,10
XZWYZXLIPXDOLR,Familial adenomatous polyposis,0.4666666666666667,0.26666666666666666,0.2,9.0,23,0.8518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.20067233,0.06146210065,0.0,10
XZWYZXLIPXDOLR,Prostate Cancer,0.6333333333333333,0.3333333333333333,0.3,9.0,14,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.43027842,0.1010360141,0.0,10
XZWYZXLIPXDOLR,Idiopathic Pulmonary Fibrosis,0.4,0.3333333333333333,0.06666666666666667,9.0,1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.47482,0.18375571880000002,0.0,10
USSIQXCVUWKGNF,"Pain, Postoperative",0.14285714285714285,0.2857142857142857,-0.14285714285714285,4.5,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.30294055,0.18424867500000003,0.0,7
FBOZXECLQNJBKD,Graft-versus-host Disease (GVHD),0.0,0.06666666666666667,-0.06666666666666667,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.94025534,0.1979061493,1.0,10
FBOZXECLQNJBKD,Acute Myeloid Leukemia,0.0,0.03333333333333333,-0.03333333333333333,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.2913204382154888,0.0,0,0,1,1,0.2280877,0.0921870424,0.0,10
FBOZXECLQNJBKD,giant cell arteritis,0.0,0.03333333333333333,-0.03333333333333333,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.94025534,0.2722464571,1.0,10
FBOZXECLQNJBKD,severe aplastic anemia,0.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.94025534,0.2820088388888889,1.0,9
FBOZXECLQNJBKD,juvenile idiopathic arthritis,0.0,0.03333333333333333,-0.03333333333333333,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.022760651419878694,0,1,1,1,0.94025534,0.1984752535,1.0,10
VHRSUDSXCMQTMA,acute respiratory distress syndrome,0.20689655172413793,0.034482758620689655,0.1724137931034483,16.0,1,1.0,0.0,0.0,0.0,0.0,0.3457606411416095,0.0,0,1,1,1,0.84050554,0.4294850984,5.0,10
VHRSUDSXCMQTMA,Influenza,0.3,0.16666666666666666,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.39623696,0.254281286,0.0,10
VHRSUDSXCMQTMA,Acute Ischemic Stroke,0.2,0.3333333333333333,-0.13333333333333333,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7033145,0.21373507460000002,2.0,10
VHRSUDSXCMQTMA,Multiple Sclerosis,0.26666666666666666,0.16666666666666666,0.1,16.0,1,1.0,0.0,0.0,0.0,0.4983940764479856,0.0,0.0,0,1,1,1,0.84050554,0.5223279470000002,5.0,10
VHRSUDSXCMQTMA,Systemic Lupus Erythematosus,0.4666666666666667,0.26666666666666666,0.2,16.0,1,1.0,0.0,0.0,0.0,0.0,0.31247642997237324,0.0,0,1,1,1,0.84050554,0.387845242,4.0,10
VHRSUDSXCMQTMA,Lupus Nephritis,0.26666666666666666,0.23333333333333334,0.03333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.84050554,0.29012738930000004,2.0,10
VHRSUDSXCMQTMA,Carpal Tunnel Syndrome,0.13333333333333333,0.23333333333333334,-0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.2584454,0.11409864550000001,0.0,10
VHRSUDSXCMQTMA,Diffuse Large B-Cell Lymphoma,0.7,0.5666666666666667,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.6715339,0.22209385999999998,1.0,10
PLBHSZGDDKCEHR,Carpal Tunnel Syndrome,0.13333333333333333,0.23333333333333334,-0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.31275326,0.1383287882,0.0,10
TTWJBBZEZQICBI,Gastroenteritis,0.3,0.2,0.1,11.0,6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.29798284,0.10619840946999999,0.0,10
IUBSYMUCCVWXPE,"Muscular Dystrophy, Duchenne",0.06666666666666667,0.16666666666666666,-0.1,3.0,2,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.16937765,0.07509987012000001,0.0,10
DYKFCLLONBREIL,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,10
DYKFCLLONBREIL,intracerebral hemorrhage,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,10
DYKFCLLONBREIL,Ischaemic Stroke,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,10
PBAPPPCECJKMCM,ureteral stent-related symptoms,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
XAYGBKHKBBXDAK,Sickle Cell Disease,0.0,0.0,0.0,0.0,9,1.0,0.0,0.0,0.0,0.0,0.456115279178059,0.0,5,1,1,1,0.4353411,0.18630183360000002,0.0,10
KKZJGLLVHKMTCM,Acute Myeloid Leukemia,0.0,0.26666666666666666,-0.26666666666666666,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7595151,0.2974417285,2.0,10
BQJCRHHNABKAKU,"Pain, Postoperative",0.14285714285714285,0.2857142857142857,-0.14285714285714285,9.0,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.08072747,0.049753750571428564,0.0,7
BQJCRHHNABKAKU,Pain Management,0.16666666666666666,0.16666666666666666,0.0,9.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.20043962,0.06467716499000001,0.0,10
BQJCRHHNABKAKU,Pain,0.23333333333333334,0.2,0.03333333333333333,9.0,5,1.0,0.5236630062353352,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.9842876,0.1607110039,1.0,10
RTGDFNSFWBGLEC,Graft-versus-host Disease (GVHD),0.0,0.3333333333333333,-0.3333333333333333,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.097017236,0.0249393607,0.0,10
RTGDFNSFWBGLEC,Graft-versus-host Disease,0.0,0.3333333333333333,-0.3333333333333333,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.097017236,0.0249393607,0.0,10
UZHSEJADLWPNLE,opioid use disorder,0.1,0.26666666666666666,-0.16666666666666666,9.0,5,1.0,0.8551488348715596,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.98985946,0.32853335185000004,3.0,10
DQCKKXVULJGBQN,obesity,0.1,0.3333333333333333,-0.23333333333333334,6.333333333333333,6,0.8571428571428571,0.0,0.0,0.0,0.0,0.4396185366019365,0.0,0,0,1,1,0.26542127,0.0640423769,0.0,10
DQCKKXVULJGBQN,opioid dependence,0.0,0.0,0.0,6.333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
ZBBHBTPTTSWHBA,Acute Ischemic Stroke,0.0,0.36666666666666664,-0.36666666666666664,0.0,12,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.7157006,0.2144986253,2.0,10
SNICXCGAKADSCV,nicotine dependence,0.0,0.0,0.0,0.0,5,1.0,0.8114041190865997,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.7556555,0.43013230199999997,4.0,10
HYIMSNHJOBLJNT,Preterm premature rupture of membranes,0.0,0.2,-0.2,0.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.56415206,0.31324484739999997,3.0,10
XZXHXSATPCNXJR,Systemic Sclerosis,0.5357142857142857,0.35714285714285715,0.17857142857142858,16.333333333333332,15,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.485988,0.1727861618,0.0,10
PCHKPVIQAHNQLW,Cancer,0.8333333333333334,0.7333333333333333,0.1,11.5,4,0.8,0.6815463541165917,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.7432656,0.327531008,2.0,10
PCHKPVIQAHNQLW,Neoplasms,0.0,0.0,0.0,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.22595122,0.22595122,0.0,1
YQNQNVDNTFHQSW,hepatic encephalopathy,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.80235016,0.565638996,4.0,5
VIKNJXKGJWUCNN,Endometriosis,0.2,0.3333333333333333,-0.13333333333333333,2.0,5,1.0,0.5256683512342566,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.70338184,0.257070409,2.0,10
IMONTRJLAWHYGT,Endometriosis,0.2,0.3333333333333333,-0.13333333333333333,2.0,5,1.0,0.5256683512342566,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.86125815,0.271226788,2.0,10
KVWDHTXUZHCGIO,Chemotherapy Induced Nausea and Vomiting,0.26666666666666666,0.06666666666666667,0.2,7.4,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.9268346,0.611270768,7.0,10
KVWDHTXUZHCGIO,Multiple Myeloma,0.3333333333333333,0.16666666666666666,0.16666666666666666,7.4,7,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.37404191,0.1490662599,0.0,10
FDLYAMZZIXQODN,Endometrial Cancer,0.7,0.6666666666666666,0.03333333333333333,7.666666666666667,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.49874797,0.1464723867,0.0,10
SUBDBMMJDZJVOS,Breast Cancer,0.0,0.0,0.0,0.0,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.85601723,0.43908312600000005,5.0,10
FELGMEQIXOGIFQ,Gastroenteritis,0.0,0.0,0.0,0.0,2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.43658674,0.241114416,0.0,10
XRVDGNKRPOAQTN,"Colitis, Ulcerative",0.26666666666666666,0.1,0.16666666666666666,2.0,2,1.0,0.04422167588165474,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.3652057,0.07361670925000001,0.0,10
RCINICONZNJXQF,Endometrial Cancer,0.2,0.5333333333333333,-0.3333333333333333,0.26666666666666666,12,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.61241,0.19827830285700002,2.0,10
RCINICONZNJXQF,Non-Small Cell Lung Cancer,0.16666666666666666,0.7,-0.5333333333333333,0.26666666666666666,13,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.72346026,0.20977074399999998,1.0,10
RCINICONZNJXQF,Metastatic Pancreatic Cancer,0.23333333333333334,0.5333333333333333,-0.3,0.26666666666666666,12,0.8571428571428571,0.0,0.0,0.0,0.25229128100882275,0.0,0.0,5,0,1,1,0.5613676,0.1863476066,1.0,10
