IK14,Disease,topo_upstream,topo_downstream,topo_net,topo_outdeg,kegg_shared,kegg_frac,ot_genetic_association,ot_genetic_literature,ot_somatic_mutation,ot_affected_pathway,ot_animal_model,ot_rna_expression,clingen,in_module,coverage_disease,coverage_drug,direct_target_max,direct_target_mean,direct_target_n_engaged_05,direct_target_n_genes_matched
RZVAJINKPMORJF,Headache,0.36666666666666664,0.5,-0.13333333333333333,2.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.48970565,0.2700311744,0.0,10
RZVAJINKPMORJF,Acute Pain,0.36666666666666664,0.3333333333333333,0.03333333333333333,2.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.57460314,0.27037116699999997,1.0,10
RZVAJINKPMORJF,Systemic Lupus Erythematosus,0.3333333333333333,0.36666666666666664,-0.03333333333333333,2.0,11,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0.6205071,0.38272756960000004,3.0,10
RZVAJINKPMORJF,Lupus Nephritis,0.23333333333333334,0.3333333333333333,-0.1,2.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.6205071,0.36381868,1.0,10
PWKSKIMOESPYIA,autism spectrum disorder,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.18668482,0.0844729754,0.0,10
PWKSKIMOESPYIA,Tuberculosis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.36485866,0.142313938,0.0,10
LZCDAPDGXCYOEH,acne vulgaris,0.3333333333333333,0.43333333333333335,-0.1,19.666666666666668,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.85504204,0.386832384,4.0,10
UAHFGYDRQSXQEB,Vitiligo,0.26666666666666666,0.0,0.26666666666666666,3.0,2,0.6666666666666666,0.26134241462395247,0.0,0.0,0.0,0.47367603574573475,0.0,0,0,1,1,0.8337772,0.37283183099999995,4.0,10
ULXXDDBFHOBEHA,Non-Small Cell Lung Cancer,0.8666666666666667,0.7666666666666667,0.1,80.5,53,1.0,0.9336832402296186,0.607930797611621,0.9409039510472654,0.9580964074361958,0.0,0.0,5,1,1,1,0.90311384,0.4701173134,5.0,10
NDAUXUAQIAJITI,asthma,0.26666666666666666,0.6,-0.3333333333333333,18.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.016957668054408362,0,1,1,1,0.98190224,0.14881116906,1.0,10
KDGFLJKFZUIJMX,"Carcinoma, Non-Small-Cell Lung",0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
KDGFLJKFZUIJMX,Non-Small Cell Lung Cancer,0.7,0.4666666666666667,0.23333333333333334,16.0,3,1.0,0.0,0.0,0.8786863375545856,0.979400228199195,0.0,0.0,5,1,1,1,0.7840223,0.2108752096,1.0,10
KDGFLJKFZUIJMX,Cancer,0.9,0.5666666666666667,0.3333333333333333,16.0,3,1.0,0.6866779847710189,0.0,0.9090341878652181,0.9800733135045633,0.43303079583541776,0.0,5,0,1,1,0.3797465,0.1405222733,0.0,10
OFCNXPDARWKPPY,Depression,0.0,0.0,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.39333808,0.198803106,0.0,10
YBBLVLTVTVSKRW,Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.37697268,0.0889566567,0.0,10
YBBLVLTVTVSKRW,Advanced Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.37697268,0.0889566567,0.0,10
QNZCBYKSOIHPEH,Deep Vein Thrombosis,0.06666666666666667,0.13333333333333333,-0.06666666666666667,7.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.98493373,0.43874244090000003,4.0,10
QNZCBYKSOIHPEH,atrial fibrillation,0.0,0.03333333333333333,-0.03333333333333333,7.0,1,1.0,0.052142484500835654,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.1405221,0.0648503993,0.0,10
IMOZEMNVLZVGJZ,Psoriatic Arthritis,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.25,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.54789764,0.196642202,1.0,10
XUKUURHRXDUEBC,Prostate Cancer,0.0,0.13333333333333333,-0.13333333333333333,0.0,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.86816823,0.1500278411,1.0,10
XUKUURHRXDUEBC,schizophrenia,0.0,0.06666666666666667,-0.06666666666666667,0.0,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.65713567,0.1572941517,1.0,10
XUKUURHRXDUEBC,Ischemic Stroke,0.0,0.1,-0.1,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,1,0.8025295,0.24388620110000003,2.0,10
YXSLJKQTIDHPOT,Muscle Relaxation,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
NMUSYJAQQFHJEW,"Leukemia, Myeloid, Acute",0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.59535587,0.43030332000000004,1.0,2
NMUSYJAQQFHJEW,Myelodysplastic Syndromes,0.0,0.23333333333333334,-0.23333333333333334,0.5,4,1.0,0.0,0.0,0.607930797611621,0.0,0.0,0.0,5,1,1,1,0.4892128,0.22293116529999998,0.0,10
LMEKQMALGUDUQG,Rheumatoid Arthritis,0.0,0.13333333333333333,-0.13333333333333333,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.65310276,0.25129088,1.0,10
XUZMWHLSFXCVMG,Uveitis,0.5666666666666667,0.36666666666666664,0.2,50.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.1932755,0.11438096949999998,0.0,10
XUZMWHLSFXCVMG,"Diabetes Mellitus, Type 1",0.6,0.43333333333333335,0.16666666666666666,50.0,29,0.7631578947368421,0.0,0.0,0.0,0.0,0.0,0.017371178142363813,5,0,1,1,0.30194637,0.12566267809999998,0.0,10
XUZMWHLSFXCVMG,pneumonia,0.4666666666666667,0.3333333333333333,0.13333333333333333,50.0,34,0.8947368421052632,0.6778268833972223,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.92733294,0.15435157325999999,1.0,10
YTKUWDBFDASYHO,Follicular Lymphoma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.22586878,0.08775328889999999,0.0,10
YTKUWDBFDASYHO,Chronic Lymphocytic Leukemia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.1976093,0.07626175649999999,0.0,10
YTKUWDBFDASYHO,Hodgkin Lymphoma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.19881703,0.0992052135,0.0,10
YTKUWDBFDASYHO,Mantle Cell Lymphoma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.22964731,0.071146796174,0.0,10
YBHILYKTIRIUTE,Hyperlipidemia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.49947315,0.1844563686,0.0,10
UREBDLICKHMUKA,allergic rhinitis,0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
UREBDLICKHMUKA,Chronic pain,0.3,0.16666666666666666,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.5852476,0.1443398224,1.0,10
MAEIEVLCKWDQJH,Cirrhosis,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.5219308,0.24892927599999998,1.0,10
LEBVLXFERQHONN,atrial fibrillation,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.59826064,0.33886279799999997,1.0,10
LEBVLXFERQHONN,Lung Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.25007415,0.11098153290000001,0.0,10
LEBVLXFERQHONN,Stroke,0.0,0.06666666666666667,-0.06666666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.28519168,0.1609989227,0.0,10
LEBVLXFERQHONN,Breast Cancer,0.0,0.4666666666666667,-0.4666666666666667,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.20074749,0.0851506088,0.0,10
LEBVLXFERQHONN,PTSD,0.0,0.1,-0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.45029256,0.2150227902,0.0,10
LEBVLXFERQHONN,Pain Management,0.0,0.08333333333333333,-0.08333333333333333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.5917097,0.2207944367,2.0,10
SNPPWIUOZRMYNY,obesity,0.0,0.2,-0.2,0.0,11,0.9166666666666666,0.0,0.0,0.0,0.0,0.4047147302399964,0.0,5,1,1,1,0.2742241,0.112895031,0.0,10
SNPPWIUOZRMYNY,Breast Cancer,0.0,0.43333333333333335,-0.43333333333333335,0.0,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.31214413,0.15852681140000002,0.0,10
QWCRAEMEVRGPNT,generalized anxiety disorder,0.23333333333333334,0.06666666666666667,0.16666666666666666,8.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.87876326,0.2344557084,2.0,10
ONIQOQHATWINJY,renal cell carcinoma,0.9,0.6666666666666666,0.23333333333333334,27.0,29,0.9666666666666667,0.9496760997664879,0.8006893431957935,0.7816370735609669,0.0,0.43216494832912744,0.0,5,1,1,1,0.83407056,0.573805232,7.0,10
ONIQOQHATWINJY,Hepatocellular Carcinoma,0.9,0.7,0.2,27.0,29,0.9666666666666667,0.8247946631505852,0.607930797611621,0.7591839800573924,0.607930797611621,0.27010365337884323,0.11247451806008119,5,1,1,1,0.8218055,0.606983967,7.0,10
ONIQOQHATWINJY,Cancer,1.0,0.8,0.2,27.0,30,1.0,0.9701286179166936,0.9356261016183203,0.9445448177322894,0.9580964074361958,0.9489456225348631,0.0,5,1,1,1,0.8202977,0.38399420950000007,3.0,10
RYYVLZVUVIJVGH,Alzheimer disease,0.26666666666666666,0.1,0.16666666666666666,6.5,8,0.6153846153846154,0.0,0.0,0.0,0.4372549153278103,0.0,0.0,0,0,1,1,0.5677391,0.18859296,1.0,10
QHMBSVQNZZTUGM,Bipolar Disorder,0.3333333333333333,0.03333333333333333,0.3,10.0,1,1.0,0.28812177100051173,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.14837359,0.0657721367,0.0,10
QHMBSVQNZZTUGM,Alcohol Use Disorder,0.06666666666666667,0.03333333333333333,0.03333333333333333,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.2333849,0.0952358084,0.0,10
QHMBSVQNZZTUGM,insomnia,0.2,0.03333333333333333,0.16666666666666666,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.17760032,0.07761248270000001,0.0,10
GAGWJHPBXLXJQN,Advanced Breast Cancer,0.0,0.16666666666666666,-0.16666666666666666,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.49859384,0.1665085604,0.0,10
GAGWJHPBXLXJQN,Nasopharyngeal Carcinoma,0.0,0.03333333333333333,-0.03333333333333333,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.37336037,0.2086573934,0.0,10
GAGWJHPBXLXJQN,Colorectal Cancer,0.0,0.16666666666666666,-0.16666666666666666,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.25229128100882275,0.0,0.0,0,0,1,1,0.5400763,0.2086838332,1.0,10
GAGWJHPBXLXJQN,colorectal carcinoma,0.0,0.16666666666666666,-0.16666666666666666,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.25229128100882275,0.0,0.0,0,0,1,1,0.5400763,0.2022046782,1.0,10
GAGWJHPBXLXJQN,Colon Cancer,0.0,0.06666666666666667,-0.06666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.5400763,0.2123290634,1.0,10
GAGWJHPBXLXJQN,Triple Negative Breast Cancer,0.0,0.0,0.0,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.49859384,0.323909544,0.0,10
GAGWJHPBXLXJQN,Gastric Carcinoma,0.0,0.1,-0.1,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.2933144,0.1521006466,0.0,10
GAGWJHPBXLXJQN,Neoplasms,0.0,0.0,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.21193787,0.21193787,0.0,1
GAGWJHPBXLXJQN,Hepatocellular Carcinoma,0.0,0.2,-0.2,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.020128104520601094,0,0,1,1,0.39178795,0.1932149735,0.0,10
GAGWJHPBXLXJQN,Pancreatic Cancer,0.0,0.16666666666666666,-0.16666666666666666,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.3497980990274504,0.0,0.0,0,0,1,1,0.36261714,0.1261163842,0.0,10
GAGWJHPBXLXJQN,Anal Cancer,0.0,0.06666666666666667,-0.06666666666666667,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.30043903,0.1630958416,0.0,10
