row_idx,NCT_ID,Drug,SMILES,tdc_dili,tdc_ames,tdc_carcinogen,tdc_skin_reaction
0,NCT06514742,Aticaprant,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,0.5207536553296555,0.36459997334316785,0.21246382452965093,0.33066741059814136
1,NCT06635135,Aticaprant,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,0.5207536553296553,0.36459997334316785,0.21246382452965093,0.33066741059814136
2,NCT06418711,Clofazimine Inhalation Suspension,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.6038972208635079,0.43603859812793805,0.4166273885024162,0.48216288003089897
3,NCT05469178,Bemcentinib,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,0.5343503917211766,0.6301421542188744,0.1529992492324121,0.4490439745058033
4,NCT05650567,M5049 high dose,N#Cc1ccc(N2C[C@H](N)C[C@H](C(F)(F)F)C2)c2cccnc12,0.5860546584626938,0.572369711077798,0.18696123596507994,0.41352284402233846
5,NCT05860296,SLC-391,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nnc(CC2CC2)o1,0.6905160410937248,0.4958001153756715,0.1814370319771953,0.45391641674146227
6,NCT05395494,D-Cycloserine,N[C@@H]1CONC1=O,0.3871636702602878,0.599148210004542,0.2046116941114936,0.6464958614267499
7,NCT04925960,Epalrestat,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0.6031937347486422,0.28787690953387035,0.3311494553829672,0.6177044203918681
8,NCT05568225,Etavopivat,O=C([C@H](CO)c1ccccc1)N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2,0.6130019849666464,0.328123567964634,0.3060773589454852,0.31357572309825343
9,NCT04537299,Fisetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,0.6446061064773344,0.371691526262116,0.25209078816533587,0.6024531232784641
10,NCT04781543,HZN-825 BID,COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1,0.5129160810016867,0.2886685811764321,0.21195763119827365,0.37701358283390785
11,NCT05517668,Intravenous infusion of Fomepizole (4-MP),Cc1cn[nH]c1,0.5592006626420208,0.3546196879134936,0.40387285284979924,0.6128194170644856
12,NCT05253209,L-citrulline,NC(=O)NCCC[C@H](N)C(=O)O,0.13455287307752206,0.3786412127331426,0.3975886512561374,0.5201405222441277
13,NCT04840199,Letermovir Oral Tablet,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,0.6249004599259372,0.40542058739342235,0.18415624439544956,0.2813092707227325
14,NCT06964165,Niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.7096460077425455,0.401712672903879,0.13900719950951557,0.32862994721187583
15,NCT05267106,Pemigatinib,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,0.6390059858578763,0.5809884432880849,0.18037988577624958,0.36849961179574375
16,NCT05442775,Reldesemtiv,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.6752382472934751,0.357628035252337,0.22406597536866651,0.3076592230782048
17,NCT05254990,Reparixin,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.592864711610302,0.24245450609081917,0.5255618760874966,0.4212437288400124
18,NCT05019742,SPH3127,COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,0.6480128929066191,0.4993140471923456,0.2345008705767954,0.36934994196619575
19,NCT05605093,Shionogi Protease Inhibitor (S-217622),Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,0.7892623923459839,0.4929603389206349,0.3500599737078856,0.4491499371305259
20,NCT04601467,AZD5718,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn4c3C(=O)NCC4)cc2)n[nH]1,0.7082879461457202,0.36022734145898433,0.2036495257201235,0.36971252792297027
21,NCT04641273,BAY1817080,Cc1cnc(-c2cc(O[C@@H]3CCOC3)cc(C(=O)N[C@H](C)c3cnc(C(F)(F)F)nc3)c2)s1,0.5982099638777617,0.5127258652864403,0.12930475859218868,0.3250267985087356
22,NCT04826484,Bupivacaine Hydrochloride,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.2362829989012264,0.291374354756892,0.1870831042576291,0.452557097497821
23,NCT04947579,CC-99677,CCOCc1cnc(Cl)nc1Oc1ccc2c(ccc3sc4c(c32)NC[C@@H](C)NC4=O)n1,0.6329027513214617,0.5714449866728473,0.25133653666617617,0.36341959870056784
24,NCT04311502,Clofazimine 100 MG,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.6038972208635079,0.43603859812793794,0.4166273885024162,0.48216288003089897
25,NCT04638517,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,0.3165004288331725,0.11215343243452645,0.14789255671884446,0.7032317210762137
26,NCT05019521,Danicopan,CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,0.7010206332485757,0.481759286477098,0.26505707734394307,0.2965040792312019
27,NCT04141995,Digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.279421036165883,0.37057084805162427,0.037977329451612016,0.4777639608441273
28,NCT04857840,Firibastat (QGC001) Period 1,N[C@@H](CCS(=O)(=O)O)CSSC[C@@H](N)CCS(=O)(=O)O,0.37752427008811745,0.32908662948714146,0.6158084601047213,0.5374882241992891
29,NCT04718675,KB-0742,CCC(CC)c1cc(N[C@H]2CC[C@H](N)C2)n2nccc2n1,0.5459824834810052,0.33248448225340527,0.24769930660929645,0.48284117125340537
30,NCT04968184,KBP-5074,N#Cc1ccc(N2N=C3c4ccc(C(=O)N5CCC(O)CC5)nc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,0.6057186911588133,0.37645942775819174,0.1263643222761216,0.40592632184449484
31,NCT04628481,Ladarixin,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,0.6117512852837926,0.2812220874928725,0.47987912326738147,0.3632190426094519
32,NCT04641975,Mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0.5147387850332806,0.354820332783214,0.3847165322449514,0.3872025531135899
33,NCT04858425,Niclosamide,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.7451457190880768,0.8049309402000763,0.44666814157223994,0.6673304072479458
34,NCT04635059,Pacritinib,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,0.539299635635767,0.41854969405998926,0.14950451420024222,0.46135468028779475
35,NCT04944784,Reldesemtiv,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,0.6752382472934751,0.35762803525233694,0.22406597536866651,0.3076592230782048
36,NCT04311502,Rifapentine,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.6785121915566605,0.5680229194701035,0.20707863475214305,0.3663325100020234
37,NCT04720664,SM-88,CC(N)(Cc1ccc(O)cc1)C(=O)O,0.19681821388474338,0.16242762002633315,0.4941318532592756,0.4388405370834155
38,NCT04705051,Venglustat GZ402671,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1,0.6312951713334463,0.4105905797477612,0.17292390316512926,0.3120194987787002
39,NCT04551053,parsaclisib,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,0.6706216148647178,0.5029657662596747,0.34200063854611196,0.4173898559209794
40,NCT04551066,parsaclisib,CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,0.6706216148647178,0.5029657662596747,0.34200063854611196,0.4173898559209794
41,NCT04393038,ABX464,FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1,0.7166426993350391,0.4785094117237658,0.45573816098193465,0.510822070312962
42,NCT04529499,AVIGAN,NC(=O)c1nc(F)cnc1O,0.6871997657132347,0.3197597625358307,0.49395130330233933,0.4511651356739223
43,NCT04534283,Abemaciclib,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,0.6071709673924556,0.4862624638603839,0.3449383123562945,0.40102661331930933
44,NCT04313881,Azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.8607856761551407,0.4870315138462866,0.1627167958015928,0.43729388379322603
45,NCT04606563,Azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.7921313111219652,0.4832777578056294,0.4268698020536197,0.31892139343956205
46,NCT04504734,Bucillamine,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0.2857416868580169,0.2290547589275912,0.3594473750398425,0.43780891216596635
47,NCT04606563,Candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.7683603445557372,0.46732121865706383,0.4399231120623822,0.2768284418880135
48,NCT04606563,Eprosartan,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.7038724055883537,0.2909594796897394,0.4239452079707868,0.5166387349443756
49,NCT04173273,Etrasimod,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,0.4454313639122827,0.34000088074328233,0.14049432182777824,0.2534219754132058
50,NCT04578548,GLPG2737,COC1CCN(C2CCN(c3cc(C(=O)NS(=O)(=O)N(C)C)nc4c3c(C3CCC3)nn4-c3ccc(F)cc3)CC2)CC1,0.7132807481273027,0.508686445242365,0.28861850806640854,0.3298117049145605
51,NCT04344444,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.5592293950237037,0.6248937076355872,0.5484438981048442,0.4839228455075884
52,NCT04345692,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.5592293950237037,0.6248937076355872,0.5484438981048442,0.4839228455075884
53,NCT04435808,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.5592293950237037,0.6248937076355872,0.5484438981048442,0.4839228455075884
54,NCT04329923,Hydroxychloroquine Sulfate 400 mg twice a day,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.5592293950237037,0.6248937076355872,0.5484438981048442,0.4839228455075884
55,NCT04606563,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.5776010193343585,0.45043643791472976,0.32870803034784607,0.5556294677582436
56,NCT04534283,LY3214996,Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,0.6015357548299671,0.48577064007289794,0.19120212327633046,0.42548080015313317
57,NCT04447235,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.7683372618826642,0.41396912876514563,0.4619523302793676,0.5473884443832792
58,NCT04606563,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.7683372618826642,0.4139691287651456,0.4619523302793676,0.5473884443832792
59,NCT04271475,Macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,0.7837525958793831,0.37939584368593765,0.5718259483219069,0.5919894996933551
60,NCT04523090,Nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0.7758554718441807,0.748369143576603,0.3697442767436507,0.5065548555951498
61,NCT04606563,Olmesartan,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.6594887540189003,0.3787189264307114,0.4730781473189186,0.3696532919339177
62,NCT04504032,Rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.6297022330377932,0.4855998420738735,0.21586514713069727,0.45139376799407765
63,NCT04606563,Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.7611011002674589,0.47576467170239717,0.49186722519010745,0.3295790924470229
64,NCT04606563,Valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0.5449597934796928,0.39276936502664056,0.4385390944926771,0.46493872395887376
65,NCT04459715,Xevinapant (Debio 1143),CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,0.37605068612300935,0.1681216685391737,0.15953613391863514,0.42468016921098545
66,NCT03852628,2mg Buprenex and 380mg Vivitrol,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.18174860862598594,0.3171286731349459,0.10815974938402619,0.5336924478970362
67,NCT03953326,Acetylcholine,CC(=O)OCC[N+](C)(C)C,0.1337609362926149,0.3909533584030974,0.5368500502975336,0.5185721770223123
68,NCT03942419,Atropine 0.01% Ophthalmic Solution,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0.14394264995531947,0.23182518859722032,0.10705454047094079,0.4493216440695527
69,NCT03742973,Baricitinib,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.7559596073143312,0.4908745875975573,0.4336043802868002,0.48100153810783053
70,NCT03340727,Caffeine Citrate,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.5870882815258084,0.28090539384443247,0.3417070285934718,0.6150675321536614
71,NCT03890120,Cilofexor,O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,0.723202310323649,0.325012385440429,0.20435018029187157,0.38121504591449584
72,NCT03926624,DFP-10917,N#CC1C(O)C(CO)OC1n1ccc(N)nc1=O,0.7806387555208542,0.21338791067725982,0.16388067700688896,0.4054537744814665
73,NCT04042727,Dexmedetomidine Hydrochloride,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,0.47583569027851347,0.31371891464163304,0.3856354735717466,0.516257135548955
74,NCT03791398,Dose level 1 ONC201 625mg,Cc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccccc3)C2)N2CCN=C12,0.5616209314061215,0.4925491305936471,0.20461967097437797,0.5419077917187164
75,NCT02644525,Imatinib Mesylate,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.8426806392772843,0.47540690630819293,0.25405835940785304,0.3833509337091852
76,NCT03721965,Itacitinib,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,0.6898738843552908,0.41115777670779863,0.25080237808569394,0.4259768301227912
77,NCT03948178,Levosimendan,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,0.7052285077269189,0.5294988555006932,0.33953337117524524,0.4779212353131954
78,NCT04163900,NUC-1031,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,0.6574507405371478,0.29703374857700526,0.3156886580549692,0.3608214370175418
79,NCT03955471,Niraparib,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.7096460077425455,0.401712672903879,0.13900719950951557,0.32862994721187583
80,NCT03762265,Rilzabrutinib,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,0.6244206741666242,0.5220966944929587,0.1916097031808838,0.35303086946289225
81,NCT03682055,VK-2019,O=C(O)c1cccc(C#Cc2ccc(COC3CCOCC3)cc2)c1-c1ccc2cc[nH]c2c1,0.6795749777151908,0.41809040031354733,0.1522969777300324,0.2796739485201052
82,NCT03713320,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.39764315820127893,0.2497595564176287,0.3778328724787674,0.6325386060678916
83,NCT03948334,ZPL389 30mg,CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,0.5588667779733025,0.4517033635089548,0.2744289321049259,0.4351764550321072
84,NCT03599622,BMS-986165,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,0.631603567411475,0.5152408636877592,0.1685588368160213,0.36037367752606
85,NCT03630120,Cabozantinib,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,0.6062272472301615,0.386985216749844,0.2079933620894171,0.3234279855825866
86,NCT03395288,D-Mannose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,0.2580222874438418,0.26896359077085286,0.13869519800564253,0.5105938513431264
87,NCT03645603,Dexmedetomidine,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,0.47583569027851347,0.31371891464163304,0.3856354735717466,0.516257135548955
88,NCT03657095,Esuberaprost,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,0.3842457030005873,0.3154077699357934,0.17509946039135646,0.4807123896773347
89,NCT03407482,GDC-0853,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,0.687384576277788,0.47648023556884794,0.23569876658193778,0.40598169143991586
90,NCT03372603,GSK2798745,CC(C)(O)c1cnc(N2C[C@@]3(CCC[C@](C)(Cn4cnc5ccc(C#N)cc54)C3)OC2=O)cn1,0.5569190378360976,0.37994287925319414,0.22822229163459123,0.5054114584397037
91,NCT03628391,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.4135033588728283,0.18079871642605197,0.251145886725849,0.40903209642325855
92,NCT03506373,Ibrutinib,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.6638197434855599,0.4999939979236234,0.21314905481373894,0.4299335797272739
93,NCT03506373,Ixazomib Citrate,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,0.6121990924829412,0.29299980747564197,0.35848735571854845,0.4797423202386301
94,NCT03630120,Lenvatinib,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,0.7043078656601236,0.39121689655755515,0.20156332821185424,0.29872006032547216
95,NCT03467217,Losartan potassium,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.7683372618826642,0.4139691287651456,0.4619523302793676,0.5473884443832792
96,NCT03572478,Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.6512163634842433,0.5538896734643604,0.20917988733202272,0.463696795123318
97,NCT03630120,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0.6904102643642573,0.29397031335154,0.38304993219737826,0.39038466742421346
98,NCT03530293,Valbenazine,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,0.2977536735851262,0.2530020375009022,0.0998569596834835,0.3491131826494848
99,NCT03630120,Vandetanib,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,0.5829412606315841,0.5707927137054271,0.16958051199366675,0.3959794303379068
100,NCT03523728,Venglustat,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1,0.6312951713334463,0.4105905797477612,0.17292390316512926,0.3120194987787002
101,NCT03517566,ZPL389 10mg,CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,0.5588667779733025,0.4517033635089548,0.2744289321049259,0.4351764550321073
102,NCT03690141,eFT508,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,0.6313791398754681,0.5219820869820762,0.35157974684150567,0.5041354061566726
103,NCT03603288,idebenone 150 mg film-coated tablets,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0.4686439466464381,0.22648381410397112,0.35564701695442763,0.5758670743760719
104,NCT03061708,AZD2014,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,0.7301172750902045,0.5257157441577807,0.1653771072016656,0.3865021189392126
105,NCT03082833,AZD2014,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,0.7301172750902046,0.5257157441577807,0.1653771072016656,0.3865021189392126
106,NCT03131206,Alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.6669351246829099,0.45610622539619744,0.21513311912392563,0.47122815320178074
107,NCT02759120,Antimicrobial therapy: Co-trimoxazole or Doxycycline,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.6322712998322935,0.37799849289447723,0.25552063391415253,0.450925737189822
108,NCT02587962,Birinapant,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,0.547744421169291,0.3768580111725566,0.1437202918163368,0.2904588944318461
109,NCT03028740,Cenicriviroc,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1,0.5917556018224439,0.38387643295937274,0.27906219571744656,0.3885868648691691
110,NCT03059446,Cenicriviroc,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1,0.5917556018224439,0.38387643295937274,0.27906219571744656,0.3885868648691691
111,NCT02999854,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,0.32453456714574536,0.9124435206604369,0.32143569410633727,0.6642352414846343
112,NCT03170232,Danirixin 35 mg tablets,Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)[C@H]2CCCNC2)c1O,0.7093943365950649,0.32863892311159454,0.28356661087990936,0.4678513471937915
113,NCT03063203,Decitabine,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0.893800186102983,0.29493123302218927,0.25539225889508493,0.474238993186558
114,NCT03071692,K-877,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,0.623523274457927,0.43037676184698415,0.2771046289863401,0.3212480531069302
115,NCT03325296,LEO 124249,COc1cc(O)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.3833719272051123,0.25729217369359186,0.06906286819302077,0.4160693579777605
116,NCT02972658,Lanabecestat,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,0.5264616215151929,0.5783374221783077,0.15159510763855735,0.5688412292135613
117,NCT03044249,MP-101,C[C@H](N)C(=O)N[C@@]1(C(=O)O)C[C@@H](Sc2nnc[nH]2)[C@H]2[C@H](C(=O)O)[C@H]21,0.4565309213388999,0.2324355592240754,0.20326928486026302,0.45394573320716963
118,NCT02932475,Metformin,CN(C)C(=N)NC(=N)N,0.19608047109434723,0.3494273354018487,0.5150937821136821,0.6722687145918205
119,NCT02902484,Nintedanib,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.5802032996943232,0.46957313526084543,0.24188876285886732,0.4410471864657955
120,NCT03176277,ONO-7475 10mg once daily,COc1cc2nccc(Oc3ccc(NC(=O)c4cc5c(n(-c6ccccc6)c4=O)CCCC5=O)nc3)c2cc1OC,0.6065418004727209,0.4243140340461135,0.1564918391747009,0.27150947426189964
121,NCT02907918,Palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.6852388540394891,0.3706274311216735,0.15350047458853458,0.3292331931348356
122,NCT03151408,Pracinostat,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,0.6519314177848411,0.4452070770809154,0.4742025372138273,0.6169719843911278
123,NCT03053050,SEL,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.39931845371075253,0.2976582584461423,0.3076029305194767,0.41855051159463597
124,NCT03053063,SEL,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.39931845371075253,0.2976582584461423,0.3076029305194767,0.41855051159463597
125,NCT02960217,UX007,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,0.21083544837350854,0.17651320715639335,0.6162747133230044,0.7352264994456561
126,NCT03154333,diacerein 1% ointment,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,0.7091013157140675,0.6178204376145083,0.41233576375199515,0.46472023319539013
