molregno,gene
27340,rpsQ
27340,rpsR
27340,rpsS
27340,rpsT
27340,rpsU
27340,rpsC
27340,rpsD
27340,rpsE
27340,rpsF
27340,rpsG
27340,rpsH
27340,rpsI
27340,rplJ
27340,rplK
27340,rplM
27340,rplN
27340,rplO
27340,rplP
27340,rplQ
27340,rplR
27340,rplS
27340,rplA
27340,rplT
27340,rplU
27340,rplV
27340,rplW
27340,rplX
27340,rplY
27340,rpmA
27340,rpmB
27340,rpmC
27340,rplB
27340,rpmD
27340,ykgM
27340,rpmE
27340,rpmF
27340,rpmG
27340,rpmH
27340,rpmI
27340,ykgO
27340,rpmJ
27340,rplC
27340,rplE
27340,rplF
27340,rplL
2287105,rpsB
2287105,rplD
2287105,rpsA
2287105,rpsJ
2287105,rpsK
2287105,rpsL
2287105,rpsM
2287105,rpsN
2287105,rpsO
2287105,rpsP
2287105,rpsQ
2287105,rpsR
2287105,rpsS
2287105,rpsT
2287105,rpsU
2287105,rpsC
2287105,rpsD
2287105,rpsE
2287105,rpsF
2287105,rpsG
2287105,rpsH
2287105,rpsI
2287105,rplJ
2287105,rplK
2287105,rplM
2287105,rplN
2287105,rplO
2287105,rplP
2287105,rplQ
2287105,rplR
2287105,rplS
2287105,rplA
2287105,rplT
2287105,rplU
2287105,rplV
2287105,rplW
2287105,rplX
2287105,rplY
2287105,rpmA
2287105,rpmB
2287105,rpmC
2287105,rplB
2287105,rpmD
2287105,ykgM
2287105,rpmE
2287105,rpmF
2287105,rpmG
2287105,rpmH
2287105,rpmI
2287105,ykgO
2287105,rpmJ
2287105,rplC
2287105,rplE
2287105,rplF
2287105,rplL
421157,rpsB
421157,rplD
421157,rpsA
421157,rpsJ
421157,rpsK
421157,rpsL
421157,rpsM
421157,rpsN
421157,rpsO
421157,rpsP
421157,rpsQ
421157,rpsR
421157,rpsS
421157,rpsT
421157,rpsU
421157,rpsC
421157,rpsD
421157,rpsE
421157,rpsF
421157,rpsG
421157,rpsH
421157,rpsI
421157,rplJ
421157,rplK
421157,rplM
421157,rplN
421157,rplO
421157,rplP
421157,rplQ
421157,rplR
421157,rplS
421157,rplA
421157,rplT
421157,rplU
421157,rplV
421157,rplW
421157,rplX
421157,rplY
421157,rpmA
421157,rpmB
421157,rpmC
421157,rplB
421157,rpmD
421157,ykgM
421157,rpmE
421157,rpmF
421157,rpmG
421157,rpmH
421157,rpmI
421157,ykgO
421157,rpmJ
421157,rplC
421157,rplE
421157,rplF
421157,rplL
2197439,rpsB
2197439,rplD
2197439,rpsA
2197439,rpsJ
2197439,rpsK
2197439,rpsL
2197439,rpsM
2197439,rpsN
2197439,rpsO
2197439,rpsP
2197439,rpsQ
2197439,rpsR
2197439,rpsS
2197439,rpsT
2197439,rpsU
2197439,rpsC
2197439,rpsD
2197439,rpsE
2197439,rpsF
2197439,rpsG
2197439,rpsH
2197439,rpsI
2197439,rplJ
2197439,rplK
2197439,rplM
2197439,rplN
2197439,rplO
2197439,rplP
2197439,rplQ
2197439,rplR
2197439,rplS
2197439,rplA
2197439,rplT
2197439,rplU
2197439,rplV
2197439,rplW
2197439,rplX
2197439,rplY
2197439,rpmA
2197439,rpmB
2197439,rpmC
2197439,rplB
2197439,rpmD
2197439,ykgM
2197439,rpmE
2197439,rpmF
2197439,rpmG
2197439,rpmH
2197439,rpmI
2197439,ykgO
2197439,rpmJ
2197439,rplC
2197439,rplE
2197439,rplF
2197439,rplL
1418074,rpsB
1418074,rplD
1418074,rpsA
1418074,rpsJ
1418074,rpsK
1418074,rpsL
1418074,rpsM
1418074,rpsN
1418074,rpsO
1418074,rpsP
1418074,rpsQ
1418074,rpsR
1418074,rpsS
1418074,rpsT
1418074,rpsU
1418074,rpsC
1418074,rpsD
1418074,rpsE
1418074,rpsF
1418074,rpsG
1418074,rpsH
1418074,rpsI
1418074,rplJ
1418074,rplK
1418074,rplM
1418074,rplN
1418074,rplO
1418074,rplP
1418074,rplQ
1418074,rplR
1418074,rplS
1418074,rplA
1418074,rplT
1418074,rplU
1418074,rplV
1418074,rplW
1418074,rplX
1418074,rplY
1418074,rpmA
1418074,rpmB
1418074,rpmC
1418074,rplB
1418074,rpmD
1418074,ykgM
1418074,rpmE
1418074,rpmF
1418074,rpmG
1418074,rpmH
1418074,rpmI
1418074,ykgO
1418074,rpmJ
1418074,rplC
1418074,rplE
1418074,rplF
1418074,rplL
1673803,rpsB
1673803,rplD
1673803,rpsA
1673803,rpsJ
1673803,rpsK
1673803,rpsL
1673803,rpsM
1673803,rpsN
1673803,rpsO
1673803,rpsP
1673803,rpsQ
1673803,rpsR
1673803,rpsS
1673803,rpsT
1673803,rpsU
1673803,rpsC
1673803,rpsD
1673803,rpsE
1673803,rpsF
1673803,rpsG
1673803,rpsH
1673803,rpsI
1673803,rplJ
1673803,rplK
1673803,rplM
1673803,rplN
1673803,rplO
1673803,rplP
1673803,rplQ
1673803,rplR
1673803,rplS
1673803,rplA
1673803,rplT
1673803,rplU
1673803,rplV
1673803,rplW
1673803,rplX
1673803,rplY
1673803,rpmA
1673803,rpmB
1673803,rpmC
1673803,rplB
1673803,rpmD
1673803,ykgM
1673803,rpmE
1673803,rpmF
1673803,rpmG
1673803,rpmH
1673803,rpmI
1673803,ykgO
1673803,rpmJ
1673803,rplC
1673803,rplE
1673803,rplF
1673803,rplL
674680,rpsB
674680,rplD
674680,rpsA
674680,rpsJ
674680,rpsK
674680,rpsL
674680,rpsM
674680,rpsN
674680,rpsO
674680,rpsP
674680,rpsQ
674680,rpsR
674680,rpsS
674680,rpsT
674680,rpsU
674680,rpsC
674680,rpsD
674680,rpsE
674680,rpsF
674680,rpsG
674680,rpsH
674680,rpsI
674680,rplJ
674680,rplK
674680,rplM
674680,rplN
674680,rplO
674680,rplP
674680,rplQ
674680,rplR
674680,rplS
674680,rplA
674680,rplT
674680,rplU
674680,rplV
674680,rplW
674680,rplX
674680,rplY
674680,rpmA
674680,rpmB
674680,rpmC
674680,rplB
674680,rpmD
674680,ykgM
674680,rpmE
674680,rpmF
674680,rpmG
674680,rpmH
674680,rpmI
674680,ykgO
674680,rpmJ
674680,rplC
674680,rplE
674680,rplF
674680,rplL
674461,rpsB
674461,rplD
674461,rpsA
674461,rpsJ
674461,rpsK
674461,rpsL
674461,rpsM
674461,rpsN
674461,rpsO
674461,rpsP
674461,rpsQ
674461,rpsR
674461,rpsS
674461,rpsT
674461,rpsU
674461,rpsC
674461,rpsD
674461,rpsE
674461,rpsF
674461,rpsG
674461,rpsH
674461,rpsI
674461,rplJ
674461,rplK
674461,rplM
674461,rplN
674461,rplO
674461,rplP
674461,rplQ
674461,rplR
674461,rplS
674461,rplA
674461,rplT
674461,rplU
674461,rplV
674461,rplW
674461,rplX
674461,rplY
674461,rpmA
674461,rpmB
674461,rpmC
674461,rplB
674461,rpmD
674461,ykgM
674461,rpmE
674461,rpmF
674461,rpmG
674461,rpmH
674461,rpmI
674461,ykgO
674461,rpmJ
674461,rplC
674461,rplE
674461,rplF
674461,rplL
699423,rpsB
699423,rplD
699423,rpsA
699423,rpsJ
699423,rpsK
699423,rpsL
699423,rpsM
699423,rpsN
699423,rpsO
699423,rpsP
699423,rpsQ
699423,rpsR
699423,rpsS
699423,rpsT
699423,rpsU
699423,rpsC
699423,rpsD
699423,rpsE
699423,rpsF
699423,rpsG
699423,rpsH
699423,rpsI
699423,rplJ
699423,rplK
699423,rplM
699423,rplN
699423,rplO
699423,rplP
699423,rplQ
699423,rplR
699423,rplS
699423,rplA
699423,rplT
699423,rplU
699423,rplV
699423,rplW
699423,rplX
699423,rplY
699423,rpmA
699423,rpmB
699423,rpmC
699423,rplB
699423,rpmD
699423,ykgM
699423,rpmE
699423,rpmF
699423,rpmG
699423,rpmH
699423,rpmI
699423,ykgO
699423,rpmJ
699423,rplC
699423,rplE
699423,rplF
699423,rplL
1926909,rpsB
1926909,rplD
1926909,rpsA
1926909,rpsJ
1926909,rpsK
1926909,rpsL
1926909,rpsM
1926909,rpsN
1926909,rpsO
1926909,rpsP
1926909,rpsQ
1926909,rpsR
1926909,rpsS
1926909,rpsT
1926909,rpsU
1926909,rpsC
1926909,rpsD
1926909,rpsE
1926909,rpsF
1926909,rpsG
1926909,rpsH
1926909,rpsI
1926909,rplJ
1926909,rplK
1926909,rplM
1926909,rplN
1926909,rplO
1926909,rplP
1926909,rplQ
1926909,rplR
1926909,rplS
1926909,rplA
1926909,rplT
1926909,rplU
1926909,rplV
1926909,rplW
1926909,rplX
1926909,rplY
1926909,rpmA
1926909,rpmB
1926909,rpmC
1926909,rplB
1926909,rpmD
1926909,ykgM
1926909,rpmE
1926909,rpmF
1926909,rpmG
1926909,rpmH
1926909,rpmI
1926909,ykgO
1926909,rpmJ
1926909,rplC
1926909,rplE
1926909,rplF
1926909,rplL
674888,rpsB
674888,rplD
674888,rpsA
674888,rpsJ
674888,rpsK
674888,rpsL
674888,rpsM
674888,rpsN
674888,rpsO
674888,rpsP
674888,rpsQ
674888,rpsR
674888,rpsS
674888,rpsT
674888,rpsU
674888,rpsC
674888,rpsD
674888,rpsE
674888,rpsF
674888,rpsG
674888,rpsH
674888,rpsI
674888,rplJ
674888,rplK
674888,rplM
674888,rplN
674888,rplO
674888,rplP
674888,rplQ
674888,rplR
674888,rplS
674888,rplA
674888,rplT
674888,rplU
674888,rplV
674888,rplW
674888,rplX
674888,rplY
674888,rpmA
674888,rpmB
674888,rpmC
674888,rplB
674888,rpmD
674888,ykgM
674888,rpmE
674888,rpmF
674888,rpmG
674888,rpmH
674888,rpmI
674888,ykgO
674888,rpmJ
674888,rplC
674888,rplE
674888,rplF
674888,rplL
378124,rpsB
378124,rplD
378124,rpsA
378124,rpsJ
378124,rpsK
378124,rpsL
378124,rpsM
378124,rpsN
378124,rpsO
378124,rpsP
378124,rpsQ
378124,rpsR
378124,rpsS
378124,rpsT
378124,rpsU
378124,rpsC
378124,rpsD
378124,rpsE
378124,rpsF
378124,rpsG
378124,rpsH
378124,rpsI
378124,rplJ
378124,rplK
378124,rplM
378124,rplN
378124,rplO
378124,rplP
378124,rplQ
378124,rplR
378124,rplS
378124,rplA
378124,rplT
378124,rplU
378124,rplV
378124,rplW
378124,rplX
378124,rplY
378124,rpmA
378124,rpmB
378124,rpmC
378124,rplB
378124,rpmD
378124,ykgM
378124,rpmE
378124,rpmF
378124,rpmG
378124,rpmH
378124,rpmI
378124,ykgO
378124,rpmJ
378124,rplC
378124,rplE
378124,rplF
378124,rplL
674539,rpsB
674539,rplD
674539,rpsA
674539,rpsJ
674539,rpsK
674539,rpsL
674539,rpsM
674539,rpsN
674539,rpsO
674539,rpsP
674539,rpsQ
674539,rpsR
674539,rpsS
674539,rpsT
674539,rpsU
674539,rpsC
674539,rpsD
674539,rpsE
674539,rpsF
674539,rpsG
674539,rpsH
674539,rpsI
674539,rplJ
674539,rplK
674539,rplM
674539,rplN
674539,rplO
674539,rplP
674539,rplQ
674539,rplR
674539,rplS
674539,rplA
674539,rplT
674539,rplU
674539,rplV
674539,rplW
674539,rplX
674539,rplY
674539,rpmA
674539,rpmB
674539,rpmC
674539,rplB
674539,rpmD
674539,ykgM
674539,rpmE
674539,rpmF
674539,rpmG
674539,rpmH
674539,rpmI
674539,ykgO
674539,rpmJ
674539,rplC
674539,rplE
674539,rplF
674539,rplL
373970,rpsB
373970,rplD
373970,rpsA
373970,rpsJ
373970,rpsK
373970,rpsL
373970,rpsM
373970,rpsN
373970,rpsO
373970,rpsP
373970,rpsQ
373970,rpsR
373970,rpsS
373970,rpsT
373970,rpsU
373970,rpsC
373970,rpsD
373970,rpsE
373970,rpsF
373970,rpsG
373970,rpsH
373970,rpsI
373970,rplJ
373970,rplK
373970,rplM
373970,rplN
373970,rplO
373970,rplP
373970,rplQ
373970,rplR
373970,rplS
373970,rplA
373970,rplT
373970,rplU
373970,rplV
373970,rplW
373970,rplX
373970,rplY
373970,rpmA
373970,rpmB
373970,rpmC
373970,rplB
373970,rpmD
373970,ykgM
373970,rpmE
373970,rpmF
373970,rpmG
373970,rpmH
373970,rpmI
373970,ykgO
373970,rpmJ
373970,rplC
373970,rplE
373970,rplF
373970,rplL
674425,rpsB
674425,rplD
674425,rpsA
674425,rpsJ
674425,rpsK
674425,rpsL
674425,rpsM
674425,rpsN
674425,rpsO
674425,rpsP
674425,rpsQ
674425,rpsR
674425,rpsS
674425,rpsT
674425,rpsU
674425,rpsC
674425,rpsD
674425,rpsE
674425,rpsF
674425,rpsG
674425,rpsH
674425,rpsI
674425,rplJ
674425,rplK
674425,rplM
674425,rplN
674425,rplO
674425,rplP
674425,rplQ
674425,rplR
674425,rplS
674425,rplA
674425,rplT
674425,rplU
674425,rplV
674425,rplW
674425,rplX
674425,rplY
674425,rpmA
674425,rpmB
674425,rpmC
674425,rplB
674425,rpmD
674425,ykgM
674425,rpmE
674425,rpmF
674425,rpmG
674425,rpmH
674425,rpmI
674425,ykgO
674425,rpmJ
674425,rplC
674425,rplE
674425,rplF
674425,rplL
171587,rpsB
171587,rplD
171587,rpsA
171587,rpsJ
171587,rpsK
171587,rpsL
171587,rpsM
171587,rpsN
171587,rpsO
171587,rpsP
171587,rpsQ
171587,rpsR
171587,rpsS
171587,rpsT
171587,rpsU
171587,rpsC
171587,rpsD
171587,rpsE
171587,rpsF
171587,rpsG
171587,rpsH
171587,rpsI
171587,rplJ
171587,rplK
171587,rplM
171587,rplN
171587,rplO
171587,rplP
171587,rplQ
171587,rplR
171587,rplS
171587,rplA
171587,rplT
171587,rplU
171587,rplV
171587,rplW
171587,rplX
171587,rplY
171587,rpmA
171587,rpmB
171587,rpmC
171587,rplB
171587,rpmD
171587,ykgM
171587,rpmE
171587,rpmF
171587,rpmG
171587,rpmH
171587,rpmI
171587,ykgO
171587,rpmJ
171587,rplC
171587,rplE
171587,rplF
171587,rplL
1674082,rpsB
1674082,rplD
1674082,rpsA
1674082,rpsJ
1674082,rpsK
1674082,rpsL
1674082,rpsM
1674082,rpsN
1674082,rpsO
1674082,rpsP
1674082,rpsQ
1674082,rpsR
1674082,rpsS
1674082,rpsT
1674082,rpsU
1674082,rpsC
1674082,rpsD
1674082,rpsE
1674082,rpsF
1674082,rpsG
1674082,rpsH
1674082,rpsI
1674082,rplJ
1674082,rplK
1674082,rplM
1674082,rplN
1674082,rplO
1674082,rplP
1674082,rplQ
1674082,rplR
1674082,rplS
1674082,rplA
1674082,rplT
1674082,rplU
1674082,rplV
1674082,rplW
1674082,rplX
1674082,rplY
1674082,rpmA
1674082,rpmB
1674082,rpmC
1674082,rplB
1674082,rpmD
1674082,ykgM
1674082,rpmE
1674082,rpmF
1674082,rpmG
1674082,rpmH
1674082,rpmI
1674082,ykgO
1674082,rpmJ
1674082,rplC
1674082,rplE
1674082,rplF
1674082,rplL
455284,rpsB
455284,rplD
455284,rpsA
455284,rpsJ
455284,rpsK
455284,rpsL
455284,rpsM
455284,rpsN
455284,rpsO
455284,rpsP
455284,rpsQ
455284,rpsR
455284,rpsS
455284,rpsT
455284,rpsU
455284,rpsC
455284,rpsD
455284,rpsE
455284,rpsF
455284,rpsG
455284,rpsH
455284,rpsI
455284,rplJ
455284,rplK
455284,rplM
455284,rplN
455284,rplO
455284,rplP
455284,rplQ
455284,rplR
455284,rplS
455284,rplA
455284,rplT
455284,rplU
455284,rplV
455284,rplW
455284,rplX
455284,rplY
455284,rpmA
455284,rpmB
455284,rpmC
455284,rplB
455284,rpmD
455284,ykgM
455284,rpmE
455284,rpmF
455284,rpmG
455284,rpmH
455284,rpmI
455284,ykgO
455284,rpmJ
455284,rplC
455284,rplE
455284,rplF
455284,rplL
674583,rpsB
674583,rplD
674583,rpsA
674583,rpsJ
674583,rpsK
674583,rpsL
674583,rpsM
674583,rpsN
674583,rpsO
674583,rpsP
674583,rpsQ
674583,rpsR
674583,rpsS
674583,rpsT
674583,rpsU
674583,rpsC
674583,rpsD
674583,rpsE
674583,rpsF
674583,rpsG
674583,rpsH
674583,rpsI
674583,rplJ
674583,rplK
674583,rplM
674583,rplN
674583,rplO
674583,rplP
674583,rplQ
674583,rplR
674583,rplS
674583,rplA
674583,rplT
674583,rplU
674583,rplV
674583,rplW
674583,rplX
674583,rplY
674583,rpmA
674583,rpmB
674583,rpmC
674583,rplB
674583,rpmD
674583,ykgM
674583,rpmE
674583,rpmF
674583,rpmG
674583,rpmH
674583,rpmI
674583,ykgO
674583,rpmJ
674583,rplC
674583,rplE
674583,rplF
674583,rplL
674457,rpsB
674457,rplD
674457,rpsA
674457,rpsJ
674457,rpsK
674457,rpsL
674457,rpsM
674457,rpsN
674457,rpsO
674457,rpsP
674457,rpsQ
674457,rpsR
674457,rpsS
674457,rpsT
674457,rpsU
674457,rpsC
674457,rpsD
674457,rpsE
674457,rpsF
674457,rpsG
674457,rpsH
674457,rpsI
674457,rplJ
674457,rplK
674457,rplM
674457,rplN
674457,rplO
674457,rplP
674457,rplQ
674457,rplR
674457,rplS
674457,rplA
674457,rplT
674457,rplU
674457,rplV
674457,rplW
674457,rplX
674457,rplY
674457,rpmA
674457,rpmB
674457,rpmC
674457,rplB
674457,rpmD
674457,ykgM
674457,rpmE
674457,rpmF
674457,rpmG
674457,rpmH
674457,rpmI
674457,ykgO
674457,rpmJ
674457,rplC
674457,rplE
674457,rplF
674457,rplL
373985,rpsB
373985,rplD
373985,rpsA
373985,rpsJ
373985,rpsK
373985,rpsL
373985,rpsM
373985,rpsN
373985,rpsO
373985,rpsP
373985,rpsQ
373985,rpsR
373985,rpsS
373985,rpsT
373985,rpsU
373985,rpsC
373985,rpsD
373985,rpsE
373985,rpsF
373985,rpsG
373985,rpsH
373985,rpsI
373985,rplJ
373985,rplK
373985,rplM
373985,rplN
373985,rplO
373985,rplP
373985,rplQ
373985,rplR
373985,rplS
373985,rplA
373985,rplT
373985,rplU
373985,rplV
373985,rplW
373985,rplX
373985,rplY
373985,rpmA
373985,rpmB
373985,rpmC
373985,rplB
373985,rpmD
373985,ykgM
373985,rpmE
373985,rpmF
373985,rpmG
373985,rpmH
373985,rpmI
373985,ykgO
373985,rpmJ
373985,rplC
373985,rplE
373985,rplF
373985,rplL
2197700,rpsB
2197700,rplD
2197700,rpsA
2197700,rpsJ
2197700,rpsK
2197700,rpsL
2197700,rpsM
2197700,rpsN
2197700,rpsO
2197700,rpsP
2197700,rpsQ
2197700,rpsR
2197700,rpsS
2197700,rpsT
2197700,rpsU
2197700,rpsC
2197700,rpsD
2197700,rpsE
2197700,rpsF
2197700,rpsG
2197700,rpsH
2197700,rpsI
2197700,rplJ
2197700,rplK
2197700,rplM
2197700,rplN
2197700,rplO
2197700,rplP
2197700,rplQ
2197700,rplR
2197700,rplS
2197700,rplA
2197700,rplT
2197700,rplU
2197700,rplV
2197700,rplW
2197700,rplX
2197700,rplY
2197700,rpmA
2197700,rpmB
2197700,rpmC
2197700,rplB
2197700,rpmD
2197700,ykgM
2197700,rpmE
2197700,rpmF
2197700,rpmG
2197700,rpmH
2197700,rpmI
2197700,ykgO
2197700,rpmJ
2197700,rplC
2197700,rplE
2197700,rplF
2197700,rplL
1418014,rpsB
1418014,rplD
1418014,rpsA
1418014,rpsJ
1418014,rpsK
1418014,rpsL
1418014,rpsM
1418014,rpsN
1418014,rpsO
1418014,rpsP
1418014,rpsQ
1418014,rpsR
1418014,rpsS
1418014,rpsT
1418014,rpsU
1418014,rpsC
1418014,rpsD
1418014,rpsE
1418014,rpsF
1418014,rpsG
1418014,rpsH
1418014,rpsI
1418014,rplJ
1418014,rplK
1418014,rplM
1418014,rplN
1418014,rplO
1418014,rplP
1418014,rplQ
1418014,rplR
1418014,rplS
1418014,rplA
1418014,rplT
1418014,rplU
1418014,rplV
1418014,rplW
1418014,rplX
1418014,rplY
1418014,rpmA
1418014,rpmB
1418014,rpmC
1418014,rplB
1418014,rpmD
1418014,ykgM
1418014,rpmE
1418014,rpmF
1418014,rpmG
1418014,rpmH
1418014,rpmI
1418014,ykgO
1418014,rpmJ
1418014,rplC
1418014,rplE
1418014,rplF
1418014,rplL
675022,rpsB
675022,rplD
675022,rpsA
675022,rpsJ
675022,rpsK
675022,rpsL
675022,rpsM
675022,rpsN
675022,rpsO
675022,rpsP
675022,rpsQ
675022,rpsR
675022,rpsS
675022,rpsT
675022,rpsU
675022,rpsC
675022,rpsD
675022,rpsE
675022,rpsF
675022,rpsG
675022,rpsH
675022,rpsI
675022,rplJ
675022,rplK
675022,rplM
675022,rplN
675022,rplO
675022,rplP
675022,rplQ
675022,rplR
675022,rplS
675022,rplA
675022,rplT
675022,rplU
675022,rplV
675022,rplW
675022,rplX
675022,rplY
675022,rpmA
675022,rpmB
675022,rpmC
675022,rplB
675022,rpmD
675022,ykgM
675022,rpmE
675022,rpmF
675022,rpmG
675022,rpmH
675022,rpmI
675022,ykgO
675022,rpmJ
675022,rplC
675022,rplE
675022,rplF
675022,rplL
430250,rpsB
430250,rplD
430250,rpsA
430250,rpsJ
430250,rpsK
430250,rpsL
430250,rpsM
430250,rpsN
430250,rpsO
430250,rpsP
430250,rpsQ
430250,rpsR
430250,rpsS
430250,rpsT
430250,rpsU
430250,rpsC
430250,rpsD
430250,rpsE
430250,rpsF
430250,rpsG
430250,rpsH
430250,rpsI
430250,rplJ
430250,rplK
430250,rplM
430250,rplN
430250,rplO
430250,rplP
430250,rplQ
430250,rplR
430250,rplS
430250,rplA
430250,rplT
430250,rplU
430250,rplV
430250,rplW
430250,rplX
430250,rplY
430250,rpmA
430250,rpmB
430250,rpmC
430250,rplB
430250,rpmD
430250,ykgM
430250,rpmE
430250,rpmF
430250,rpmG
430250,rpmH
430250,rpmI
430250,ykgO
430250,rpmJ
430250,rplC
430250,rplE
430250,rplF
430250,rplL
674600,rpsB
674600,rplD
674600,rpsA
674600,rpsJ
674600,rpsK
674600,rpsL
674600,rpsM
674600,rpsN
674600,rpsO
674600,rpsP
674600,rpsQ
674600,rpsR
674600,rpsS
674600,rpsT
674600,rpsU
674600,rpsC
674600,rpsD
674600,rpsE
674600,rpsF
674600,rpsG
674600,rpsH
674600,rpsI
674600,rplJ
674600,rplK
674600,rplM
674600,rplN
674600,rplO
674600,rplP
674600,rplQ
674600,rplR
674600,rplS
674600,rplA
674600,rplT
674600,rplU
674600,rplV
674600,rplW
674600,rplX
674600,rplY
674600,rpmA
674600,rpmB
674600,rpmC
674600,rplB
674600,rpmD
674600,ykgM
674600,rpmE
674600,rpmF
674600,rpmG
674600,rpmH
674600,rpmI
674600,ykgO
674600,rpmJ
674600,rplC
674600,rplE
674600,rplF
674600,rplL
1031364,rpsB
1031364,rplD
1031364,rpsA
1031364,rpsJ
1031364,rpsK
1031364,rpsL
1031364,rpsM
1031364,rpsN
1031364,rpsO
1031364,rpsP
1031364,rpsQ
1031364,rpsR
1031364,rpsS
1031364,rpsT
1031364,rpsU
1031364,rpsC
1031364,rpsD
1031364,rpsE
1031364,rpsF
1031364,rpsG
1031364,rpsH
1031364,rpsI
1031364,rplJ
1031364,rplK
1031364,rplM
1031364,rplN
1031364,rplO
1031364,rplP
1031364,rplQ
1031364,rplR
1031364,rplS
1031364,rplA
1031364,rplT
1031364,rplU
1031364,rplV
1031364,rplW
1031364,rplX
1031364,rplY
1031364,rpmA
1031364,rpmB
1031364,rpmC
1031364,rplB
1031364,rpmD
1031364,ykgM
1031364,rpmE
1031364,rpmF
1031364,rpmG
1031364,rpmH
1031364,rpmI
1031364,ykgO
1031364,rpmJ
1031364,rplC
1031364,rplE
1031364,rplF
1031364,rplL
1445828,rpsB
1445828,rplD
1445828,rpsA
1445828,rpsJ
1445828,rpsK
1445828,rpsL
1445828,rpsM
1445828,rpsN
1445828,rpsO
1445828,rpsP
1445828,rpsQ
1445828,rpsR
1445828,rpsS
1445828,rpsT
1445828,rpsU
1445828,rpsC
1445828,rpsD
1445828,rpsE
1445828,rpsF
1445828,rpsG
1445828,rpsH
1445828,rpsI
1445828,rplJ
1445828,rplK
1445828,rplM
1445828,rplN
1445828,rplO
1445828,rplP
1445828,rplQ
1445828,rplR
1445828,rplS
1445828,rplA
1445828,rplT
1445828,rplU
1445828,rplV
1445828,rplW
1445828,rplX
1445828,rplY
1445828,rpmA
1445828,rpmB
1445828,rpmC
1445828,rplB
1445828,rpmD
1445828,ykgM
1445828,rpmE
1445828,rpmF
1445828,rpmG
1445828,rpmH
1445828,rpmI
1445828,ykgO
1445828,rpmJ
1445828,rplC
1445828,rplE
1445828,rplF
1445828,rplL
674832,rpsB
674832,rplD
674832,rpsA
674832,rpsJ
674832,rpsK
674832,rpsL
674832,rpsM
674832,rpsN
674832,rpsO
674832,rpsP
674832,rpsQ
674832,rpsR
674832,rpsS
674832,rpsT
674832,rpsU
674832,rpsC
674832,rpsD
674832,rpsE
674832,rpsF
674832,rpsG
674832,rpsH
674832,rpsI
674832,rplJ
674832,rplK
674832,rplM
674832,rplN
674832,rplO
674832,rplP
674832,rplQ
674832,rplR
674832,rplS
674832,rplA
674832,rplT
674832,rplU
674832,rplV
674832,rplW
674832,rplX
674832,rplY
674832,rpmA
674832,rpmB
674832,rpmC
674832,rplB
674832,rpmD
674832,ykgM
674832,rpmE
674832,rpmF
674832,rpmG
674832,rpmH
674832,rpmI
674832,ykgO
674832,rpmJ
674832,rplC
674832,rplE
674832,rplF
674832,rplL
3283075,rpsB
3283075,rplD
3283075,rpsA
3283075,rpsJ
3283075,rpsK
3283075,rpsL
3283075,rpsM
3283075,rpsN
3283075,rpsO
3283075,rpsP
3283075,rpsQ
3283075,rpsR
3283075,rpsS
3283075,rpsT
3283075,rpsU
3283075,rpsC
3283075,rpsD
3283075,rpsE
3283075,rpsF
3283075,rpsG
3283075,rpsH
3283075,rpsI
3283075,rplJ
3283075,rplK
3283075,rplM
3283075,rplN
3283075,rplO
3283075,rplP
3283075,rplQ
3283075,rplR
3283075,rplS
3283075,rplA
3283075,rplT
3283075,rplU
3283075,rplV
3283075,rplW
3283075,rplX
3283075,rplY
3283075,rpmA
3283075,rpmB
3283075,rpmC
3283075,rplB
3283075,rpmD
3283075,ykgM
3283075,rpmE
3283075,rpmF
3283075,rpmG
3283075,rpmH
3283075,rpmI
3283075,ykgO
3283075,rpmJ
3283075,rplC
3283075,rplE
3283075,rplF
3283075,rplL
1449150,rpsB
1449150,rplD
1449150,rpsA
1449150,rpsJ
1449150,rpsK
1449150,rpsL
1449150,rpsM
1449150,rpsN
1449150,rpsO
1449150,rpsP
1449150,rpsQ
1449150,rpsR
1449150,rpsS
1449150,rpsT
1449150,rpsU
1449150,rpsC
1449150,rpsD
1449150,rpsE
1449150,rpsF
1449150,rpsG
1449150,rpsH
1449150,rpsI
1449150,rplJ
1449150,rplK
1449150,rplM
1449150,rplN
1449150,rplO
1449150,rplP
1449150,rplQ
1449150,rplR
1449150,rplS
1449150,rplA
1449150,rplT
1449150,rplU
1449150,rplV
1449150,rplW
1449150,rplX
1449150,rplY
1449150,rpmA
1449150,rpmB
1449150,rpmC
1449150,rplB
1449150,rpmD
1449150,ykgM
1449150,rpmE
1449150,rpmF
1449150,rpmG
1449150,rpmH
1449150,rpmI
1449150,ykgO
1449150,rpmJ
1449150,rplC
1449150,rplE
1449150,rplF
1449150,rplL
12506,rpsB
12506,rplD
12506,rpsA
12506,rpsJ
12506,rpsK
12506,rpsL
12506,rpsM
12506,rpsN
12506,rpsO
12506,rpsP
12506,rpsQ
12506,rpsR
12506,rpsS
12506,rpsT
12506,rpsU
12506,rpsC
12506,rpsD
12506,rpsE
12506,rpsF
12506,rpsG
12506,rpsH
12506,rpsI
12506,rplJ
12506,rplK
12506,rplM
12506,rplN
12506,rplO
12506,rplP
12506,rplQ
12506,rplR
12506,rplS
12506,rplA
12506,rplT
12506,rplU
12506,rplV
12506,rplW
12506,rplX
12506,rplY
12506,rpmA
