molregno,gene
672805,CASR
711568,HCRTR1
711568,HCRTR2
2832045,HTR2A
2832045,DRD2
378616,CNR2
1280906,CCR5
1264900,PTGDR2
1439366,CCR1
1927070,CCR2
1926952,ADRB2
1927071,CHRM3
1927011,ADORA1
2832046,ADORA1
1927256,ADORA1
76361,ADORA3
391061,AVPR1A
1250535,CALCRL
346036,CALCRL
1626763,PTGDR2
1589277,PTGDR2
558931,PTGDR2
1927216,HCRTR1
1927216,HCRTR2
1376099,OPRM1
1376099,SLC6A2
1376099,SLC6A4
2197551,OPRM1
2197551,OPRD1
2197551,OPRK1
298316,EDNRA
298316,AGTR1
1763571,HRH4
2832047,HRH4
628156,S1PR1
1926884,HTR4
1161221,GNRHR
704238,BDKRB1
396930,BDKRB1
1376148,OPRK1
1376148,OPRD1
1376148,OPRM1
189057,CCKBR
1927257,OPRM1
320007,CXCR1
320007,CXCR2
1732544,CNR2
564955,BDKRB2
1927073,CXCR4
1279531,ADORA2A
445557,ADORA2A
1927012,ADORA1
1927012,ADORA2A
624199,ADORA2A
597839,ADORA1
1926885,GRM5
1975709,GRM5
1927013,GRM5
1927195,GRM5
603815,HTR2A
1528559,GRM5
1926796,TACR1
1927014,CHRM3
1927014,CHRM4
1927014,CHRM1
1927014,CHRM2
1927014,CHRM5
1927014,SCN10A
1927014,SCN11A
1334397,NPY5R
1926887,NPY5R
1147515,CHRM3
1927015,CNR1
66547,HTR1A
1673031,HTR1B
1673031,HTR2A
572209,AVPR1B
552841,HRH1
1733801,ADORA1
318060,CNR1
1376126,F2R
433495,P2RY12
97869,PTGER4
1340183,HTR4
1449166,ADRB2
258847,HTR1A
2000990,GNRHR
582578,UTS2R
625730,ADRB2
26648,GNRHR
1051419,HTR1A
1380030,EDNRA
427183,ADRA1A
1379842,CASR
32821,ADRB3
1449171,OXTR
1379995,BDKRB2
32222,GHSR
32222,CYP3A4
59348,AGTR1
59348,SLC22A12
59348,SLC22A6
59348,SLC22A8
1376689,PTAFR
1378980,ADRA2A
1378980,ADRA2C
1378980,ADRA2B
179627,EDNRA
179627,EDNRB
1121291,LTB4R
143957,LTB4R
143957,PPARG
460266,TACR1
6760,TACR3
141205,AVPR1A
141205,OXTR
1379111,CNR1
1379111,CNR2
705709,CCKBR
2197352,OPRM1
489439,TACR1
1121299,HTR1B
1121299,HTR1D
1121299,PTGDR2
622622,MC4R
1763586,MC4R
1377905,CALCRL
1377905,CALCR
1377905,RAMP1
1169899,AVPR1A
1927196,MAS1
1926953,MC3R
1926953,MC1R
1378134,BDKRB2
1380584,GLP2R
2739461,CXCR4
2537380,CXCR4
1926798,CXCR4
1926955,NPY4R
1927016,OXTR
467723,GABBR1
467723,GABBR2
1966506,JAK1
1927074,JAK1
1927017,IKBKB
1763584,FLT3
1763584,AXL
2832048,MAPK14
349135,TRPV1
1926888,TRPV1
358940,TRPV1
2832049,TRPV1
2832050,TRPV1
2832051,TRPV1
1149947,GABRA2
1149947,GABRA3
1926889,KCNH2
1926889,SCN5A
1927018,KCNH2
1927018,SCN5A
1927018,CACNA1C
1927018,CACNA1S
1927018,CACNA1D
1927018,CACNA1F
316483,CHRNB2
316483,CHRNA4
480532,GRIN1
480532,GRIN2A
480532,GRIN2B
480532,GRIN2D
480532,GRIN3B
480532,GRIN2C
480532,GRIN3A
1422105,CHRNA7
681317,GRIN1
681317,GRIN2A
681317,GRIN2B
681317,GRIN2D
681317,GRIN3B
681317,GRIN2C
681317,GRIN3A
1359153,GRIN1
1359153,GRIN2B
1927198,GRIN1
1927198,GRIN2B
2197743,GRIN1
2197743,GRIN2A
2197743,GRIN2B
2197743,GRIN2D
2197743,GRIN3B
2197743,GRIN2C
2197743,GRIN3A
1926766,GRIN1
1926766,GRIN2A
1926766,GRIN2B
1926766,GRIN2D
1926766,GRIN3B
1926766,GRIN2C
1926766,GRIN3A
704821,GRIN1
704821,GRIN2A
704821,GRIN2B
704821,GRIN2D
704821,GRIN3B
704821,GRIN2C
704821,GRIN3A
1927200,GRIN1
1927200,GRIN2A
1927200,GRIN2B
1927200,GRIN2D
1927200,GRIN3B
1927200,GRIN2C
1927200,GRIN3A
1926957,P2RX7
2041038,P2RX3
1173912,P2RX7
707012,CHRNA7
19774,GRIN1
19774,GRIN2B
1927080,CHRNA7
1519188,SCN9A
1926762,SCN9A
1951058,SCN10A
2739462,SCNN1A
2739462,SCNN1B
2739462,SCNN1G
2832052,CACNA1B
1927081,CHRNA7
1927140,CHRNA7
555345,CHRNA7
2739463,CHRNA7
2739463,HTR3A
2739463,HTR3E
2739463,HTR3B
2739463,HTR3D
2739463,HTR3C
2832053,CHRNA7
209696,CHRNB2
209696,CHRNA4
209696,CHRNA5
209696,CHRNA6
1377234,CHRNB2
1377234,CHRNA4
404474,CHRNB2
404474,CHRNA4
2464685,CHRNB2
2464685,CHRNA4
2464685,CHRNB4
2464685,CHRNA3
1440335,CHRNB2
1440335,CHRNA4
1926891,GRIA4
1926891,GRIA3
1926891,GRIA2
1926891,GRIA1
1926891,GRIK1
1926891,GRIK5
1926891,GRIK4
1926891,GRIK2
1926891,GRIK3
199699,KCNMA1
306619,GRIN1
306619,GRIN2B
2486578,CFTR
1926802,TRPV1
1926763,CFTR
369710,KCNMA1
2197574,GRIA4
2197574,GRIA3
2197574,GRIA2
2197574,GRIA1
2197574,GRIK1
2197574,GRIK5
2197574,GRIK4
2197574,GRIK2
2197574,GRIK3
603466,CACNA1B
367314,PTGDR
1280563,PTGDR
1280563,PTGDR2
1075798,CCR5
1927082,TACR3
1626747,NR3C1
2118350,FGFR4
2077912,EGFR
1926922,ROCK2
1926922,ROCK1
2087700,AXL
1381033,CD40LG
1381696,TNFRSF8
60106,GRIN1
60106,GRIN2A
60106,GRIN2B
60106,GRIN2D
60106,GRIN3B
60106,GRIN2C
60106,GRIN3A
2039371,GRIN1
2039371,GRIN2A
2039371,GRIN2B
2039371,GRIN2D
2039371,GRIN3B
2039371,GRIN2C
2039371,GRIN3A
2039371,MAOA
1376139,GRIA4
1376139,GRIA3
1376139,GRIA2
1376139,GRIA1
1376139,GRIK1
2039287,CHRNA7
2039220,CHRNA7
2039220,CHRNB4
2039220,CHRNA3
2039220,CHRM1
2039220,CHRM2
2039220,CHRM3
1794104,CHRNB2
1794104,CHRNA4
1380032,KCNQ1
1380032,KCND3
1380032,KCNH2
1380032,KCNA2
1380032,KCNA1
1380032,KCNQ2
1380032,KCNQ3
1380032,KCNA7
1380032,KCNQ5
1380032,KCNQ4
1380032,KCNH1
1380032,KCNA4
1380032,KCNA5
1380032,KCNA3
1380032,KCNA6
1380032,KCNC1
1380032,KCND2
1380032,KCNB2
1380032,KCNC4
1380032,KCNC3
1380032,KCNB1
1380032,KCNA10
1380032,KCNV1
1380032,KCNH5
1380032,KCNG3
1380032,KCNG4
1380032,KCNV2
1380032,KCNS1
1380032,KCNH8
1380032,KCNC2
1380032,KCNS3
1380032,KCNH6
1380032,KCNF1
1380032,KCNH7
1380032,KCND1
1380032,KCNG1
1380032,KCNG2
1380032,KCNH3
1380032,KCNS2
1380032,KCNH4
1380032,SCN1A
1380032,SCN5A
1380032,SCN4A
1380032,SCN7A
1380032,SCN2A
1380032,SCN9A
1380032,SCN3A
1380032,SCN11A
1380032,SCN8A
1380032,SCN10A
2197553,GRIA4
2197553,GRIA3
2197553,GRIA2
2197553,GRIA1
712102,GRIA4
712102,GRIA3
712102,GRIA2
712102,GRIA1
712973,GRIA4
712973,GRIA3
712973,GRIA2
712973,GRIA1
1377430,KCNJ11
1377430,ABCC9
1377430,ABCC8
1377430,KCNJ8
591640,CACNA1H
591640,CACNA2D1
591640,CACNA1C
591640,CACNA2D3
591640,CACNA1S
591640,CACNA2D2
591640,CACNA1D
591640,CACNA1A
591640,CACNA1B
591640,CACNA1G
591640,CACNA2D4
591640,CACNA1I
591640,CACNA1F
591640,CACNA1E
591640,CACNB4
591640,CACNB2
591640,CACNB1
591640,CACNB3
591640,CACNG7
591640,CACNG5
591640,CACNG2
591640,CACNG4
591640,CACNG8
591640,CACNG3
591640,CACNG6
591640,CACNG1
181427,CHRNB2
181427,CHRNA4
1376061,GABRA1
1376061,GABRB2
1376061,GABRG2
1376061,GABRB3
1376061,GABRA4
1376061,GABRG3
1376061,GABRQ
1376061,GABRA3
1376061,GABRP
1376061,GABRD
1376061,GABRG1
1376061,GABRB1
1376061,GABRE
1376061,GABRA2
1376061,GABRA5
1376061,GABRA6
2341274,GABRA1
2341274,GABRB2
2341274,GABRG2
2341274,GABRB3
2341274,GABRA4
2341274,GABRG3
2341274,GABRQ
2341274,GABRA3
2341274,GABRP
2341274,GABRD
2341274,GABRG1
2341274,GABRB1
2341274,GABRE
2341274,GABRA2
2341274,GABRA5
2341274,GABRA6
1380071,GABRA1
1380071,GABRB2
1380071,GABRG2
1380071,GABRB3
1380071,GABRA4
1380071,GABRG3
1380071,GABRQ
1380071,GABRA3
1380071,GABRP
1380071,GABRD
1380071,GABRG1
1380071,GABRB1
1380071,GABRE
1380071,GABRA2
1380071,GABRA5
1380071,GABRA6
2039289,TRPA1
2039290,TRPV3
2039264,TRPV1
2039372,GRIA4
2039372,GRIA3
2039372,GRIA2
2039372,GRIA1
1980306,GABRA1
1980306,GABRB2
1980306,GABRG2
1980306,GABRB3
1980306,GABRA4
1980306,GABRG3
1980306,GABRQ
1980306,GABRA3
1980306,GABRP
1980306,GABRD
1980306,GABRG1
1980306,GABRB1
1980306,GABRE
1980306,GABRA2
1980306,GABRA5
1980306,GABRA6
252174,GABRB3
6288,ESR2
6288,ESR1
103971,ESR2
103971,ESR1
2335156,AR
1117936,AR
1672700,AR
1927260,ESR2
574221,NR1H4
1376146,NR3C1
431456,PGR
1927261,PPARA
598833,PPARA
598833,PPARG
520672,PPARA
520672,PPARG
311988,PPARA
311988,PPARG
33827,PPARA
33827,PPARG
1376261,PPARG
1377023,PPARG
1139916,PPARG
1139916,IKBKB
1139916,NFE2L2
1139916,KEAP1
1345403,THRB
1248747,VDR
2197733,VDR
1248752,FGFR3
1248752,KIT
1248752,PDGFRB
1248752,PDGFRA
371147,CSF1R
371147,FLT3
371147,PDGFRB
371147,PDGFRA
371147,FLT1
371147,FLT4
371147,KDR
573133,CSF1R
573133,FLT3
573133,KIT
573133,PDGFRB
573133,PDGFRA
573133,RET
1376152,MET
361444,ABL1
361444,SRC
363089,AURKB
456867,KIT
456867,PDGFRB
456867,PDGFRA
456867,FLT1
456867,FLT4
456867,KDR
1817518,EGFR
695878,PLK1
343041,FGFR3
343041,FGFR1
343041,FGFR4
343041,FGFR2
343041,FLT1
343041,FLT4
343041,KDR
441029,FGFR3
441029,FGFR1
441029,FGFR4
441029,FGFR2
441029,FLT1
441029,FLT4
441029,KDR
52141,MAP3K11
52141,MAP3K10
52141,MAP3K9
52141,MAP3K13
52141,MAP3K12
597145,FLT3
597145,JAK2
597145,NTRK1
597145,NTRK2
597145,NTRK3
597145,RET
547496,EGFR
547496,ERBB2
547496,ERBB4
617563,JAK1
617563,JAK2
619400,MAPK14
619400,MAPK11
1927262,ABL1
299120,EGFR
299120,ERBB2
14366,CDK2
14366,CDK4
14366,CDK6
14366,CDK9
14366,CDK1
14366,CDK7
1378029,JAK1
1378029,JAK2
715901,FLT1
715901,FLT4
715901,KDR
1926959,CDK4
1926959,CDK6
1763574,BRAF
83217,PRKCB
144959,PRKCB
1677014,MAP2K1
1677014,MAP2K2
1376110,CDK1
1376110,CDK2
1376110,CDK5
1376110,CDK9
520053,AURKA
623658,IGF1R
623658,INSR
1377989,EGFR
1377989,ERBB2
1377989,ERBB4
608601,FLT3
608601,KIT
608601,PDGFRB
608601,PDGFRA
608601,PRKD3
608601,PRKCI
608601,PRKCA
608601,PRKCG
608601,PRKCD
608601,PRKCB
608601,PRKCZ
608601,PRKCE
608601,PRKCH
608601,PRKD1
608601,PRKCQ
608601,KDR
165012,KIT
165012,PDGFRB
165012,PDGFRA
165012,FLT1
165012,FLT4
165012,KDR
165012,CSF1R
1376100,SYK
1420377,MAP2K1
1420377,MAP2K2
714243,FLT3
714243,JAK2
1344709,JAK2
1344709,FLT3
1927084,EGFR
12911,KIT
12911,FLT1
12911,FLT4
12911,KDR
12922,FGFR3
12922,FGFR1
12922,FGFR4
12922,FGFR2
12922,PDGFRB
12922,PDGFRA
12922,KDR
494834,FGFR3
494834,FLT3
494834,KIT
494834,PDGFRB
494834,PDGFRA
494834,FLT1
494834,FLT4
494834,KDR
1927263,KDR
442178,KCNN4
682106,GNRHR
1051539,EDNRA
1066574,CCR5
1069144,TACR1
316774,CXCR1
316774,CXCR2
1267108,GHSR
1279532,ADORA2A
1279628,ADORA2A
347877,HTR1A
1376064,GHSR
556582,CNR1
1378017,ADORA2A
1378025,OPRM1
1379609,HRH1
1379609,HTR2A
1379609,HTR2C
1379609,ADRA2A
1379609,ADRA2C
1379609,ADRA2B
1379619,HTR1A
1379654,CCR5
1383170,GRM2
1383170,GRM3
1418061,HTR1A
1418061,DRD2
1418061,DRD3
1418061,DRD4
1439374,CCR9
364983,CNR1
1525737,S1PR1
1540484,PTGFR
402280,CALCRL
410123,ADORA2A
22393,GHSR
1592329,OPRM1
1626745,PTGIR
1757098,HTR6
361763,ADORA1
454365,HRH3
520543,CRHR1
76666,ADORA1
545114,ADRB3
1378338,EDNRA
2197744,ADORA3
1540477,OPRL1
1540477,OPRK1
1540477,OPRD1
1540477,OPRM1
1590761,HTR2A
388891,TACR2
120674,HTR2A
94071,EDNRA
94071,EDNRB
1380056,TBXA2R
1380047,AVPR2
2197705,EDNRA
1380043,ADRB3
2197557,HTR2A
182389,EDNRA
457258,NTSR1
1121279,HTR1A
73070,AVPR2
30255,EDNRA
30255,EDNRB
1360388,MC4R
1927264,CALCR
1927033,CASR
1380126,GLP1R
1380624,RXFP1
1380624,RXFP2
1380990,GLP1R
1798134,SSTR2
1798134,SSTR3
1798134,SSTR5
1926803,GNRHR
1380578,GNRHR
596524,DRD2
1422241,CHRNA7
1380041,CACNA1B
1380041,MAOB
1380041,SCN1A
1380041,SCN5A
1380041,SCN4A
1380041,SCN7A
1380041,SCN2A
1380041,SCN9A
1380041,SCN3A
1380041,SCN11A
1380041,SCN8A
1380041,SCN10A
1380041,GRIN1
1380041,GRIN2A
1380041,GRIN2B
1380041,GRIN2D
1380041,GRIN3B
1380041,GRIN2C
1380041,GRIN3A
1376151,CHRNB2
1376151,CHRNA4
3103,KCNMA1
3103,KCNQ5
3103,KCNQ4
3103,KCNQ2
3103,KCNQ3
1562844,PTGDR2
1926892,PTGDR
568338,KIT
568338,RET
568338,FLT1
568338,FLT4
568338,KDR
568338,PDGFRB
568338,PDGFRA
1768774,HTR2A
1768774,DRD2
1768774,SLC6A4
1927106,CACNA2D1
1927106,CACNA2D2
1121852,MUC16
1121862,IL5RA
1121866,IL12B
1121866,IL23A
1121866,IL12A
1121867,IL17RA
1121880,HSP90
1121886,ITGB7
1121887,FOLR1
1121890,IGF1R
1121894,NGF
1121895,IGF1R
1121896,APP
1121897,IL1B
1121898,CA9
1121906,IL13
1121913,F
1121914,CD22
1121922,MET
1121924,CD3E
1121934,HGF
1121942,IL6
1121943,APP
1121946,TNFSF13B
1121949,CD3E
1121951,TNFRSF10B
1121952,IL13
1380127,EGFR
1380140,SOST
1380183,MUC16
1380245,C5
1380307,MS4A1
1380327,ITGB1
1380327,ITGA5
1380329,CD4
1380474,TNF
1380494,CD22
1380832,TNF
1380833,NGF
1380842,APP
1380877,CD22
1380924,CTLA4
1380941,IL4R
1380996,IL6R
1381077,CD3E
1381153,TNF
1381233,TGFB2
1381416,CD33
1381443,ITGAL
1381457,CD80
1381459,BSG
1381801,MUC1
1381846,ERBB3
1381887,HLA-DRB1
1382032,TRAV29DV5
1382032,TRAC
1382032,TRBV7-9
1382032,TRGV3
2039224,VEGFA
1382093,IL1A
2039251,CA9
1380979,CA9
2039268,CA9
1626783,PCSK9
1376106,CACNA1H
1376106,CACNA2D1
1376106,CACNA1C
1376106,CACNA2D3
1376106,CACNA1S
1376106,CACNA2D2
1376106,CACNA1D
1376106,CACNA1A
1376106,CACNA1B
1376106,CACNA1G
1376106,CACNA2D4
1376106,CACNA1I
1376106,CACNA1F
1376106,CACNA1E
1376106,CACNB4
1376106,CACNB2
1376106,CACNB1
1376106,CACNB3
1376106,CACNG7
1376106,CACNG5
1376106,CACNG2
1376106,CACNG4
1376106,CACNG8
1376106,CACNG3
1376106,CACNG6
1376106,CACNG1
433297,GABRA1
1592332,NS5A
1356484,NS4A
1356484,NS3
609761,SV2A
1926775,pagA
1121905,IL17A
1380150,IL5
1626740,BCL2
2039198,CD274
704633,SCN1A
704633,SCN5A
704633,SCN4A
704633,SCN7A
704633,SCN2A
704633,SCN9A
704633,SCN3A
704633,SCN11A
704633,SCN8A
704633,SCN10A
2039197,PLG
675292,ACHE
1121857,TNFSF13B
1382102,GDF2
630553,HTR6
183821,KCNQ1
183821,KCND3
183821,KCNH2
183821,KCNA2
183821,KCNA1
183821,KCNQ2
183821,KCNQ3
183821,KCNA7
183821,KCNQ5
183821,KCNQ4
183821,KCNH1
183821,KCNA4
183821,KCNA5
183821,KCNA3
183821,KCNA6
183821,KCNC1
183821,KCND2
183821,KCNB2
183821,KCNC4
183821,KCNC3
183821,KCNB1
183821,KCNA10
183821,KCNV1
183821,KCNH5
183821,KCNG3
183821,KCNG4
183821,KCNV2
183821,KCNS1
183821,KCNH8
183821,KCNC2
183821,KCNS3
183821,KCNH6
183821,KCNF1
183821,KCNH7
183821,KCND1
183821,KCNG1
183821,KCNG2
183821,KCNH3
183821,KCNS2
183821,KCNH4
1380108,IFNAR1
1380108,IFNAR2
1380112,TNFRSF10A
1380122,TERT
1380125,RHD
1380128,TLR3
1380132,EPOR
1380136,F9
1380823,FLT1
1380823,KDR
1380968,TERT
1380978,HLA-DRB1
1380984,SERPINC1
1380989,IL10RB
1380989,IFNLR1
1381350,PLG
1380835,INSR
1380838,CSF3R
1380849,IL4R
1380849,IL13RA1
1380894,TUBB4B
1380894,TUBB1
1380894,TUBA3C
1380894,TUBA4A
1380894,TUBB3
1380894,TUBA1A
1380894,TUBB4A
1380894,TUBB8
1380894,TUBB
1380894,TUBA1B
1380894,TUBA1C
1380894,TUBA3E
1380894,TUBB2A
1380894,TUBB2B
1380894,TUBB6
1380949,TLR5
421145,AGTR1
56713,FNTA
56713,FNTB
1376048,HTR3A
1376048,HTR3B
259664,ABCB1
390556,GRIN1
390556,GRIN2A
390556,GRIN2B
390556,GRIN2D
390556,GRIN3B
390556,GRIN2C
390556,GRIN3A
1376063,TLR9
1161875,CETP
87493,AGTR1
1376066,TOP2A
1376066,TOP2B
459679,F10
140637,CETP
1376080,GSTP1
71256,TUBB4B
71256,TUBB1
71256,TUBA3C
71256,TUBA4A
71256,TUBB3
71256,TUBA1A
71256,TUBB4A
71256,TUBB8
71256,TUBB
71256,TUBA1B
71256,TUBA1C
71256,TUBA3E
71256,TUBB2A
71256,TUBB2B
71256,TUBB6
1376085,CHRNB4
1376085,CHRNA3
474601,CTSK
470953,CYP26A1
75302,F2
1376096,TUBB4B
1376096,TUBB1
1376096,TUBA3C
1376096,TUBA4A
1376096,TUBB3
1376096,TUBA1A
1376096,TUBB4A
1376096,TUBB8
1376096,TUBB
1376096,TUBA1B
1376096,TUBA1C
1376096,TUBA3E
1376096,TUBB2A
1376096,TUBB2B
1376096,TUBB6
460014,DPP4
1376101,PTGS2
1376101,PTGS1
1376102,DRD2
1376102,DRD3
248537,PLA2G2A
1376107,TTR
1376109,MTOR
1376116,PGR
1376117,ANPEP
1376117,NPEPPS
1376117,RNPEP
1376117,METAP1
1376117,LNPEP
1376117,DNPEP
1376117,ENPEP
1376117,XPNPEP1
1376117,LAP3
1376117,METAP2
1376117,XPNPEP2
1376117,ERAP2
1376117,ERAP1
1376117,LVRN
1376117,AOPEP
1376117,METAP1D
1376117,NPEPL1
1376117,RNPEPL1
1376117,XPNPEP3
1376119,PDE5A
1376122,TUBB4B
1376122,TUBB1
1376122,TUBA3C
1376122,TUBA4A
1376122,TUBB3
1376122,TUBA1A
1376122,TUBB4A
1376122,TUBB8
1376122,TUBB
1376122,TUBA1B
1376122,TUBA1C
1376122,TUBA3E
1376122,TUBB2A
1376122,TUBB2B
1376122,TUBB6
37095,STS
1376125,TPH2
1376125,TPH1
1376127,SLC6A2
1266257,ALOX5AP
560750,TUBB4B
560750,TUBB1
560750,TUBA3C
560750,TUBA4A
560750,TUBB3
560750,TUBA1A
560750,TUBB4A
560750,TUBB8
560750,TUBB
560750,TUBA1B
560750,TUBA1C
560750,TUBA3E
560750,TUBB2A
560750,TUBB2B
560750,TUBB6
1376137,GUCY2C
1266270,ALOX5AP
1334901,CETP
1376149,HSP90AA1
1376149,HSP90AB1
191172,HTR4
1376153,MPL
1376154,PSMD1
1376154,PSMB2
1376154,PSMB1
1376154,PSMB5
1376154,PSMB8
1376154,PSMB9
1376154,PSMB6
1376154,PSMD14
1376154,PSMA1
1376154,PSMA2
1376154,PSMA3
1376154,PSMA4
1376154,PSMA5
1376154,PSMA6
1376154,PSMA7
1376154,PSMA8
1376154,PSMB10
1376154,PSMB11
1376154,PSMB3
1376154,PSMB4
1376154,PSMB7
1376154,ADRM1
1376154,PSMC2
1376154,PSMC1
1376154,PSMC4
1376154,PSMC6
1376154,PSMC3
1376154,PSMC5
1376154,PSMD2
1376154,PSMD3
1376154,PSMD12
1376154,PSMD11
1376154,PSMD6
1376154,PSMD7
1376154,PSMD13
1376154,PSMD4
1376154,PSMD8
1376154,SEM1
84655,FNTA
84655,FNTB
1763643,TLR4
1763643,LY96
1377237,ITGB1
1377237,ITGA4
1377251,PLA2G7
2197367,RRM1
2197367,RRM2B
2197367,RRM2
399340,HDAC1
399340,HDAC3
399340,HDAC6
399340,HDAC2
399340,HDAC5
399340,HDAC7
399340,HDAC8
399340,HDAC11
399340,HDAC4
399340,HDAC9
399340,HDAC10
2832025,F10
1383165,TUBB4B
1383165,TUBB1
1383165,TUBA3C
1383165,TUBA4A
1383165,TUBB3
1383165,TUBA1A
1383165,TUBB4A
1383165,TUBB8
1383165,TUBB
1383165,TUBA1B
1383165,TUBA1C
1383165,TUBA3E
1383165,TUBB2A
1383165,TUBB2B
1383165,TUBB6
433425,ITGB3
433425,ITGAV
192574,SERPINE1
599093,DPP4
36237,HDAC1
36237,HDAC3
36237,HDAC6
36237,HDAC2
36237,HDAC5
36237,HDAC7
36237,HDAC8
36237,HDAC11
36237,HDAC4
36237,HDAC9
36237,HDAC10
139782,SCN1A
139782,SCN5A
139782,SCN4A
139782,SCN7A
139782,SCN2A
139782,SCN9A
139782,SCN3A
139782,SCN11A
139782,SCN8A
139782,SCN10A
52812,TUBB4B
52812,TUBB1
52812,TUBA3C
52812,TUBA4A
52812,TUBB3
52812,TUBA1A
52812,TUBB4A
52812,TUBB8
52812,TUBB
52812,TUBA1B
52812,TUBA1C
52812,TUBA3E
52812,TUBB2A
52812,TUBB2B
52812,TUBB6
1377913,TUBB4B
1377913,TUBB1
1377913,TUBA3C
1377913,TUBA4A
1377913,TUBB3
1377913,TUBA1A
1377913,TUBB4A
1377913,TUBB8
1377913,TUBB
1377913,TUBA1B
1377913,TUBA1C
1377913,TUBA3E
1377913,TUBB2A
1377913,TUBB2B
1377913,TUBB6
434834,HDAC1
1340896,SLC5A2
353628,HSP90AA1
353628,HSP90AB1
1503492,TUBB4B
1503492,TUBB1
1503492,TUBA3C
1503492,TUBA4A
1503492,TUBB3
1503492,TUBA1A
1503492,TUBB4A
1503492,TUBB8
1503492,TUBB
1503492,TUBA1B
1503492,TUBA1C
1503492,TUBA3E
1503492,TUBB2A
1503492,TUBB2B
1503492,TUBB6
1377929,PLA2G2A
1377931,KIF11
319777,NAMPT
322351,PSMB2
322351,PSMB1
322351,PSMB5
322351,PSMB8
322351,PSMB9
322351,PSMB6
322351,PSMA1
322351,PSMA2
322351,PSMA3
322351,PSMA4
322351,PSMA5
322351,PSMA6
322351,PSMA7
322351,PSMA8
322351,PSMB10
322351,PSMB11
322351,PSMB3
322351,PSMB4
322351,PSMB7
1162025,MYH7
1162025,MYH6
1162025,MYH7B
1162025,MYL3
1162025,MYL2
1162025,MYL7
1162025,MYL4
625898,TUBB4B
625898,TUBB1
625898,TUBA3C
625898,TUBA4A
625898,TUBB3
625898,TUBA1A
625898,TUBB4A
625898,TUBB8
625898,TUBB
625898,TUBA1B
625898,TUBA1C
625898,TUBA3E
625898,TUBB2A
625898,TUBB2B
625898,TUBB6
494280,PARP1
494280,PARP3
494280,PARP2
1377941,GBA1
1377945,TTR
471176,GAA
1377953,PTGS2
1377953,PTGS1
628723,F10
81559,GABBR1
81559,GABBR2
1377981,SLC5A2
1377991,CASP8
651088,PARP1
651088,PARP3
651088,PARP2
2197672,HSPA8
1265566,CYP17A1
624225,PARP2
1378024,DPP4
1142547,SLC5A2
1378032,DPP4
2464661,CSF3R
122252,ADORA2A
6706,PTGS2
367160,HTR1A
1379068,CHRNA9
1379068,CHRNA10
1379582,GABBR1
1379582,GABBR2
1379583,TOP1
1142450,P2RY2
565417,PNP
1379624,NOD2
1379628,BCL2
317540,APH1A
317540,PSENEN
317540,APH1B
317540,PSEN1
317540,NCSTN
317540,PSEN2
329498,CASP4
329498,CASP9
329498,CASP3
329498,CASP5
329498,CASP6
329498,CASP7
329498,CASP8
329498,CASP1
329498,CASP2
329498,CASP10
329498,CASP14
329498,CASP12
302799,SLC6A2
447948,APH1A
447948,PSENEN
447948,APH1B
447948,PSEN1
447948,NCSTN
447948,PSEN2
1179259,PTGS2
103395,TOP2A
103395,TOP2B
434796,HTR2A
477344,TUBB4B
477344,TUBB1
477344,TUBA3C
477344,TUBA4A
477344,TUBB3
477344,TUBA1A
477344,TUBB4A
477344,TUBB8
477344,TUBB
477344,TUBA1B
477344,TUBA1C
477344,TUBA3E
477344,TUBB2A
477344,TUBB2B
477344,TUBB6
619010,APH1A
619010,PSENEN
619010,APH1B
619010,PSEN1
619010,NCSTN
619010,PSEN2
388574,MAOB
649450,SLC6A9
21393,HBA1
21393,HBA2
21393,HBB
515421,APH1A
515421,PSENEN
515421,APH1B
515421,PSEN1
515421,NCSTN
515421,PSEN2
154,PLA2G7
2197560,SLC9A3
183934,HSP90AA1
183934,HSP90AB1
234541,DPP4
467796,TOP2A
508147,BCL2
687792,SELL
687792,SELE
687792,SELP
235143,FDFT1
514258,OPRK1
1380088,TOP2A
1380091,RPE65
1380099,RPE65
1540481,GRIN1
1540481,GRIN2A
1540481,GRIN2B
1540481,GRIN2D
1540481,GRIN3B
1540481,GRIN2C
1540481,GRIN3A
1175867,FFAR1
1540486,SLC6A4
1540486,SLC6A3
1540486,SLC6A2
693510,UBA3
693510,NAE1
1540496,DGAT1
2039417,SELP
1540511,SLC18A2
1167181,NQO1
1351456,ITGAL
1351456,ITGB2
1592325,SLC5A1
1592333,SLC10A2
1592339,FOLR1
1592340,BIRC3
1592340,BIRC2
1592347,TNNI2
1592347,TNNT3
1592347,TNNC2
1592376,TOP1
2335134,HPSE
2832032,TOP1
277493,PTGS2
1528018,EGLN2
1528018,P4HTM
1528018,EGLN1
1528018,EGLN3
1626749,PARP2
1626751,PARP1
660844,TOP2A
1763538,PDGFB
1763557,SLC6A4
1763557,SLC6A3
1763557,SLC6A2
1763589,SLC9A3
1926760,CHEK1
1926837,EGLN2
1926837,P4HTM
1926837,EGLN1
1926837,EGLN3
1926919,ELN
1589794,OPRM1
1927034,XPO1
700566,NS4A
700566,NS3
1927218,IDO1
520269,PDE4A
520269,PDE4D
520269,PDE4B
520269,PDE4C
318390,CNR1
1166082,SLC5A2
1379068,GRIN1
1379068,GRIN2A
1379068,GRIN2B
1379068,GRIN2D
1379068,GRIN3B
