IK14,Disease,mendel_clinvar,mendel_ot_causal,mendel_max,depmap_dep_lin,depmap_selectivity,mi_raw,mi_within_disease_pct,mi_genetics,_depmap_has,_mi_route
VJJPUSNTGOMMGY,hemophagocytic lymphohistiocytosis,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,genetics
VJJPUSNTGOMMGY,Non-Small Cell Lung Cancer,0.0,0.0,0.0,-2.6820224501729757,-0.14603313907467985,2.6820224501729757,1.0,0.0,1,depmap
YMTINGFKWWXKFG,Diabetic Retinopathy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,genetics
PJMPHNIQZUBGLI,opioid use disorder,0.0,0.0,0.0,0.0,0.0,0.8551488348715596,1.0,0.8551488348715596,0,genetics
PJMPHNIQZUBGLI,Acute Traumatic Pain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,genetics
RWTNPBWLLIMQHL,Parkinson Disease,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,genetics
GHASVSINZRGABV,Breast Cancer,0.0,0.0,0.0,-1.1965408302856364,-0.4040056108861245,1.1965408302856364,0.8846153846153846,0.0,1,depmap
GHASVSINZRGABV,Gastric Cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,genetics
GHASVSINZRGABV,Colorectal Cancer,0.0,0.0,0.0,-0.7327040841249612,0.05983113527455064,0.7327040841249612,1.0,0.0,1,depmap
GHASVSINZRGABV,Metastatic Colorectal Cancer,0.0,0.0,0.0,-0.7327040841249612,0.05983113527455064,0.7327040841249612,0.6,0.0,1,depmap
