row_idx,y,p,NCT_ID,safety_cytotoxic_cap,cap_reason,p_adj
2730,0,0.22069863295272724,NCT01307579,0,,0.22069863295272724
2731,0,0.00014016482398987462,NCT01304706,0,,0.00014016482398987462
2732,0,0.0019066013825918423,NCT01407432,0,,0.0019066013825918423
2734,0,3.332651771520938e-05,NCT01116583,0,,3.332651771520938e-05
2735,0,0.0003284687509267117,NCT02120703,0,,0.0003284687509267117
2736,0,0.380656647197367,NCT01404260,0,,0.380656647197367
2737,0,0.0018959833597795004,NCT01360853,1,cytotoxic_managed_toxicity,0.0018959833597795004
2738,0,7.686511628780117e-05,NCT01211522,0,,7.686511628780117e-05
2739,0,0.012436513440479965,NCT01353313,0,,0.012436513440479965
2740,0,0.028015764640311185,NCT02266589,0,,0.028015764640311185
2742,0,0.002047873129241765,NCT01259856,0,,0.002047873129241765
2743,0,0.0024994217915593033,NCT01462370,0,,0.0024994217915593033
2744,0,0.08882975793941655,NCT01303406,0,,0.08882975793941655
2745,0,0.00014453859696161102,NCT01291511,0,,0.00014453859696161102
2746,0,0.7763928640415906,NCT01392469,0,,0.7763928640415906
2747,0,0.006411098591269819,NCT01511289,0,,0.006411098591269819
2748,0,0.00010058153793283638,NCT01232894,0,,0.00010058153793283638
2749,0,0.026038753693177614,NCT01442987,0,,0.026038753693177614
2750,0,2.118543320405834e-05,NCT00170209,0,,2.118543320405834e-05
2751,0,0.23434285685252396,NCT01474590,0,,0.23434285685252396
2752,0,0.010002155247711463,NCT01326325,0,,0.010002155247711463
2753,0,0.002960993233913555,NCT01387139,0,,0.002960993233913555
2754,0,0.000161044714987697,NCT01983020,0,,0.000161044714987697
2755,0,3.0457068326079623e-05,NCT01243177,0,,3.0457068326079623e-05
2756,0,0.00010051532780330256,NCT01484977,0,,0.00010051532780330256
2757,0,0.005633640908099928,NCT01452711,0,,0.005633640908099928
2758,0,0.007034418953399561,NCT01452724,0,,0.007034418953399561
2759,0,0.007971143849835882,NCT01452750,0,,0.007971143849835882
2760,0,0.007971143849835882,NCT01452763,0,,0.007971143849835882
2761,0,0.007677578690636695,NCT01456260,0,,0.007677578690636695
2762,0,0.0066902437634877975,NCT01459367,0,,0.0066902437634877975
2764,0,0.017484217872334947,NCT01321554,0,,0.017484217872334947
2765,0,0.003750178043619248,NCT01493531,0,,0.003750178043619248
2766,0,0.0012182548007142336,NCT01494506,0,,0.0012182548007142336
2767,0,0.004586168025936152,NCT01292837,0,,0.004586168025936152
2768,0,0.004586168025936152,NCT01398956,0,,0.004586168025936152
2769,0,0.000939630161067495,NCT01458431,0,,0.000939630161067495
2770,0,4.495298023465541e-05,NCT01227655,0,,4.495298023465541e-05
2771,0,4.6786850372576204e-05,NCT01154738,0,,4.6786850372576204e-05
2772,0,5.683456568277243e-05,NCT01983020,0,,5.683456568277243e-05
2773,0,0.01945649785438018,NCT01421498,0,,0.01945649785438018
2774,0,4.292969694368139e-05,NCT01421511,0,,4.292969694368139e-05
2775,0,0.0026806383072090433,NCT01051219,0,,0.0026806383072090433
2776,0,0.0002893315714064344,NCT01307046,0,,0.0002893315714064344
2777,0,0.0002893315714064344,NCT01302691,0,,0.0002893315714064344
2778,0,0.005574557064441105,NCT01324284,0,,0.005574557064441105
2779,0,0.0015581012018703031,NCT01372423,0,,0.0015581012018703031
2780,0,0.000602577707542287,NCT01147289,0,,0.000602577707542287
2781,0,5.6342290331230123e-05,NCT01413178,1,cytotoxic_managed_toxicity,5.6342290331230123e-05
2782,0,0.01013092027763506,NCT01877837,1,cytotoxic_managed_toxicity,0.01013092027763506
2783,0,0.00018709214589723893,NCT01411176,0,,0.00018709214589723893
2784,0,0.0018995147266507167,NCT01411189,0,,0.0018995147266507167
2785,0,0.011475686965129902,NCT01445678,0,,0.011475686965129902
2788,0,0.0017968254252161483,NCT01368081,0,,0.0017968254252161483
2789,0,0.0017119469351235892,NCT01370707,0,,0.0017119469351235892
2790,0,0.005645329253071902,NCT01381900,0,,0.005645329253071902
