NCT_ID,Disease,y,p,p_adj,is_offmech
NCT03893097,schistosomiasis,0,0.5527181502669742,0.5527181502669742,0
NCT04209543,Vasomotor Symptoms; Menopausal Symptoms,0,0.737202327970233,0.737202327970233,0
NCT05118542,Graves disease,0,0.004284819485350113,0.004284819485350113,0
NCT03702582,Atrial Fibrillation; Stroke; Bleeding,0,0.41930693064133095,0.41930693064133095,0
NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,0,0.5423595128782764,0.5423595128782764,0
NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,0,0.1268837306453853,0.1268837306453853,0
NCT03936387,Post-Sternotomy Pain,0,0.4823416317729218,0.4823416317729218,0
NCT05663827,Steroid Refractory GVHD,0,0.33216564519548347,0.33216564519548347,0
NCT03881371,Parkinson's Disease,0,0.3310780989121621,0.3310780989121621,0
NCT03988530,motion sickness,0,0.5707986004302328,0.5707986004302328,0
NCT03935217,trichomoniasis,0,0.4844130122753537,0.4844130122753537,0
NCT03623243,multiple sclerosis,0,0.44122954040716167,0.44122954040716167,0
NCT04017832,Type 2 Diabetes,0,0.059703789192069465,0.059703789192069465,0
NCT03956355,plaque psoriasis,0,0.36583174401787166,0.36583174401787166,0
NCT03983980,plaque psoriasis,0,0.3530704012422608,0.3530704012422608,0
NCT03872232,Hypercholesterolemia; Hypertension,0,0.2839137418008619,0.2839137418008619,0
NCT02938923,hip fracture,1,0.13073330418952683,0.5,1
NCT03475342,Intrapartum - Moderate and Severe Anaemia,1,0.5529150944194119,0.5529150944194119,0
NCT03915860,acne vulgaris,0,0.04791104681811806,0.04791104681811806,0
NCT03725202,giant cell arteritis,0,0.5354938827913157,0.5354938827913157,0
NCT04169373,spondyloarthritis,0,0.4141641120394646,0.4141641120394646,0
NCT04102579,"Chorea, Huntington",0,0.4703255326965318,0.4703255326965318,0
NCT03902080,overactive bladder,0,0.01172365560647317,0.01172365560647317,0
NCT04103450,overactive bladder,0,0.0015144198717687595,0.0015144198717687595,0
NCT03979352,Type1 Diabetes Mellitus,0,0.30019286111089954,0.30019286111089954,0
NCT04003155,hot flashes,0,0.3673447436078526,0.3673447436078526,0
NCT04003389,hot flashes,0,0.2796329831997652,0.2796329831997652,0
NCT03349684,"Diabetes Mellitus, Type 2",0,0.008196851633283774,0.008196851633283774,0
NCT03554018,Low Back Pain,0,0.0038359917120465853,0.0038359917120465853,0
NCT03584373,Nephrolithiasis,0,0.1721099206409931,0.1721099206409931,0
NCT04392362,supraventricular tachycardia,0,0.1781758939172075,0.1781758939172075,0
NCT03474276,acute malnutrition,0,0.3192809318551143,0.3192809318551143,0
NCT03439046,Breast Cancer,0,0.23877108210150597,0.23877108210150597,0
NCT05437224,pulmonary arterial hypertension,0,0.003177120710238583,0.003177120710238583,0
NCT06416735,essential hypertension,0,0.032100013268800215,0.032100013268800215,0
NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0.001079179773858085,0.001079179773858085,0
NCT05208398,Left Ventricular Thrombus,0,0.16056242769939236,0.16056242769939236,0
NCT03611751,psoriasis,0,0.13926331735231984,0.13926331735231984,0
NCT03624127,psoriasis,0,0.15719721849805882,0.15719721849805882,0
NCT03491462,amyotrophic lateral sclerosis,1,0.5805798241748288,0.5805798241748288,0
NCT03700320,episodic migraine,0,0.09979932368294223,0.09979932368294223,0
NCT03777059,episodic migraine,0,0.4399924101917427,0.4399924101917427,0
NCT03415178,Hypercholesterolaemia,0,0.3232460485216007,0.3232460485216007,0
NCT03334253,Myopia,0,0.24191994197821196,0.24191994197821196,0
NCT03164473,Eosinophilic Granulomatosis With Polyangiitis,0,0.6752305407478958,0.6752305407478958,0
NCT03334435,Atopic Dermatitis,0,0.45843468676714627,0.45843468676714627,0
NCT03428100,Atopic Dermatitis,0,0.46031403197539483,0.46031403197539483,0
NCT03435081,Atopic Dermatitis,0,0.4339793903586697,0.4339793903586697,0
NCT03616964,Systemic Lupus Erythematosus,1,0.987957728036044,0.987957728036044,0
NCT03733301,Atopic Dermatitis,0,0.43226303353628914,0.43226303353628914,0
NCT03773978,Juvenile Idiopathic Arthritis,0,0.5724998259016584,0.5724998259016584,0
NCT03538691,Major Depressive Disorder,1,0.32007337682349524,0.32007337682349524,0
NCT03548584,Alzheimer disease,0,0.36370664102731365,0.36370664102731365,0
NCT03594123,Alzheimer's disease biomarker measurement,0,0.3782299584293543,0.3782299584293543,0
NCT03724942,Alzheimer disease,0,0.08965831257567426,0.08965831257567426,0
NCT03737474,Major Depressive Disorder,0,0.12319523031234152,0.12319523031234152,0
NCT03615326,Gastric Neoplasms; Gastroesophageal Junction Adenocarcinoma,0,0.41716174619885826,0.41716174619885826,0
NCT03745170,Gastric Cancer,0,0.0020932186846903678,0.0020932186846903678,0
NCT03777657,Junction Carcinoma,0,0.4654604251345102,0.4654604251345102,0
NCT03573297,bipolar I disorder,1,0.3425576174788786,0.3425576174788786,0
NCT03738215,Major Depressive Disorder,0,0.218737561122278,0.218737561122278,0
NCT03739203,Major Depressive Disorder,0,0.218737561122278,0.218737561122278,0
NCT03678753,combined generalized and focal epilepsy,0,0.3325512289162532,0.3325512289162532,0
NCT03475225,drug-resistant epilepsy,1,0.657061121269088,0.657061121269088,0
NCT04476511,vitamin D deficiency,0,0.07423005308061122,0.07423005308061122,0
NCT03299244,Secondary Hyperparathyroidism; Chronic Kidney Disease,0,0.2558295846903996,0.2558295846903996,0
NCT03653832,critical illness,1,0.3267591087679966,0.3267591087679966,0
NCT03357874,Acute Coronary Syndrome,0,0.17962676088582658,0.17962676088582658,0
NCT03048825,ST Elevation Myocardial Infarction,1,0.9805678559534501,0.9805678559534501,0
NCT03310125,atrial fibrillation,1,0.8483066872844208,0.8483066872844208,0
NCT03379727,Acute Myeloid Leukemia,0,0.3132836606386854,0.3132836606386854,0
NCT03619213,Heart Failure With Preserved Ejection Fraction,0,0.004623328054341782,0.004623328054341782,0
NCT03575104,insomnia,0,0.012342049269354914,0.012342049269354914,0
NCT03100786,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury,0,0.47003579039104154,0.47003579039104154,0
NCT03396107,Cesarean Section Complications,0,0.35106631886009837,0.35106631886009837,0
NCT03555929,Hand Wound; Wrist Wound; Forearm Wound; Hand Fracture; Wrist Fracture; Forearm Fracture,0,0.6247563174829798,0.6247563174829798,0
NCT03598426,Hypersensitivity Reactions,0,0.20074324166123106,0.20074324166123106,0
NCT03718273,Atrial Fibrillation; Heart Diseases,0,0.263053336999492,0.263053336999492,0
NCT05761418,uterine fibroids,0,0.006198773669880556,0.006198773669880556,0
NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0.001269387244559812,0.001269387244559812,0
NCT03395639,Cardiac Disease,0,0.37197649890395884,0.37197649890395884,0
NCT03515096,Thrombocytopenia,0,0.05091503245489885,0.05091503245489885,0
NCT03332212,Heart Failure,1,0.001544933415717785,0.5,1
NCT03429543,Diabetes,0,0.17642994737267054,0.17642994737267054,0
NCT03448406,Heart Failure,1,0.005752693697831926,0.5,1
NCT03448419,Heart Failure,1,0.00786629885612863,0.5,1
NCT03434197,Osteoarthritis,0,0.021668600871252063,0.021668600871252063,0
NCT03569475,Major Depressive Disorder,0,0.5382135122800985,0.5382135122800985,0
NCT03591068,nasal polyps,0,0.1410106297697768,0.1410106297697768,0
NCT03439046,Breast Cancer,0,0.4258452091038725,0.4258452091038725,0
NCT03296813,heart failure,0,0.0018210939504454363,0.0018210939504454363,0
NCT03449134,chronic cough,0,0.6043104211420148,0.6043104211420148,0
NCT03696108,chronic cough,0,0.3885579854916664,0.3885579854916664,0
NCT03126435,Metastatic Pancreas Cancer; Locally Advanced Pancreatic Cancer; Pancreatic Adenocarcinoma,0,0.2606909718583205,0.2606909718583205,0
NCT03377491,Pancreas Adenocarcinoma,0,0.4155256535147333,0.4155256535147333,0
NCT03629925,NSCLC,0,0.3444242062749801,0.3444242062749801,0
NCT04613726,"Vomiting, Postoperative; Postoperative Complications; Hypotension",0,0.15274394178528639,0.15274394178528639,0
NCT03509350,Sepsis,0,0.23160494531037962,0.23160494531037962,0
NCT03474679,Graft vs Host Disease,0,0.3363268185291055,0.3363268185291055,0
NCT03404518,"Outpatient Surgery; Pain, Postoperative",0,0.45347357221417217,0.45347357221417217,0
NCT03571737,Acute Musculoskeletal Disease; Sprains; Sprains and Strains; Injuries; Emergencies; Trauma; Acute Pain,0,0.4048122018658469,0.4048122018658469,0
NCT03729973,Sore Throat,0,0.02709813751108519,0.02709813751108519,0
NCT03585374,Acute Traumatic Pain,0,0.5542796289458607,0.5542796289458607,0
NCT03485625,pain,0,0.012758427568873937,0.012758427568873937,0
NCT03517449,Advanced Endometrial Cancer,0,0.4460012833693387,0.4460012833693387,0
NCT02912988,Subfertility,0,0.3229787249402334,0.3229787249402334,0
NCT03439046,Breast Cancer,0,0.22801467636379197,0.22801467636379197,0
NCT03750786,Advanced Colorectal Cancer,0,0.05452816454569208,0.05452816454569208,0
NCT03898622,TSH Control in Patients With Chronic Kidney Disease,0,0.39195525834933387,0.39195525834933387,0
NCT03729973,Sore Throat,0,0.034644339652230835,0.034644339652230835,0
NCT03429543,Diabetes,0,0.10407090050739362,0.10407090050739362,0
NCT03719313,Hepatitis Delta Virus,0,0.6254815220275625,0.6254815220275625,0
NCT03505489,asthma,0,0.26336549048233115,0.26336549048233115,0
NCT03529123,Type 2 Diabetes,0,0.00594473652534706,0.00594473652534706,0
NCT03841591,Diabetes,0,0.04223162379063593,0.04223162379063593,0
NCT05451147,Diabetes Mellitus,0,0.0015542031697808748,0.0015542031697808748,0
NCT03505489,asthma,0,0.11251587534243193,0.11251587534243193,0
NCT03794505,Shoulder Arthritis,0,0.33364894947646173,0.33364894947646173,0
NCT03729362,late-onset Pompe disease,0,0.6183412688118134,0.6183412688118134,1
NCT05761418,uterine fibroids,0,0.004225763968709372,0.004225763968709372,0
NCT03825887,Mucositis Pain,0,0.41089602776624873,0.41089602776624873,0
NCT03542552,Placenta previa,0,0.28082614072963924,0.28082614072963924,0
NCT03336619,Influenza,1,0.22351492997179329,0.22351492997179329,0
NCT03605862,Enterovirus; Rhinovirus,1,0.232941075322075,0.232941075322075,0
NCT03367572,Breast Cancer,0,0.4682315398535629,0.4682315398535629,0
NCT03286842,Metastatic Breast Cancer,0,0.018078646586125534,0.018078646586125534,0
NCT03402841,Ovarian Cancer,0,0.3847438110481424,0.3847438110481424,0
NCT03555188,IBS - Irritable Bowel Syndrome,1,0.4539661268641629,0.4539661268641629,0
NCT03440385,Crohn disease,1,0.5156719024889368,0.5156719024889368,0
NCT03296163,Lung Cancer,0,0.32658893672478123,0.32658893672478123,0
NCT03337724,Breast Cancer,0,0.5809006195598814,0.5809006195598814,0
NCT03493854,Breast Cancer,0,0.20567967779485788,0.20567967779485788,0
NCT03556358,Breast Cancer,0,0.20773849026175725,0.20773849026175725,0
NCT03594747,Advanced Lung Cancer,0,0.04694279630718125,0.04694279630718125,0
NCT03635489,Primary Peritoneal Cancer,0,0.006981764209152044,0.006981764209152044,0
NCT03635567,Metastatic Cervical Cancer,0,0.5322176070958561,0.5322176070958561,0
NCT03866993,Lung Cancer,0,0.6871470160153532,0.6871470160153532,0
NCT03374800,"Gastrointestinal Hemorrhage (Clinically Important, Upper)",0,0.5731221628723864,0.5731221628723864,0
NCT03660059,Rheumatoid Arthritis,0,0.006547096268220856,0.006547096268220856,0
NCT03607539,NSCLC,0,0.35329766944121266,0.35329766944121266,0
NCT03663205,Lung Cancer,0,0.26068361562404296,0.26068361562404296,0
NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0.0018098081801322455,0.0018098081801322455,0
NCT03575052,neuropsychiatric symptoms of neurodegenerative disease,0,0.33433083280309284,0.33433083280309284,0
NCT03623321,neuropsychiatric symptoms of neurodegenerative disease,0,0.0907407341714129,0.0907407341714129,0
NCT03367572,Breast Cancer,0,0.38620616016654497,0.38620616016654497,0
NCT01519154,sedation,0,0.1256864094355802,0.1256864094355802,0
NCT03779061,sedation,0,0.07457706636290799,0.07457706636290799,0
NCT04034771,traumatic brain injury,0,0.016545876908439755,0.016545876908439755,0
NCT03439046,Breast Cancer,0,0.32817347449004175,0.32817347449004175,0
NCT03347344,spinocerebellar ataxia type 2,1,0.6766865977317209,0.6766865977317209,0
NCT03461757,migraine,0,0.029730050689726572,0.029730050689726572,0
NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0.001272879278166826,0.001272879278166826,0
NCT03387670,Multiple Sclerosis,0,0.14721085454943364,0.14721085454943364,0
NCT03048825,ST Elevation Myocardial Infarction,1,0.9551267574298204,0.9551267574298204,0
NCT03354039,Duchenne Muscular Dystrophy,1,0.9268472237444574,0.9268472237444574,0
NCT03427125,hyperphosphatemia,0,0.1406626708302318,0.1406626708302318,0
NCT03354429,Acute Ischaemic Stroke; Transient Ischaemic Attack,0,0.2476913342293016,0.2476913342293016,0
NCT03357874,Acute Coronary Syndrome,0,0.15873074485687785,0.15873074485687785,0
NCT03486457,Psoriatic Arthritis,0,0.004788435904765952,0.004788435904765952,0
NCT03502616,Ankylosing Spondylitis,0,0.5622102758960137,0.5622102758960137,0
NCT03255226,Pediatric Congestive Heart Failure (CHF) Patients With Volume Overload,0,0.582517965657492,0.582517965657492,0
NCT03088813,Lung Cancer,0,0.11806746907003751,0.11806746907003751,0
NCT03296813,heart failure,0,0.0018458713829816419,0.0018458713829816419,0
NCT03551626,Malignant Melanoma,0,0.4571586158799536,0.4571586158799536,0
NCT02775773,Post Partum Haemorrhage,0,0.4380705702453521,0.4380705702453521,0
NCT03364491,Obstetrical Complications; Hemorrhage; Labor and Delivery,1,0.6519689402947139,0.6519689402947139,0
NCT03463993,Post Partum Hemorrhage,1,0.19925380775922946,0.19925380775922946,0
NCT03505723,Perioperative Bleeding; Venous Thrombosis; Arterial Thrombosis,0,0.5361168744283333,0.5361168744283333,0
NCT03565276,Post Partum Hemorrhage,0,0.13177691878415626,0.13177691878415626,0
NCT03846973,Tranexamic Acid,0,0.48965316453313823,0.48965316453313823,0
NCT03534284,Insomnia; End Stage Renal Disease,1,0.5770568938745957,0.5770568938745957,0
NCT02955212,Rheumatoid Arthritis,0,0.03266889400292134,0.03266889400292134,0
NCT03569293,atopic dermatitis,0,0.11822142971381466,0.11822142971381466,0
NCT03607422,atopic dermatitis,0,0.11778008502600827,0.11778008502600827,0
NCT03653026,ulcerative colitis,0,0.8034413729137737,0.8034413729137737,0
NCT03661138,atopic dermatitis,0,0.0640182226132801,0.0640182226132801,0
NCT03583372,overactive bladder,0,0.00623584096221688,0.00623584096221688,0
NCT03153150,"Intracranial Hemorrhages; Intracranial Hemorrhage, Hypertensive; Subarachnoid Hemorrhage; Subdural Hematoma; Intraventricular Hemorrhage; Atrial Fibrillation; Atrial Flutter; Small Vessel Cerebrovascular Disease; Microhaemorrhage",0,0.0019455680824843218,0.0019455680824843218,0
NCT03232398,Acute Myocardial Infarction; Left Ventricular Thrombosis; Anticoagulants and Bleeding Disorders,0,0.31429586309881186,0.31429586309881186,0
NCT03734016,Chronic Lymphocytic Leukemia,0,0.005697811647170538,0.005697811647170538,0
NCT03465722,GIST,0,0.32021618942108687,0.32021618942108687,0
NCT03675737,Stomach Neoplasms,0,0.23267208056086477,0.23267208056086477,0
NCT03572933,CDKL5 deficiency disorder,0,0.7272052064106875,0.7272052064106875,0
NCT03416179,Acute Myeloid Leukemia,1,0.9753971409117334,0.9753971409117334,0
NCT03553498,pain,0,0.011692205315950258,0.011692205315950258,0
NCT03713593,Advanced Hepatocellular Carcinoma,0,0.5173820683798371,0.5173820683798371,0
NCT03422328,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,0,0.22310606803951966,0.22310606803951966,0
NCT03470545,hypertrophic cardiomyopathy,0,0.5138709466734905,0.5138709466734905,0
NCT03219437,Psoriasis,0,0.06575924376757485,0.06575924376757485,0
NCT04613726,"Vomiting, Postoperative; Postoperative Complications; Hypotension",0,0.15139048451297715,0.15139048451297715,0
NCT03691090,Advanced Esophageal Cancer,0,0.42174989715874533,0.42174989715874533,0
NCT03515837,Lung Cancer,0,0.3227377646342956,0.3227377646342956,0
NCT03149809,Urinary Symptoms in Parkinson Disease,0,0.28039720806393714,0.28039720806393714,0
NCT03334682,acne vulgaris,0,0.08928798466093919,0.08928798466093919,0
NCT03492281,overactive bladder,0,0.0069490225862349235,0.0069490225862349235,0
NCT03009981,Relapsed Prostate Cancer,0,0.003717103676822675,0.003717103676822675,0
NCT03014167,filariasis,0,0.5532983640833092,0.5532983640833092,0
NCT03137303,COPD,0,0.012207728495500798,0.012207728495500798,0
NCT03185065,Multiple Sclerosis,0,0.3036077109254004,0.3036077109254004,0
NCT02924285,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,0,0.5065086987318709,0.5065086987318709,0
NCT03009981,Relapsed Prostate Cancer,0,0.00540381556148284,0.00540381556148284,0
NCT02933697,Atrial Fibrillation; End-stage Kidney Disease,0,0.19982795620279017,0.19982795620279017,0
NCT03045406,With Cancer,0,0.189176050661703,0.189176050661703,0
NCT03080883,Secondary Cancer,0,0.4372992096151898,0.4372992096151898,0
NCT03123471,psoriasis,0,0.313256736025327,0.313256736025327,0
NCT03106779,Chronic Myelogenous Leukemia,0,0.021867330398846814,0.021867330398846814,0
NCT03179631,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Disease; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",0,0.6996210787800949,0.6996210787800949,0
NCT03268954,Participants With Higher-Risk Myelodysplastic Syndrome,0,0.30582198189235393,0.30582198189235393,0
NCT03334396,Atopic Dermatitis,0,0.4776834234429043,0.4776834234429043,0
NCT03334422,Atopic Dermatitis,0,0.4762627454587983,0.4762627454587983,0
NCT03337308,Hyperlipidemias,0,0.0655208493847754,0.0655208493847754,0
NCT03100318,hyperuricemia,0,0.2865851252889548,0.2865851252889548,0
NCT03257865,bipolar I disorder,1,0.6106259199208105,0.6106259199208105,0
NCT03259555,bipolar I disorder,1,0.6106259199208105,0.6106259199208105,0
NCT03287869,bipolar I disorder,0,0.2744496327487165,0.2744496327487165,0
NCT03083665,epilepsy,0,0.0883902067570564,0.0883902067570564,0
NCT03250377,epilepsy,0,0.07813493863276691,0.07813493863276691,0
NCT03027661,Pain,0,0.03910626787764761,0.03910626787764761,0
NCT02526212,opioid use disorder,0,0.043689712982324776,0.043689712982324776,0
NCT03232346,opioid use disorder,0,0.027712701347529383,0.027712701347529383,0
NCT03006705,Gastric Cancer,0,0.0039936899624865106,0.0039936899624865106,0
NCT03084939,Metastatic Breast Cancer,0,0.005014119354492576,0.005014119354492576,0
NCT03269994,pancreatic cancer,0,0.3209393251874985,0.3209393251874985,0
NCT03396588,neonatal abstinence syndrome,0,0.044188394046643285,0.044188394046643285,0
NCT02984644,Type II; Diabetes,0,0.34739260892307533,0.34739260892307533,0
NCT03036124,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),0,0.6470924099189846,0.6470924099189846,0
NCT03036150,Chronic Kidney Disease,0,0.3196594796115964,0.3196594796115964,0
NCT03199053,Type 2 Diabetes Mellitus,0,0.07984649049374312,0.07984649049374312,0
NCT03029208,anemia,0,0.0006363921777339726,0.0006363921777339726,0
NCT03011905,"Brachial Plexus Block; Pain, Postoperative",0,0.6030978556126156,0.6030978556126156,0
NCT03029234,Multiple Myeloma,0,0.021305846702079138,0.021305846702079138,0
NCT03092817,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury; HIV; IRIS,1,0.5145527550315298,0.5145527550315298,0
NCT03158688,Multiple Myeloma,0,0.027715918565479825,0.027715918565479825,0
NCT03218553,Major Non-cardiac Surgery,1,0.683951525942059,0.683951525942059,0
NCT03234972,Multiple Myeloma,0,0.019109236183478186,0.019109236183478186,0
NCT03067597,cervical ripening,0,0.045313739333820366,0.045313739333820366,0
NCT03067727,cervical ripening,0,0.08224311157838854,0.08224311157838854,0
NCT03176693,pheochromocytoma and paraganglioma,0,0.3074645059808493,0.3074645059808493,0
NCT02798471,Venous Thromboembolism (VTE); Pulmonary Embolism; Deep Vein Thrombosis (DVT),0,0.3840949638627624,0.3840949638627624,0
NCT02866175,Atrial Fibrillation,0,0.002973440917384256,0.002973440917384256,0
NCT02942576,Atrial Fibrillation,0,0.002705417329087387,0.002705417329087387,0
NCT03244319,MV(Mitral Valve) Repair,0,0.17579446733356413,0.17579446733356413,0
NCT03057951,Heart Failure,0,0.011659133310576084,0.011659133310576084,0
NCT03057977,Heart Failure,0,0.010295018312015864,0.010295018312015864,0
NCT03151343,Type2 Diabetes Mellitus,1,0.4493281201430975,0.4493281201430975,0
NCT03066804,Heart Failure With Preserved Ejection Fraction,0,0.004164886831029868,0.004164886831029868,0
NCT03265574,Breast Cancer,1,0.19642927930509432,0.19642927930509432,0
NCT03016312,Prostrate Cancer,0,0.5287839024628157,0.5287839024628157,0
NCT03264547,Breast Cancer,0,0.04624867288938856,0.04624867288938856,0
NCT03039192,Major Depressive Disorder,0,0.5128585875686672,0.5128585875686672,0
NCT03097133,Major Depressive Disorder,0,0.6622770866952741,0.6622770866952741,0
NCT03066778,Participants With Extensive Stage Small Cell Lung Cancer,0,0.4223575724874612,0.4223575724874612,0
NCT03337308,Hyperlipidemias,0,0.026470454249169422,0.026470454249169422,0
NCT04414800,"Multiple Trauma; Pain, Acute",0,0.060351462955212244,0.060351462955212244,0
NCT03025308,Rheumatoid Arthritis,0,0.0025876979779656333,0.0025876979779656333,0
NCT03143153,Esophageal Cancer,0,0.009657750734870161,0.009657750734870161,0
NCT04628325,congestive heart failure,0,0.23542813284521252,0.23542813284521252,0
NCT03128515,Sickle Cell Anemia; Sickle Cell Disease; Malaria,0,0.28953076914754095,0.28953076914754095,0
NCT03053440,Waldenström's Macroglobulinemia,0,0.21695175077129095,0.21695175077129095,0
NCT03112174,Cell Lymphoma,0,0.8212396263264591,0.8212396263264591,0
NCT02863575,Pain,0,0.08213767398173727,0.08213767398173727,0
NCT04037514,Patent Ductus Arteriosus After Premature Birth,0,0.7542686781189848,0.7542686781189848,0
NCT03068312,cystic fibrosis,0,0.12756039162662394,0.12756039162662394,0
NCT03150719,cystic fibrosis,0,0.14356317491480503,0.14356317491480503,0
NCT02892916,Post Operative Cognitive Dysfunction,1,0.5836116580581918,0.5836116580581918,0
NCT02920528,Treatment of Acute Pain,0,0.36368285174494597,0.36368285174494597,0
NCT03104140,Septic Shock,0,0.006805719137425022,0.006805719137425022,0
NCT04414800,"Multiple Trauma; Pain, Acute",0,0.0787847405542387,0.0787847405542387,0
NCT03320486,tinea pedis,0,0.06729492761099137,0.06729492761099137,0
NCT03050307,Gastric Ulcer,0,0.006094167795065955,0.006094167795065955,0
NCT03050359,Duodenal Ulcer,0,0.31521774442765943,0.31521774442765943,0
NCT02966093,Thyroid Cancer,0,0.5702078301935076,0.5702078301935076,0
NCT02818738,Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome,0,0.5213948426855614,0.5213948426855614,0
NCT03340064,Partial Seizures,0,0.5785200102869534,0.5785200102869534,0
NCT03277690,Cushing syndrome,0,0.007107943846506028,0.007107943846506028,0
NCT02720198,Major Depressive Disorder,0,0.1722798680113845,0.1722798680113845,0
NCT03097861,chronic idiopathic constipation,0,0.007371239826599882,0.007371239826599882,0
NCT03249376,Depression,0,0.573008578862209,0.573008578862209,0
NCT02932410,Pulmonary Arterial Hypertension,0,0.34732966878486576,0.34732966878486576,0
NCT03066830,Type 2 Diabetes Mellitus,0,0.0381572412663437,0.0381572412663437,0
NCT03130426,Type 2 Diabetes,0,0.007653032167891613,0.007653032167891613,0
NCT03214380,Type 2 Diabetes,0,0.01604219479110674,0.01604219479110674,0
NCT03268005,Type 2 Diabetes,0,0.005449906493561472,0.005449906493561472,0
NCT03309007,diabetes,0,0.44740255579799354,0.44740255579799354,0
NCT02980276,Reduction of Gestational Diabetes,0,0.6031633262457093,0.6031633262457093,0
NCT03215056,Pain,0,0.21871590804520952,0.21871590804520952,0
NCT03256903,Trauma Pain,0,0.5156445814491355,0.5156445814491355,0
NCT02700685,attention deficit hyperactivity disorder,0,0.37084156235306376,0.37084156235306376,0
NCT03185065,Multiple Sclerosis,0,0.2604704420762659,0.2604704420762659,0
NCT03229538,Congenital Heart Disease in Children; Inflammatory Response,1,0.5469199085914005,0.5469199085914005,0
NCT03220958,Post-Traumatic Headache,0,0.5545571490251575,0.5545571490251575,0
NCT03069677,Anxiety,0,0.002098173412031464,0.002098173412031464,0
NCT03031184,Dementia,1,0.6439602556851403,0.6439602556851403,0
NCT03148574,postpartum hemorrhage,0,0.012077628699664729,0.012077628699664729,0
NCT03185065,Multiple Sclerosis,0,0.32846107037202144,0.32846107037202144,0
NCT03085797,chronic rhinosinusitis with nasal polyps,0,0.008470148010327225,0.008470148010327225,0
NCT02990286,"Lung Disease, Interstitial",0,0.49776961785778145,0.49776961785778145,0
NCT03156452,Immune Thrombocytopenia,0,0.007285897738853119,0.007285897738853119,0
NCT03248037,Fuchs' endothelial dystrophy,0,0.475607208885667,0.475607208885667,0
NCT03091699,smoking cessation,0,0.0006513892916255152,0.0006513892916255152,0
NCT02999178,"Lung Diseases, Interstitial",0,0.09967291159557971,0.09967291159557971,0
NCT03313180,"Lung Diseases, Interstitial",0,0.015458270678285053,0.015458270678285053,0
NCT03187769,Schizophrenia; Schizophreniform Disorders; Bipolar I Disorder,0,0.5089401850608477,0.5089401850608477,0
NCT03219710,Chemotherapy-induced Nausea and Vomiting,0,0.04325664876466048,0.04325664876466048,0
NCT03205228,Globus,0,0.3883606892840098,0.3883606892840098,0
NCT03352323,rosacea,0,0.017776021826041946,0.017776021826041946,0
NCT02898077,Gastroesophageal Cancer,0,0.5701344635487924,0.5701344635487924,0
NCT03036488,Breast Cancer,0,0.43503782770064453,0.43503782770064453,0
NCT03038100,Primary Peritoneal Cancer,0,0.003400079580124702,0.003400079580124702,0
NCT03064126,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",0,0.3755471444991228,0.3755471444991228,0
NCT03117049,Lung Cancer,0,0.5137974364514248,0.5137974364514248,0
NCT03125902,Breast Cancer,0,0.4683770457879769,0.4683770457879769,0
NCT03169335,Lung Cancer,0,0.41545765172625104,0.41545765172625104,0
NCT03329911,Lung Cancer,0,0.2931016364061222,0.2931016364061222,0
NCT03875092,Lung Cancer,0,0.31888678744766136,0.31888678744766136,0
NCT06781073,Cervical Carcinoma,0,0.45636032884335564,0.45636032884335564,0
NCT03312634,fibrodysplasia ossificans progressiva,0,0.15495096959757926,0.15495096959757926,0
NCT02929563,Gastrointestinal Hemorrhage,0,0.5766170127053307,0.5766170127053307,0
NCT02864251,Lung Cancer,0,0.2631040262760858,0.2631040262760858,0
