row_idx,y,p,NCT_ID,Disease,Drug_Clean,Arm_Label,Phase,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,endpoint_physiology_score,is_offmech,effect_size_uncertainty,confidence_tier,p_adj
2603,1,0.6977860766005616,NCT03653832,critical illness,Dexmedetomidine,Dexmedetomidine Group,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.6977860766005616
2604,1,0.36986477795203515,NCT03653832,critical illness,Clonidine,Clonidine Group,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.36986477795203515
2605,0,0.9862538861479282,NCT03653832,critical illness,Propofol,Usual Care (Propofol) Group,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.9862538861479282
2606,0,0.003270199788691077,NCT03661138,atopic dermatitis,Upadacitinib,Arm A,Phase 3,0,1,0,0,0,,0.0,0,52.0,low_confidence,0.003270199788691077
2607,0,0.003270199788691077,NCT03661138,atopic dermatitis,Upadacitinib; Topical Corticosteroids (TCS),Arm B,Phase 3,0,1,0,0,0,,0.0,0,52.0,low_confidence,0.003270199788691077
2608,0,0.5402966504775144,NCT03665779,Induction of Labor Affected Fetus / Newborn; Rupture of Membranes Prior to Onset of Labor,isosorbide mononitrate,isosorbide mono-nitrate group,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5402966504775144
2609,0,0.3248830305306589,NCT03667690,Candidemia; Mycoses; Fungal Infection; Invasive Candidiases,Caspofungin; Fluconazole,Group 2: Caspofungin,Phase 3,0,1,0,0,0,,,0,,unscored,0.3248830305306589
2610,0,0.026646497146865844,NCT03670810,migraine,Lasmiditan,100 mg Lasmiditan Maximum Extended Enrollment (MEE),Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.026646497146865844
2611,0,0.22942122588620126,NCT03673072,Gallbladder Carcinoma,Gemcitabine; Cisplatin,Arm A (gemcitabine plus cisplatin),Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,15.0,reliable,0.15
2612,0,0.21455727242688236,NCT03674294,Gastrointestinal Neoplasms; Chemotherapy-induced Nausea and Vomiting,Aprepitant,Palonosetron/Dexamethasone/Aprepitant,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.21455727242688236
2613,0,0.00698175479565326,NCT03675139,endometrial hyperplasia,Medroxyprogesterone Acetate,Medroxyprogesterone Acetate,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.00698175479565326
2614,0,0.01954266034772372,NCT03675139,endometrial hyperplasia,Dydrogesterone,dydrogesterone,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.01954266034772372
2615,1,0.11742973450734943,NCT03677817,Improved Postoperative Pain,Lidocaine,Lidocaine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.11742973450734943
2616,0,0.614075493666811,NCT03678675,Post-cesarean pain,Ketorolac,Ketorolac Protocol,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.614075493666811
2617,0,0.45354097075325084,NCT03678753,combined generalized and focal epilepsy,Cenobamate,Cenobamate,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.45354097075325084
2618,1,0.6943973967864958,NCT03682055,Nasopharyngeal Carcinoma,VK-2019,Phase 1 Dose Escalation (Accelerated Titration),Phase 2,1,0,0,0,0,,0.0,0,15.0,reliable,0.6943973967864958
2619,0,0.018509810597716298,NCT03685630,epilepsy,Brivaracetam,Brivaracetam,Phase 3,0,0,0,0,0,,0.0,0,48.0,reliable,0.018509810597716298
2620,0,0.006051831257431937,NCT03687515,Chronic Rhinosinusitis With Polyposis,budesonide,budesonide inhalation suspension,Phase 3,0,0,0,0,0,,0.0,0,42.0,reliable,0.006051831257431937
2621,0,0.005802790112147881,NCT03687515,Chronic Rhinosinusitis With Polyposis,Prednisone,oral steroids,Phase 3,0,0,0,0,0,,0.0,0,42.0,reliable,0.005802790112147881
2622,1,0.6790025013567712,NCT03689244,Chronic Thromboembolic Pulmonary Hypertension,Selexipag,Selexipag DB,Phase 3,0,0,0,0,0,,1.0,0,22.0,reliable,0.6790025013567712
2623,1,0.321057271983581,NCT03690141,Prostate Cancer,eFT508,tomivosertib (eFT508),Phase 2,1,0,0,0,0,,0.0,0,22.0,reliable,0.321057271983581
2624,0,0.49406334524166906,NCT03696108,chronic cough,Gefapixant,Gefapixant 15 mg BID,Phase 3,0,0,0,0,0,,0.0,0,42.0,reliable,0.49406334524166906
2626,0,0.6622446709015131,NCT03700320,episodic migraine,Atogepant,Atogepant 60 mg,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.6622446709015131
2627,0,0.009390291977022514,NCT03702582,Atrial Fibrillation,Rivaroxaban,Rivaroxaban,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.009390291977022514
2628,0,0.0027935999760655976,NCT03702582,Atrial Fibrillation,Warfarin,Warfarin,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.0027935999760655976
2629,0,0.3536567018184838,NCT03717194,Diabetes,Ertugliflozin,Ertugliflozin,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.3536567018184838
2630,0,0.8710836448768147,NCT03718143,Acute Myeloid Leukemia,AZD1775 only,"Arm C: Relapsed AML, MDS and MF",Phase 2,1,0,0,0,0,,0.0,0,24.0,reliable,0.8710836448768147
2631,0,0.061912276174110936,NCT03718273,Atrial Fibrillation; Heart Diseases,Digoxin,Digoxin,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.061912276174110936
2632,0,0.07667520159699463,NCT03718273,Atrial Fibrillation; Heart Diseases,Ivabradine,Ivabradine,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.07667520159699463
2633,0,0.6913517962720942,NCT03719313,Hepatitis Delta Virus,Lonafarnib; Ritonavir,Group 1,Phase 3,0,1,0,0,0,,0.0,0,18.0,reliable,0.6913517962720942
2635,0,0.054192760671583406,NCT03721172,psoriasis,Apremilast,Extension Phase: Apremilast 30 mg,Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.054192760671583406
2636,1,0.35322684516690156,NCT03722108,Adenocarcinoma of the Stomach; Adenocarcinoma of the Gastroesophageal Junction,Regorafenib,Regorafenib and Irinotecan,Phase 2,1,1,0,0,0,,,0,,unscored,0.35322684516690156
2637,0,0.029647422746410596,NCT03723252,Nonalcoholic Steatohepatitis,Dapagliflozin,Dapagliflozin group,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.029647422746410596
2638,0,0.25714595025948467,NCT03724942,Alzheimer disease,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.25714595025948467
2639,0,0.11982795084880138,NCT03725202,giant cell arteritis,Upadacitinib,15 mg Upadacitinib + 26-week CS taper,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.11982795084880138
2640,0,0.1455463618632526,NCT03725930,Child Preschool,Clonidine,Clonidine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.1455463618632526
2642,0,0.4546900079270387,NCT03733301,Atopic Dermatitis,Baricitinib,2 mg Baricitinib,Phase 3,0,1,0,0,0,,0.0,0,52.0,low_confidence,0.4546900079270387
2643,0,0.0039032907667422554,NCT03734016,Chronic Lymphocytic Leukemia,Zanubrutinib,Zanubrutinib,Phase 3,1,0,0,0,0,,0.0,0,24.0,reliable,0.0039032907667422554
2644,0,0.008995539501143086,NCT03734016,Chronic Lymphocytic Leukemia,Ibrutinib,Ibrutinib,Phase 3,1,0,0,0,0,,0.0,0,24.0,reliable,0.008995539501143086
2645,0,0.034477934527110024,NCT03735979,ischemic stroke,Argatroban,Argatroban,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.034477934527110024
2646,0,0.09910285994104265,NCT03735979,ischemic stroke,Eptifibatide,Eptifibatide,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.09910285994104265
2647,0,0.24364519040378507,NCT03737474,Major Depressive Disorder,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.24364519040378507
2648,0,0.3150237597131543,NCT03738215,Major Depressive Disorder,Cariprazine,Cariprazine 1.5 mg/Day + ADT,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,90.0,low_confidence,0.15
2649,0,0.3150237597131543,NCT03739203,Major Depressive Disorder,Cariprazine,Cariprazine 1.5 mg/day + ADT,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,90.0,low_confidence,0.15
2650,1,0.5358883570186121,NCT03739840,Drug-Resistant Epilepsy; Focal-Onset Seizures,Padsevonil,Padsevonil dosing regimen 1,Phase 3,0,0,0,0,0,,,0,,unscored,0.5358883570186121
2651,0,0.2555441363597547,NCT03742505,vitamin D deficiency,Cholecalciferol,Vitamin D,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.2555441363597547
2652,1,0.6221530899720004,NCT03749447,Chronic Kidney Diseases; Alport Syndrome; Autosomal Dominant Polycystic Kidney,Bardoxolone methyl,Bardoxolone methyl,Phase 3,0,0,0,0,0,,,0,,unscored,0.6221530899720004
2653,0,0.38337609660783667,NCT03750786,Advanced Colorectal Cancer,Leucovorin,Group B,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.38337609660783667
2655,0,0.4161411490268437,NCT03761225,Prostate Cancer,Masitinib,Masitinib & docetaxel,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.4161411490268437
2656,0,0.011503837933461316,NCT03764618,anemia,Fostamatinib disodium,Fostamatinib,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.011503837933461316
2657,0,0.5915574055893768,NCT03766295,Pancreatic Cancer,Masitinib,Masitinib & gemcitabine,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
2658,0,0.004306926379328977,NCT03768427,Hypercholesterolemia,Atorvastatin,Atorvastatin 20 mg,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.004306926379328977
2659,0,0.004306926379328977,NCT03768427,Hypercholesterolemia,Atorvastatin,Atorvastatin 40 mg,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.004306926379328977
2660,0,0.35184348323094117,NCT03773978,Juvenile Idiopathic Arthritis,Baricitinib,Baricitinib,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.35184348323094117
2662,0,0.6622446709015131,NCT03777059,episodic migraine,Atogepant,Atogepant 10 mg,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.6622446709015131
2663,0,0.054192760671583406,NCT03777436,psoriasis,Apremilast,Arm A- Apremilast with Placebo,Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.054192760671583406
2664,0,0.8890108954616942,NCT03778931,Advanced Breast Cancer,Elacestrant,Elacestrant,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.8890108954616942
2665,0,0.022027129357982053,NCT03779061,sedation,Remimazolam Tosilate,Remimazolam Tosilate,Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.022027129357982053
2666,0,0.005054640984790313,NCT03779061,sedation,Propofol,Propofol,Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.005054640984790313
2667,0,0.6380729380980101,NCT03779178,atrial fibrillation,Landiolol,Landiolol group,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.6380729380980101
2668,1,0.17676447545793283,NCT03788837,septic shock,Iloprost,intravenous ILOPROST,Phase 3,0,0,0,0,0,,-1.0,1,20.0,reliable,0.5
2669,0,0.29353113420747645,NCT03788967,complicated urinary tract infection,TBPM-PI-HBr; Dummy Infusion,TBPM-PI-HBr 600 mg,Phase 3,0,1,0,0,0,,0.0,0,20.0,reliable,0.29353113420747645
2670,0,0.3615303034264199,NCT03788967,complicated urinary tract infection,Ertapenem,Ertapenem 1 g,Phase 3,0,1,0,0,0,,0.0,0,20.0,reliable,0.3615303034264199
2671,0,0.457243117883786,NCT03789591,Sickle Cell Disease; Sickle Cell Anemia,Hydroxyurea,Alternative Arm,Phase 3,0,0,0,0,0,,0.0,0,32.0,reliable,0.457243117883786
2672,0,0.011734047512964299,NCT03790371,contraception,Misoprostol,misoprostol group,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.011734047512964299
2673,1,0.3952995142943356,NCT03791398,metastatic colorectal cancer,Dose level 1 ONC201,ONC201 Level 1 (Starting Dose Level),Phase 2,1,0,0,0,0,,0.0,0,15.0,reliable,0.3952995142943356
2674,0,0.04197040359392553,NCT03794388,Neuropathic Pain,Capsaicin,Arm CAPSAICINE topical,Phase 3,0,0,0,0,0,,0.0,0,,unscored,0.04197040359392553
2675,0,0.11175032525949717,NCT03794388,Neuropathic Pain,Pregabalin,Arm PREGABALINE,Phase 3,0,0,0,0,0,,0.0,0,,unscored,0.11175032525949717
2676,0,0.020438312227916575,NCT03794505,Shoulder Arthritis,Lidocaine 2% Injectable Solution,Shoulder infiltration,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.020438312227916575
2677,0,0.01248452721551566,NCT03794505,Shoulder Arthritis,Ropivacaine,Suprascapular nerve block,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.01248452721551566
2678,0,0.9881552302115161,NCT03803124,"Polycystic Kidney, Autosomal Dominant",Tolvaptan,Tolvaptan,Phase 3,0,0,0,0,0,,1.0,0,44.0,reliable,0.9881552302115161
2679,0,0.20874254435669362,NCT03806530,End Stage Renal Disease; Restless Legs Syndrome,Ropinirole,Gabapentin + Ropinirole,Phase 3,0,1,0,0,0,,0.0,0,67.0,low_confidence,0.20874254435669362
2680,0,0.06934518785821718,NCT03820726,"Lung Diseases, Interstitial",Nintedanib,Nintedanib,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.06934518785821718
2681,1,0.42638966696099434,NCT03820986,Advance Melanoma,Lenvatinib,Pembrolizumab+Lenvatinib,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.42638966696099434
2682,0,0.18106602364120003,NCT03825887,Mucositis Pain,Morphine,Group A-PCA Morphine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.18106602364120003
2683,0,0.21110408690812413,NCT03825887,Mucositis Pain,Nalbuphine,Group B-PCA Nalbuphine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.21110408690812413
2684,1,0.25695090641513846,NCT03829319,Lung Cancer,Lenvatinib,Pemetrexed+Platinum Chemotherapy+Pembrolizumab+Lenvatinib,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.25695090641513846
2685,1,0.5352062590740018,NCT03829332,Lung Cancer,Lenvatinib,Pembrolizumab + Lenvatinib,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.5352062590740018
2688,0,0.4506038624031369,NCT03831854,Reducing Psychological Side Effects of Ketamine,Lamotrigine,lamotrigine,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.4506038624031369
2690,1,0.4824409281386545,NCT03841773,PTSD,TNX-102 SL,TNX-102 SL Tablet 2.8 mg,Phase 3,0,0,0,0,0,,,0,78.0,low_confidence,0.4824409281386545
2691,0,0.0008300292491417781,NCT03841812,pain,Sevoflurane; Propofol,Propofol & Sevoflurane,Phase 3,0,1,0,0,0,,0.0,0,88.0,low_confidence,0.0008300292491417781
2692,0,0.8231247326624669,NCT03844984,septic shock,ketamine full dose,Ketamine group,Phase 3,0,1,0,0,0,,0.0,0,20.0,reliable,0.8231247326624669
2693,0,0.8302280216057722,NCT03844984,septic shock,ketamine half dose; Lidocaine,Lidocaine-ketamine group,Phase 3,0,1,0,0,0,,0.0,0,20.0,reliable,0.8302280216057722
2694,0,0.5697563999273383,NCT03846973,Tranexamic Acid,Tranexamic Acid,Tranexamic acid,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5697563999273383
2696,0,0.39089815813368867,NCT03853798,pyruvate kinase deficiency,Mitapivat,Cohort 1,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.39089815813368867
2697,0,0.10026011978259322,NCT03872232,Hypercholesterolemia; Hypertension,Telmisartan,Ezetimibe/Rosuvastatin and Telmisartan,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,18.0,reliable,0.10026011978259322
2698,0,0.08639792510684692,NCT03874494,schizophrenia,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.08639792510684692
2699,0,0.3569336271854901,NCT03874494,schizophrenia,Aripiprazole,Aripiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.3569336271854901
2700,1,0.7122011648443952,NCT03877224,Heart Failure With Preserved Ejection Fraction (HFpEF),Dapagliflozin,Dapagliflozin,Phase 3,0,0,0,0,0,,-1.0,1,22.0,reliable,0.7122011648443952
2701,0,0.25825780577451446,NCT03877237,Heart Failure With Reduced Ejection Fraction (HFrEF),Dapagliflozin,Dapagliflozin,Phase 3,0,0,0,0,0,,-1.0,1,22.0,reliable,0.5
2702,0,0.6468063457062287,NCT03881371,Parkinson's Disease,Safinamide,Safinamide,Phase 3,0,0,0,0,0,,0.0,0,58.0,low_confidence,0.6468063457062287
2704,0,0.35557602582750647,NCT03884101,Endometrial Carcinoma,Paclitaxel; Carboplatin,Paclitaxel + Carboplatin,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.35557602582750647
2705,1,0.7185126448367287,NCT03890120,Primary Sclerosing Cholangitis,Cilofexor,Cilofexor 100 mg (Blinded Phase),Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.7185126448367287
2706,0,0.5904585787718734,NCT03893097,schistosomiasis,Praziquantel,Praziquantel,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5904585787718734
2709,0,0.2663371149245536,NCT03896009,Migraine,Meloxicam,Meloxicam,Phase 3,0,0,0,0,0,,,0,78.0,low_confidence,0.2663371149245536
2710,0,0.3245279797768828,NCT03896009,Migraine,Rizatriptan,Rizatriptan,Phase 3,0,0,0,0,0,,,0,78.0,low_confidence,0.3245279797768828
2711,0,0.010626233782219663,NCT03897439,Smoking Cessation,Varenicline Tartrate,Optimized Care (OPT) [Varenicline Tartrate],Phase 3,0,1,0,0,0,,0.0,0,59.0,low_confidence,0.010626233782219663
2712,0,0.02778957635105584,NCT03897439,Smoking Cessation,Bupropion,Optimized Care (OPT) [Bupropion],Phase 3,0,1,0,0,0,,0.0,0,59.0,low_confidence,0.02778957635105584
2713,1,0.42638966696099434,NCT03898180,Urothelial Carcinoma,Lenvatinib,Pembrolizumab + Lenvatinib,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.42638966696099434
2715,0,0.18288905282787657,NCT03899103,Steroid-Dependent Nephrotic Syndrome,Mycophenolate Mofetil,Rituximab and Mycophenolate Mofetil,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.18288905282787657
2716,0,0.9889029327798611,NCT03899259,Alopecia Areata,Baricitinib,2 mg Baricitinib,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.9889029327798611
2717,0,0.029547200718017086,NCT03902080,overactive bladder,Vibegron,Vibegron 75 mg,Phase 3,0,0,0,0,0,,0.0,0,72.0,low_confidence,0.029547200718017086
2718,0,0.011624098050882095,NCT03907176,Analgesia,Bupivacaine; Ibuprofen; Acetaminophen,Cohort 1,Phase 3,0,1,0,0,0,,,0,,unscored,0.011624098050882095
2719,1,0.6891209277723294,NCT03909295,Heart Failure With Preserved Ejection Fraction (HFpEF),Sacubitril; Valsartan,LCZ696,Phase 3,0,1,0,0,0,,,0,22.0,reliable,0.6891209277723294
2720,0,0.3435224660288111,NCT03915769,ulcerative colitis,Ozanimod,0.46 mg ozanimod oral capsule once daily (QD),Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.3435224660288111
2721,0,0.10071428007796523,NCT03915860,acne vulgaris,Trifarotene,Trifarotene,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.10071428007796523
2722,0,0.09149077530549515,NCT03917459,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",Sacubitril; Valsartan,LCZ696,Phase 3,0,1,0,0,0,,0.0,0,54.0,low_confidence,0.09149077530549515
2723,0,0.06244219166162973,NCT03917459,"Heart Failure; Heart Failure, Systolic; Erectile Dysfunction",Enalapril,Enalapril,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.06244219166162973
2724,1,0.9935907349665711,NCT03917719,Duchenne Muscular Dystrophy,Edasalonexent,Dose 1,Phase 3,0,0,0,0,0,,0.0,0,32.0,reliable,0.9935907349665711
2725,1,0.08826713966145419,NCT03917914,COPD,Bisoprolol,Bisoprolol,Phase 3,0,0,0,0,0,,-1.0,1,50.0,low_confidence,0.5
2726,1,0.6130496542042245,NCT03918447,Autosomal Dominant Polycystic Kidney; ADPKD,Bardoxolone methyl oral capsule,Maximum bardoxolone methyl dose 30 mg,Phase 3,0,0,0,0,0,,,0,,unscored,0.6130496542042245
2727,0,0.5201016963879359,NCT03925025,organophosphate poisoning,Nimodipine,Nimodipine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5201016963879359
2728,1,0.48872552128203617,NCT03926624,"Leukemia, Myeloid, Acute",DFP-10917,Experimental,Phase 3,1,0,0,0,0,,0.0,0,18.0,reliable,0.48872552128203617
2729,0,0.010821362120425951,NCT03930186,plaque psoriasis,Apremilast,Apremilast,Phase 3,0,1,0,0,0,,0.0,0,45.0,reliable,0.010821362120425951
2731,0,0.25284366969294714,NCT03935217,trichomoniasis,Secnidazole,Solosec (containing 2 grams of secnidazole),Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.25284366969294714
2732,0,0.31366442492631,NCT03936387,Post-Sternotomy Pain,Ropivacaine,Bilateral erector spinae blocks,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.31366442492631
2733,0,0.6622446709015131,NCT03939312,episodic migraine,Atogepant,Atogepant 60 mg,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.6622446709015131
2734,0,0.3895834296684212,NCT03939637,immune thrombocytopenia,Eltrombopag,Eltrombopag,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.3895834296684212
2735,0,0.5634585307912697,NCT03940196,Ovarian Cancer,Paclitaxel,NovoTTF-100L(O),Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
2736,0,0.009432060785786227,NCT03941860,Multiple Myeloma,Ixazomib Citrate,"Arm A (lenalidomide, ixazomib citrate)",Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.009432060785786227
2737,1,0.38841878946497915,NCT03942419,Myopia,Atropine 0.1% Ophthalmic Solution,Atropine 0.1% Ophthalmic Solution,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.38841878946497915
2738,1,0.38841878946497915,NCT03942419,Myopia,Atropine 0.01% Ophthalmic Solution,Atropine 0.01% Ophthalmic Solution,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.38841878946497915
2739,0,0.11440870051952165,NCT03943667,Metastatic Pancreatic Adenocarcinoma,Paclitaxel,GEMPAX,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.11440870051952165
2740,0,0.3762478760738351,NCT03945188,Ulcerative Colitis,Etrasimod,Etrasimod 2 mg,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.3762478760738351
2741,0,0.5031281846085952,NCT03952039,myelofibrosis,Fedratinib,Fedratinib 400mg/day,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.5031281846085952
2743,0,0.0024392409831006335,NCT03956355,plaque psoriasis,Tapinarof,Tapinarof (DMVT-505),Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.0024392409831006335
2744,0,0.029730460569226336,NCT03959241,Prevention of Graft-versus-Host Disease,Methotrexate,Tacrolimus/Methotrexate,Phase 3,0,1,0,0,0,,,0,22.0,reliable,0.029730460569226336
2745,0,0.0024949803481830344,NCT03959241,Prevention of Graft-versus-Host Disease,Mycophenolate Mofetil; Cyclophosphamide,Tacrolimus/MMF/PTCY,Phase 3,0,1,0,0,0,,,0,22.0,reliable,0.0024949803481830344
2746,0,0.005887631350864575,NCT03959527,Gonorrhea,zoliflodacin,zoliflodacin,Phase 3,0,0,0,0,0,,,0,,unscored,0.005887631350864575
2747,0,0.0025897157237501633,NCT03959527,Gonorrhea,ceftriaxone; azithromycin,ceftriaxone and azithromycin combination,Phase 3,0,1,0,0,0,,,0,,unscored,0.0025897157237501633
2748,0,0.614075493666811,NCT03967847,rotator cuff tear,Ketorolac,Ketorolac,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.614075493666811
2749,1,0.41884484277539735,NCT03968159,Major Depressive Disorder,Pimavanserin,Drug - pimavanserin,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.41884484277539735
2750,0,0.5158504659919958,NCT03970837,"Arthritis, Rheumatoid",Tofacitinib,Tofacitinib 5mg + csDMARD (Global Cohort),Phase 3,0,0,0,0,0,,,0,,unscored,0.5158504659919958
2751,0,0.5158504659919958,NCT03970837,"Arthritis, Rheumatoid",Tofacitinib,Tofacitinib 5mg + csDMARD (Asia Cohort),Phase 3,0,0,0,0,0,,,0,,unscored,0.5158504659919958
2752,0,0.017385862737507876,NCT03974932,Analgesia,Celecoxib,Cohort 1,Phase 3,0,1,0,0,0,,,0,,unscored,0.017385862737507876
2753,0,0.024358417028299873,NCT03974932,Analgesia,HTX-011,Cohort 3,Phase 3,0,1,0,0,0,,,0,,unscored,0.024358417028299873
2754,1,0.6233726409320055,NCT03976375,Lung Cancer,Lenvatinib,Lenvatinib Monotherapy,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.6233726409320055
2755,0,0.49824674892491255,NCT03979352,Type1 Diabetes Mellitus,empagliflozin,Empagliflozin arm,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.15
2756,0,0.0024392409831006335,NCT03983980,plaque psoriasis,Tapinarof,Tapinarof (DMVT-505) Cream Group,Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.0024392409831006335
2757,0,0.598243244773393,NCT03988530,motion sickness,Scopolamine,DPI-386 Nasal Gel,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.598243244773393
2759,0,0.3762478760738351,NCT03996369,Ulcerative Colitis,Etrasimod,Etrasimod 2 mg,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.3762478760738351
2760,0,0.004924561424374548,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,Apixaban Oral Tablet,Direct Oral Anticoagulant [Apixaban Oral Tablet],Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.004924561424374548
2761,0,0.0039979661849715385,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,Dabigatran,Direct Oral Anticoagulant [Dabigatran],Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.0039979661849715385
2762,0,0.005687050206690799,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,Edoxaban Tablets,Direct Oral Anticoagulant [Edoxaban Tablets],Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.005687050206690799
2763,0,0.009498488181320286,NCT03996772,Atrial Fibrillation; Intracerebral Hemorrhage,Rivaroxaban,Direct Oral Anticoagulant [Rivaroxaban],Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.009498488181320286
